ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
BEC,2010-12-20,2011-01-22,75.85,75.0,-0.0112,2010-12-20,2.9,3.2,2.999,2011-01-22,1.9,2.2,2.101,0.8980000000000001,0.04,0.534,90491.57,12.0,90000.0,1077.6,91569.17000000001
NFLX,2010-12-20,2011-01-22,178.79,175.0,-0.0212,2010-12-20,8.05,8.15,8.083,2011-01-22,7.2,7.3,7.267,0.8159999999999998,0.0462,0.6367,90491.57,5.0,87500.0,408.0,90899.57
RES,2010-12-20,2011-01-22,18.34,17.5,-0.0458,2010-12-20,0.65,0.75,0.683,2011-01-22,0.5,0.65,0.601,0.08200000000000007,0.039,0.518,90491.57,52.0,91000.0,426.4,90917.97
RAX,2010-12-20,2011-01-22,31.41,31.0,-0.0131,2010-12-20,1.55,1.75,1.616,2011-01-22,0.95,1.2,1.118,0.498,0.0521,0.7403,90491.57,29.0,89900.0,1444.2,91935.77
CMG,2010-12-22,2011-01-22,232.96,230.0,-0.0127,2010-12-22,7.6,7.9,7.699,2011-01-22,18.8,19.3,19.135,-11.436000000000002,0.0335,0.4662,90491.57,4.0,92000.0,-4574.4,85917.17000000001
SWKS,2010-12-20,2011-01-22,28.38,28.0,-0.0134,2010-12-20,1.25,1.3,1.267,2011-01-22,0.95,1.05,1.017,0.25,0.0452,0.6198,90491.57,32.0,89600.0,800.0,91291.57
APOL,2010-12-20,2011-01-22,38.91,38.0,-0.0234,2010-12-20,1.65,1.68,1.66,2011-01-22,1.43,1.47,1.457,0.20299999999999985,0.0437,0.5946,90491.57,24.0,91200.0,487.2,90978.77
EFX,2010-12-20,2011-01-22,35.76,35.0,-0.0213,2010-12-20,0.4,2.65,1.143,2011-01-22,0.2,0.65,0.502,0.641,0.0327,0.4205,90491.57,26.0,91000.0,1666.6,92158.17000000001
FFIV,2010-12-20,2011-01-22,135.17,130.0,-0.0382,2010-12-20,4.7,4.9,4.766,2011-01-22,6.1,6.4,6.301,-1.5350000000000001,0.0367,0.4817,90491.57,7.0,91000.0,-1074.5,89417.07
ALGN,2010-12-22,2011-01-22,20.38,20.0,-0.0186,2010-12-22,0.65,0.8,0.7,2011-01-22,0.95,1.1,1.05,-0.3500000000000001,0.035,0.4911,90491.57,45.0,90000.0,-1575.0,88916.57
CF,2010-12-20,2011-01-22,126.81,125.0,-0.0143,2010-12-20,4.45,4.6,4.5,2011-01-22,1.58,1.7,1.66,2.84,0.036,0.4708,90491.57,7.0,87500.0,1988.0,92479.57
HXL,2010-12-20,2011-01-22,17.88,17.5,-0.0213,2010-12-20,0.55,0.65,0.583,2011-01-22,0.35,0.5,0.451,0.13199999999999995,0.0333,0.4295,90491.57,52.0,91000.0,686.4,91177.97
DECK,2010-12-20,2011-01-22,86.02,85.0,-0.0119,2010-12-20,3.4,3.6,3.466,2011-01-22,6.6,6.7,6.667,-3.2009999999999996,0.0408,0.5469,90491.57,11.0,93500.0,-3521.1,86970.47
CAKE,2010-12-23,2011-01-22,31.45,31.0,-0.0143,2010-12-23,0.9,1.0,0.933,2011-01-22,0.95,1.05,1.017,-0.08399999999999985,0.0301,0.4274,90491.57,29.0,89900.0,-243.6,90247.97
MYGN,2010-12-20,2011-01-22,23.33,22.5,-0.0356,2010-12-20,0.7,0.85,0.75,2011-01-22,0.25,0.55,0.451,0.299,0.0333,0.4295,90491.57,40.0,90000.0,1196.0,91687.57
JCP,2010-12-20,2011-01-22,33.71,33.0,-0.0211,2010-12-20,1.06,1.08,1.067,2011-01-22,1.56,1.59,1.58,-0.5130000000000001,0.0323,0.4145,90491.57,27.0,89100.0,-1385.1,89106.47
GMCR,2010-12-20,2011-01-22,32.34,31.67,-0.0207,2010-12-20,1.07,1.11,1.083,2011-01-22,0.75,0.81,0.79,0.2929999999999999,0.0342,0.4432,90491.57,29.0,91843.0,849.7,91341.27
STRA,2010-12-20,2011-01-22,162.18,160.0,-0.0134,2010-12-20,5.3,6.0,5.531,2011-01-22,10.0,12.2,11.474,-5.9430000000000005,0.0346,0.4493,90491.57,6.0,96000.0,-3565.8,86925.77
APKT,2010-12-20,2011-01-22,57.22,55.0,-0.0388,2010-12-20,2.85,3.2,2.966,2011-01-22,3.5,3.8,3.701,-0.7349999999999999,0.0539,0.773,90491.57,16.0,88000.0,-1176.0,89315.57
BID,2010-12-20,2011-01-22,46.25,45.0,-0.027,2010-12-20,1.55,1.75,1.616,2011-01-22,1.55,1.7,1.651,-0.03499999999999992,0.0359,0.4693,90491.57,20.0,90000.0,-70.0,90421.57
