ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EME,2010-06-01,2010-07-17,24.19,22.5,-0.0699,2010-06-01,0.95,1.2,1.032,2010-07-17,0.0,0.1,0.067,0.9650000000000001,0.0459,0.4208,26416.56,12.0,27000.0,1158.0,27574.56
DO,2010-06-01,2010-07-17,59.23,55.0,-0.0714,2010-06-01,2.7,2.9,2.766,2010-07-17,0.0,0.05,0.034,2.732,0.0503,0.4683,26416.56,5.0,27500.0,1366.0,27782.56
BCO,2010-06-07,2010-07-17,21.14,20.0,-0.0539,2010-06-07,0.55,0.7,0.6,2010-07-17,0.25,0.45,0.384,0.21599999999999997,0.03,0.3048,26416.56,13.0,26000.0,280.8,26697.36
AET,2010-06-07,2010-07-17,30.02,29.0,-0.034,2010-06-07,1.28,1.34,1.3,2010-07-17,1.82,1.88,1.86,-0.56,0.0448,0.4835,26416.56,9.0,26100.0,-504.0,25912.56
CBST,2010-06-07,2010-07-17,21.76,20.0,-0.0809,2010-06-07,0.65,1.05,0.782,2010-07-17,0.0,0.1,0.067,0.7150000000000001,0.0391,0.4123,26416.56,13.0,26000.0,929.5,27346.06
MUR,2010-06-01,2010-07-17,52.32,50.0,-0.0443,2010-06-01,2.45,2.55,2.483,2010-07-17,0.0,0.05,0.034,2.4490000000000003,0.0497,0.4617,26416.56,5.0,25000.0,1224.5,27641.06
FLS,2010-06-01,2010-07-17,91.88,90.0,-0.0205,2010-06-01,5.8,6.2,5.932,2010-07-17,1.0,1.5,1.335,4.597,0.0659,0.6478,26416.56,3.0,27000.0,1379.1,27795.66
FLR,2010-06-01,2010-07-17,45.66,45.0,-0.0145,2010-06-01,3.1,3.2,3.133,2010-07-17,2.15,2.35,2.284,0.8490000000000002,0.0696,0.6931,26416.56,6.0,27000.0,509.4,26925.960000000003
MGLN,2010-06-01,2010-07-17,40.92,40.0,-0.0225,2010-06-01,1.3,1.55,1.383,2010-07-17,2.65,3.0,2.885,-1.5019999999999998,0.0346,0.305,26416.56,7.0,28000.0,-1051.4,25365.16
ATW,2010-06-04,2010-07-17,26.27,25.0,-0.0483,2010-06-04,1.45,1.6,1.5,2010-07-17,0.0,0.05,0.034,1.466,0.06,0.6288,26416.56,11.0,27500.0,1612.6,28029.16
CVH,2010-06-01,2010-07-17,20.76,20.0,-0.0366,2010-06-01,0.95,1.1,1.0,2010-07-17,1.2,1.35,1.3,-0.30000000000000004,0.05,0.465,26416.56,13.0,26000.0,-390.0,26026.56
DRC,2010-06-01,2010-07-17,31.44,30.0,-0.0458,2010-06-01,1.05,1.25,1.116,2010-07-17,0.0,0.1,0.067,1.0490000000000002,0.0372,0.3309,26416.56,9.0,27000.0,944.1,27360.66
NEU,2010-06-01,2010-07-17,102.45,100.0,-0.0239,2010-06-01,6.8,7.3,6.965,2010-07-17,3.5,4.2,3.969,2.996,0.0697,0.6944,26416.56,3.0,30000.0,898.8,27315.36
EXC,2010-06-01,2010-07-17,38.08,37.5,-0.0152,2010-06-01,1.35,1.4,1.367,2010-07-17,0.0,0.05,0.034,1.333,0.0365,0.3239,26416.56,7.0,26250.0,933.1,27349.66
AAWW,2010-06-07,2010-07-17,48.7,47.5,-0.0246,2010-06-07,3.4,3.6,3.466,2010-07-17,0.0,0.1,0.067,3.399,0.073,0.8854,26416.56,6.0,28500.0,2039.4,28455.960000000003
BKE,2010-06-01,2010-07-17,35.42,35.0,-0.0119,2010-06-01,2.6,2.9,2.699,2010-07-17,7.2,7.5,7.401,-4.702,0.0771,0.7883,26416.56,8.0,28000.0,-3761.6,22654.960000000003
LLY,2010-06-01,2010-07-17,32.77,32.0,-0.0235,2010-06-01,0.92,0.98,0.94,2010-07-17,0.0,0.02,0.013,0.9269999999999999,0.0294,0.2545,26416.56,8.0,25600.0,741.6,27158.16
PEG,2010-06-01,2010-07-17,30.48,30.0,-0.0157,2010-06-01,1.15,1.3,1.2,2010-07-17,0.0,0.1,0.067,1.133,0.04,0.3593,26416.56,9.0,27000.0,1019.7,27436.260000000002
DECK,2010-06-01,2010-07-17,144.75,140.0,-0.0328,2010-06-01,7.7,10.1,8.492,2010-07-17,4.4,5.3,5.003,3.4890000000000008,0.0607,0.586,26416.56,2.0,28000.0,697.8,27114.36
WPZ,2010-06-01,2010-07-17,37.36,35.0,-0.0632,2010-06-01,0.9,1.0,0.933,2010-07-17,0.0,0.1,0.067,0.8660000000000001,0.0267,0.229,26416.56,8.0,28000.0,692.8,27109.36
HUM,2010-06-01,2010-07-17,46.04,45.0,-0.0226,2010-06-01,2.0,2.15,2.05,2010-07-17,0.0,0.05,0.034,2.016,0.0456,0.4176,26416.56,6.0,27000.0,1209.6,27626.16
APOL,2010-06-01,2010-07-17,52.27,50.0,-0.0434,2010-06-01,3.6,3.7,3.633,2010-07-17,4.3,4.5,4.434,-0.8010000000000002,0.0727,0.7319,26416.56,5.0,25000.0,-400.5,26016.06
RTN,2010-06-04,2010-07-17,51.91,50.0,-0.0368,2010-06-04,1.46,1.53,1.483,2010-07-17,2.21,2.3,2.27,-0.7869999999999999,0.0297,0.2777,26416.56,5.0,25000.0,-393.5,26023.06
RAI,2010-06-01,2010-07-17,52.05,50.0,-0.0394,2010-06-01,1.35,1.5,1.4,2010-07-17,0.0,0.1,0.067,1.333,0.028,0.2412,26416.56,5.0,25000.0,666.5,27083.06
SEE,2010-06-01,2010-07-17,20.56,20.0,-0.0272,2010-06-01,0.9,1.0,0.933,2010-07-17,0.0,0.1,0.067,0.8660000000000001,0.0467,0.4293,26416.56,13.0,26000.0,1125.8,27542.36
