c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
1.1875,0.936,13.0,1999-05-22,71500.0,-0.06,72332.47,0.126,1.0,0.1875,USG,1216.8,1999-04-16,73549.27,1999-05-22,1.062,58.47,0.0,1999-04-16,55.0
0.3125,0.061,32.0,1999-05-22,72000.0,-0.07,72332.47,0.126,0.125,0.1875,KNL,195.2,1999-04-12,72527.67,1999-05-22,0.187,24.16,0.0,1999-04-12,22.5
1.8125,1.5190000000000001,32.0,1999-05-22,72000.0,-0.08,72332.47,0.168,1.625,0.25,ETEC,4860.8,1999-04-15,77193.27,1999-05-22,1.687,24.56,0.0,1999-04-15,22.5
0.5625,0.35300000000000004,18.0,1999-05-22,72000.0,-0.13,72332.47,0.042,0.3125,0.0625,PSS,635.4,1999-04-12,72967.87,1999-05-22,0.395,46.06,0.0,1999-04-12,40.0
1.1875,0.978,12.0,1999-05-22,72000.0,-0.11,72332.47,0.042,0.9375,0.0625,DAL,1173.6,1999-04-16,73506.07,1999-05-22,1.02,67.72,0.0,1999-04-16,60.0
0.3125,-0.02300000000000002,72.0,1999-05-22,72000.0,-0.18,72332.47,0.168,0.0625,0.25,HUM,-165.6,1999-04-16,72166.87,1999-05-22,0.145,12.13,0.0,1999-04-16,10.0
0.5625,0.227,29.0,1999-05-22,72500.0,-0.11,72332.47,0.168,0.3125,0.25,LAF,658.3,1999-04-12,72990.77,1999-05-22,0.395,27.97,0.0,1999-04-12,25.0
0.625,0.29000000000000004,16.0,1999-05-22,72000.0,-0.07,72332.47,0.168,0.375,0.25,CCN,464.0,1999-04-12,72796.47,1999-05-22,0.458,48.13,0.0,1999-04-12,45.0
0.3125,0.01899999999999999,41.0,1999-05-22,71750.0,-0.11,72332.47,0.126,0.0625,0.1875,TKR,77.9,1999-04-16,72410.37,1999-05-22,0.145,19.69,0.0,1999-04-16,17.5
1.1875,0.852,58.0,1999-05-22,72500.0,-0.06,72332.47,0.168,0.9375,0.25,SMOD,4941.6,1999-04-13,77274.07,1999-05-22,1.02,13.34,0.0,1999-04-13,12.5
0.3125,0.14500000000000002,48.0,1999-05-22,72000.0,-0.15,72332.47,0.084,0.1875,0.125,IBP,696.0,1999-04-12,73028.47,1999-05-22,0.229,17.59,0.0,1999-04-12,15.0
0.375,0.16499999999999998,29.0,1999-05-22,72500.0,-0.14,72332.47,0.084,0.1875,0.125,X,478.5,1999-04-16,72810.97,1999-05-22,0.249,29.0,0.0,1999-04-16,25.0
0.4375,0.27,96.0,1999-05-22,72000.0,-0.06,72332.47,0.042,0.25,0.0625,OMX,2592.0,1999-04-12,74924.47,1999-05-22,0.312,7.94,0.0,1999-04-12,7.5
0.5,0.165,29.0,1999-05-22,72500.0,-0.06,72332.47,0.168,0.25,0.25,UST,478.5,1999-04-14,72810.97,1999-05-22,0.333,26.66,0.0,1999-04-14,25.0
1.0625,0.727,29.0,1999-05-22,72500.0,-0.13,72332.47,0.168,0.8125,0.25,ADSK,2108.3,1999-04-12,74440.77,1999-05-22,0.895,28.66,0.0,1999-04-12,25.0
