ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
BG,2008-10-21,2008-11-22,42.59,40.0,-0.0608,2008-10-21,4.3,4.6,4.399,2008-11-22,4.4,4.9,4.735,-0.3360000000000003,0.11,2.2351,54236.92,14.0,56000.0,-470.4,53766.52
BGC,2008-10-21,2008-11-22,21.39,20.0,-0.065,2008-10-21,2.05,2.25,2.116,2008-11-22,12.2,12.6,12.468,-10.352,0.1058,2.1,54236.92,27.0,54000.0,-27950.4,26286.519999999997
HAR,2008-10-20,2008-11-22,20.42,20.0,-0.0206,2008-10-20,2.05,2.4,2.165,2008-11-22,7.8,8.5,8.269,-6.104,0.1082,2.0672,54236.92,27.0,54000.0,-16480.8,37756.119999999995
EME,2008-10-22,2008-11-22,18.02,17.5,-0.0289,2008-10-22,1.85,2.15,1.949,2008-11-22,4.9,5.7,5.436,-3.487,0.1114,2.4095,54236.92,31.0,54250.0,-10809.7,43427.22
ROK,2008-10-27,2008-11-22,22.95,22.5,-0.0196,2008-10-27,2.1,2.4,2.199,2008-11-22,0.0,0.15,0.101,2.098,0.0977,2.6353,54236.92,24.0,54000.0,5035.2,59272.119999999995
FLS,2008-10-24,2008-11-22,45.84,45.0,-0.0183,2008-10-24,6.1,7.1,6.43,2008-11-22,4.2,5.0,4.736,1.694,0.1429,4.2493,54236.92,12.0,54000.0,2032.8,56269.72
KMX,2008-10-20,2008-11-22,10.38,10.0,-0.0366,2008-10-20,1.0,1.2,1.066,2008-11-22,3.3,3.8,3.635,-2.569,0.1066,2.0192,54236.92,54.0,54000.0,-13872.6,40364.32
TRA,2008-10-21,2008-11-22,21.41,20.0,-0.0659,2008-10-21,2.35,2.6,2.433,2008-11-22,6.6,7.0,6.868,-4.4350000000000005,0.1216,2.6364,54236.92,27.0,54000.0,-11974.5,42262.42
JLL,2008-10-20,2008-11-22,31.23,30.0,-0.0394,2008-10-20,2.95,4.0,3.296,2008-11-22,8.7,10.2,9.705,-6.409000000000001,0.1099,2.1189,54236.92,18.0,54000.0,-11536.2,42700.72
BKE,2008-10-27,2008-11-22,35.45,35.0,-0.0127,2008-10-27,3.1,3.9,3.364,2008-11-22,10.0,13.0,12.01,-8.646,0.0961,2.5626,54236.92,15.0,52500.0,-12969.0,41267.92
ODP,2008-10-20,2008-11-22,2.91,2.5,-0.1409,2008-10-20,0.3,0.4,0.333,2008-11-22,0.65,0.85,0.784,-0.451,0.1332,2.9123,54236.92,217.0,54250.0,-9786.7,44450.22
DECK,2008-10-22,2008-11-22,86.98,85.0,-0.0228,2008-10-22,9.0,10.7,9.561,2008-11-22,30.4,31.7,31.271,-21.71,0.1125,2.4489,54236.92,6.0,51000.0,-13026.0,41210.92
CF,2008-10-24,2008-11-22,41.8,40.0,-0.0431,2008-10-24,3.6,4.1,3.765,2008-11-22,0.0,0.05,0.034,3.7310000000000003,0.0941,2.0538,54236.92,14.0,56000.0,5223.4,59460.32
CE,2008-10-21,2008-11-22,15.66,15.0,-0.0421,2008-10-21,1.8,2.05,1.883,2008-11-22,7.2,7.6,7.468,-5.585,0.1255,2.7813,54236.92,36.0,54000.0,-20106.0,34130.92
PDE,2008-10-21,2008-11-22,18.2,17.5,-0.0385,2008-10-21,1.75,1.9,1.8,2008-11-22,4.0,4.3,4.201,-2.401,0.1029,2.0098,54236.92,31.0,54250.0,-7443.1,46793.82
DO,2008-10-27,2008-11-22,71.65,70.0,-0.023,2008-10-27,8.6,8.8,8.666,2008-11-22,4.5,5.3,5.036,3.630000000000001,0.1238,4.0332,54236.92,8.0,56000.0,2904.0,57140.92
GNK,2008-10-20,2008-11-22,20.7,20.0,-0.0338,2008-10-20,2.9,3.3,3.032,2008-11-22,12.6,13.2,13.002,-9.97,0.1516,3.6639,54236.92,27.0,54000.0,-26919.0,27317.92
BID,2008-10-20,2008-11-22,10.32,10.0,-0.031,2008-10-20,1.15,1.4,1.232,2008-11-22,1.3,1.55,1.468,-0.236,0.1232,2.5517,54236.92,54.0,54000.0,-1274.4,52962.52
IP,2008-10-27,2008-11-22,16.05,15.0,-0.0654,2008-10-27,1.25,1.4,1.3,2008-11-22,3.8,4.1,4.001,-2.7010000000000005,0.0867,2.1621,54236.92,36.0,54000.0,-9723.6,44513.32
BEAV,2008-10-27,2008-11-22,10.68,10.0,-0.0637,2008-10-27,1.35,1.7,1.466,2008-11-22,3.6,4.0,3.868,-2.402,0.1466,5.647,54236.92,54.0,54000.0,-12970.8,41266.119999999995
