ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
TSN,2013-07-26,2013-09-21,27.08,26.0,-0.0399,2013-07-26,0.55,0.65,0.583,2013-09-21,0.0,0.05,0.034,0.5489999999999999,0.0224,0.1502,30140.16,12.0,31200.0,658.8,30798.96
HES,2013-07-26,2013-09-21,72.78,70.0,-0.0382,2013-07-26,1.68,1.71,1.69,2013-09-21,0.0,0.01,0.007,1.683,0.0241,0.1623,30140.16,4.0,28000.0,673.2,30813.36
WDC,2013-07-26,2013-09-21,62.47,60.0,-0.0395,2013-07-26,1.73,1.76,1.74,2013-09-21,0.0,0.03,0.02,1.72,0.029,0.1979,30140.16,5.0,30000.0,860.0,31000.16
CSCO,2013-07-26,2013-09-21,25.37,25.0,-0.0146,2013-07-26,0.81,0.82,0.813,2013-09-21,0.48,0.51,0.5,0.31299999999999994,0.0325,0.2238,30140.16,12.0,30000.0,375.6,30515.76
AAPL,2013-07-26,2013-08-30,437.69,430.0,-0.0176,2013-07-26,7.8,7.95,7.85,2013-08-30,0.0,0.25,0.168,7.6819999999999995,0.0183,0.2051,30140.16,1.0,43000.0,768.2,30908.36
FLR,2013-07-26,2013-09-21,61.64,60.0,-0.0266,2013-07-26,1.85,1.95,1.883,2013-09-21,0.0,0.05,0.034,1.849,0.0314,0.2156,30140.16,5.0,30000.0,924.5,31064.66
NVDA,2013-07-26,2013-09-21,14.19,14.0,-0.0134,2013-07-26,0.62,0.63,0.623,2013-09-21,0.0,0.01,0.007,0.616,0.0445,0.3165,30140.16,22.0,30800.0,1355.2,31495.36
CTB,2013-07-26,2013-09-21,33.45,33.0,-0.0135,2013-07-26,0.7,1.0,0.799,2013-09-21,2.15,2.55,2.418,-1.6190000000000002,0.0242,0.163,30140.16,9.0,29700.0,-1457.1,28683.06
CVI,2013-07-26,2013-09-21,47.25,45.5,-0.037,2013-07-26,2.55,2.85,2.649,2013-09-21,6.4,6.8,6.668,-4.019,0.0582,0.4294,30140.16,7.0,31850.0,-2813.3,27326.86
HFC,2013-07-26,2013-09-21,43.98,43.0,-0.0223,2013-07-26,1.75,1.8,1.767,2013-09-21,0.7,0.75,0.734,1.033,0.0411,0.2897,30140.16,7.0,30100.0,723.1,30863.26
JBL,2013-07-26,2013-09-21,22.57,22.0,-0.0253,2013-07-26,0.6,0.7,0.633,2013-09-21,0.0,0.05,0.034,0.599,0.0288,0.1964,30140.16,14.0,30800.0,838.6,30978.76
FL,2013-07-31,2013-09-21,36.38,36.0,-0.0104,2013-07-31,1.25,1.4,1.3,2013-09-21,2.95,3.1,3.051,-1.7510000000000001,0.0361,0.2783,30140.16,8.0,28800.0,-1400.8,28739.36
MSFT,2013-07-26,2013-09-21,31.41,31.0,-0.0131,2013-07-26,0.76,0.77,0.763,2013-09-21,0.0,0.01,0.007,0.756,0.0246,0.1659,30140.16,10.0,31000.0,756.0,30896.16
HUM,2013-07-26,2013-09-21,89.21,87.5,-0.0192,2013-07-26,2.7,2.85,2.75,2013-09-21,0.0,0.05,0.034,2.716,0.0314,0.2156,30140.16,3.0,26250.0,814.8,30954.96
DAN,2013-07-26,2013-09-21,21.82,21.0,-0.0376,2013-07-26,0.65,0.75,0.683,2013-09-21,0.0,0.1,0.067,0.6160000000000001,0.0325,0.2238,30140.16,14.0,29400.0,862.4,31002.56
OSK,2013-07-26,2013-09-21,40.37,39.0,-0.0339,2013-07-26,1.45,1.6,1.5,2013-09-21,0.0,0.2,0.134,1.366,0.0385,0.2695,30140.16,8.0,31200.0,1092.8,31232.96
WNR,2013-07-26,2013-09-21,30.33,30.0,-0.0109,2013-07-26,1.85,1.9,1.867,2013-09-21,1.0,1.1,1.067,0.8,0.0622,0.4639,30140.16,10.0,30000.0,800.0,30940.16
SPLS,2013-07-26,2013-09-21,16.41,16.0,-0.025,2013-07-26,0.55,0.6,0.567,2013-09-21,1.15,1.25,1.217,-0.6500000000000001,0.0354,0.2457,30140.16,19.0,30400.0,-1235.0,28905.16
AOS,2013-07-26,2013-09-21,40.91,40.0,-0.0222,2013-07-26,0.8,1.45,1.014,2013-09-21,0.0,5.0,3.35,-2.3360000000000003,0.0254,0.1717,30140.16,8.0,32000.0,-1868.8,28271.36
AEO,2013-07-26,2013-09-21,19.07,18.0,-0.0561,2013-07-26,0.4,0.5,0.433,2013-09-21,3.2,3.3,3.267,-2.834,0.0241,0.1623,30140.16,17.0,30600.0,-4817.8,25322.36
MDR,2013-07-26,2013-09-21,8.73,8.0,-0.0836,2013-07-26,0.2,0.25,0.217,2013-09-21,0.6,0.7,0.667,-0.45000000000000007,0.0271,0.184,30140.16,38.0,30400.0,-1710.0,28430.16
TKR,2013-07-26,2013-09-21,56.96,55.0,-0.0344,2013-07-26,1.6,1.7,1.633,2013-09-21,0.0,0.05,0.034,1.599,0.0297,0.203,30140.16,5.0,27500.0,799.5,30939.66
CI,2013-07-26,2013-09-21,77.47,75.0,-0.0319,2013-07-26,1.8,1.86,1.82,2013-09-21,0.0,0.03,0.02,1.8,0.0243,0.1637,30140.16,4.0,30000.0,720.0,30860.16
GT,2013-07-26,2013-09-21,16.7,16.0,-0.0419,2013-07-26,0.7,0.75,0.716,2013-09-21,0.0,0.05,0.034,0.6819999999999999,0.0447,0.3181,30140.16,19.0,30400.0,1295.8,31435.96
AAP,2013-07-26,2013-09-21,82.91,80.0,-0.0351,2013-07-26,1.95,2.1,2.0,2013-09-21,0.0,0.05,0.034,1.966,0.025,0.1688,30140.16,4.0,32000.0,786.4,30926.56
STRZA,2013-07-26,2013-09-21,23.13,22.5,-0.0272,2013-07-26,1.05,1.15,1.083,2013-09-21,0.0,0.2,0.134,0.949,0.0481,0.3454,30140.16,13.0,29250.0,1233.7,31373.86
DDS,2013-07-29,2013-09-21,81.87,80.0,-0.0228,2013-07-29,2.85,3.1,2.933,2013-09-21,0.0,0.05,0.034,2.899,0.0367,0.2716,30140.16,4.0,32000.0,1159.6,31299.76
IEP,2013-07-26,2013-09-21,72.9,70.0,-0.0398,2013-07-26,2.7,3.3,2.898,2013-09-21,0.0,0.05,0.034,2.8640000000000003,0.0414,0.292,30140.16,4.0,28000.0,1145.6,31285.76
CA,2013-07-26,2013-09-21,29.49,29.0,-0.0166,2013-07-26,0.65,0.75,0.683,2013-09-21,0.0,0.05,0.034,0.649,0.0236,0.1587,30140.16,10.0,29000.0,649.0,30789.16
QCOR,2013-07-26,2013-09-21,49.06,48.0,-0.0216,2013-07-26,3.1,3.3,3.166,2013-09-21,0.0,0.1,0.067,3.0989999999999998,0.066,0.4973,30140.16,6.0,28800.0,1859.4,31999.56
M,2013-07-26,2013-09-21,47.85,47.0,-0.0178,2013-07-26,1.39,1.42,1.4,2013-09-21,2.32,2.39,2.367,-0.9670000000000001,0.0298,0.2038,30140.16,6.0,28200.0,-580.2,29559.96
CF,2013-07-26,2013-09-21,179.98,175.0,-0.0277,2013-07-26,5.95,6.05,5.983,2013-09-21,0.0,0.02,0.013,5.97,0.0342,0.2366,30140.16,2.0,35000.0,1194.0,31334.16
MRO,2013-07-26,2013-09-21,36.51,36.0,-0.014,2013-07-26,1.25,1.27,1.257,2013-09-21,0.11,0.17,0.15,1.107,0.0349,0.2419,30140.16,8.0,28800.0,885.6,31025.76
WCG,2013-07-26,2013-09-21,62.48,60.0,-0.0397,2013-07-26,2.8,3.2,2.932,2013-09-21,0.0,0.05,0.034,2.898,0.0489,0.3519,30140.16,5.0,30000.0,1449.0,31589.16
GRA,2013-07-30,2013-09-21,75.92,75.0,-0.0121,2013-07-30,2.3,2.4,2.333,2013-09-21,0.0,0.05,0.034,2.2990000000000004,0.0311,0.2312,30140.16,4.0,30000.0,919.6,31059.76
NOV,2013-07-26,2013-09-21,71.63,70.0,-0.0228,2013-07-26,2.09,2.14,2.107,2013-09-21,0.0,0.01,0.007,2.1,0.0301,0.206,30140.16,4.0,28000.0,840.0,30980.16
UHAL,2013-07-26,2013-09-21,166.74,165.0,-0.0104,2013-07-26,6.3,8.4,6.993,2013-09-21,0.0,0.65,0.436,6.557,0.0424,0.2999,30140.16,2.0,33000.0,1311.4,31451.56
ALK,2013-07-31,2013-09-21,61.09,60.0,-0.0178,2013-07-31,2.6,2.75,2.65,2013-09-21,0.0,0.1,0.067,2.5829999999999997,0.0442,0.3491,30140.16,5.0,30000.0,1291.5,31431.66
HP,2013-07-26,2013-09-21,66.22,65.0,-0.0184,2013-07-26,3.0,3.2,3.066,2013-09-21,0.0,0.05,0.034,3.032,0.0472,0.3381,30140.16,5.0,32500.0,1516.0,31656.16
ARW,2013-07-26,2013-09-21,45.53,45.0,-0.0116,2013-07-26,1.25,1.4,1.3,2013-09-21,0.0,0.05,0.034,1.266,0.0289,0.1971,30140.16,7.0,31500.0,886.2,31026.36
AVT,2013-07-26,2013-09-21,37.5,37.0,-0.0133,2013-07-26,1.2,1.35,1.25,2013-09-21,0.0,0.15,0.101,1.149,0.0338,0.2336,30140.16,8.0,29600.0,919.2,31059.36
NCR,2013-07-26,2013-09-21,35.17,34.0,-0.0333,2013-07-26,0.95,1.1,1.0,2013-09-21,0.0,0.1,0.067,0.933,0.0294,0.2008,30140.16,9.0,30600.0,839.7,30979.86
VMI,2013-07-26,2013-09-21,143.24,140.0,-0.0226,2013-07-26,4.1,4.5,4.232,2013-09-21,0.0,0.45,0.302,3.93,0.0302,0.2067,30140.16,2.0,28000.0,786.0,30926.16
MOS,2013-07-26,2013-09-21,52.25,50.0,-0.0431,2013-07-26,1.5,1.51,1.503,2013-09-21,5.05,5.3,5.218,-3.715,0.0301,0.206,30140.16,6.0,30000.0,-2229.0,27911.16
CHS,2013-07-26,2013-09-21,16.68,16.0,-0.0408,2013-07-26,0.55,0.65,0.583,2013-09-21,0.0,0.05,0.034,0.5489999999999999,0.0364,0.2533,30140.16,19.0,30400.0,1043.1,31183.26
JOY,2013-07-26,2013-09-21,48.47,47.0,-0.0303,2013-07-26,1.74,1.78,1.753,2013-09-21,0.0,0.01,0.007,1.746,0.0373,0.2602,30140.16,6.0,28200.0,1047.6,31187.76
UTHR,2013-07-26,2013-09-21,71.89,70.0,-0.0263,2013-07-26,1.8,2.15,1.916,2013-09-21,0.0,0.25,0.168,1.748,0.0274,0.1862,30140.16,4.0,28000.0,699.2,30839.36
APA,2013-07-29,2013-09-21,81.2,80.0,-0.0148,2013-07-29,2.36,2.39,2.37,2013-09-21,0.0,0.01,0.007,2.363,0.0296,0.2147,30140.16,4.0,32000.0,945.2,31085.36
OIS,2013-07-26,2013-09-21,95.11,90.0,-0.0537,2013-07-26,3.7,3.9,3.766,2013-09-21,0.0,0.1,0.067,3.699,0.0418,0.2952,30140.16,3.0,27000.0,1109.7,31249.86
ASNA,2013-07-26,2013-09-21,18.66,18.0,-0.0354,2013-07-26,0.5,0.6,0.533,2013-09-21,0.85,1.15,1.051,-0.5179999999999999,0.0296,0.2023,30140.16,17.0,30600.0,-880.6,29259.56
