ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
WDC,2014-01-24,2014-02-22,86.19,85.0,-0.0138,2014-01-24,2.54,2.6,2.56,2014-02-22,0.0,0.02,0.013,2.547,0.0301,0.445,81614.33,10.0,85000.0,2547.0,84161.33
AAL,2014-01-22,2014-02-22,30.95,30.0,-0.0307,2014-01-22,0.75,0.85,0.783,2014-02-22,0.0,0.05,0.034,0.749,0.0261,0.3488,81614.33,27.0,81000.0,2022.3,83636.63
AAPL,2014-01-22,2014-02-22,552.55,540.0,-0.0227,2014-01-22,15.15,15.35,15.216,2014-02-22,12.9,16.25,15.145,0.07099999999999973,0.0282,0.3812,81614.33,2.0,108000.0,14.2,81628.53
TSN,2014-01-22,2014-02-22,35.37,35.0,-0.0105,2014-01-22,0.85,0.95,0.883,2014-02-22,0.0,0.05,0.034,0.849,0.0252,0.3351,81614.33,23.0,80500.0,1952.7,83567.03
WU,2014-01-22,2014-02-22,16.21,16.0,-0.013,2014-01-22,0.4,0.5,0.433,2014-02-22,0.0,0.05,0.034,0.399,0.0271,0.3641,81614.33,51.0,81600.0,2034.9,83649.23
CVI,2014-01-31,2014-03-22,37.12,35.0,-0.0571,2014-01-31,1.3,1.55,1.383,2014-03-22,0.0,0.25,0.168,1.215,0.0395,0.3217,81614.33,23.0,80500.0,2794.5,84408.83
HFC,2014-01-22,2014-02-22,48.52,48.0,-0.0107,2014-01-22,1.35,1.45,1.383,2014-02-22,1.75,2.2,2.052,-0.669,0.0288,0.3906,81614.33,17.0,81600.0,-1137.3,80477.03
AEO,2014-01-22,2014-02-22,14.45,14.0,-0.0311,2014-01-22,0.4,0.45,0.417,2014-02-22,0.05,0.15,0.117,0.3,0.0298,0.4064,81614.33,58.0,81200.0,1740.0,83354.33
APOL,2014-01-22,2014-02-22,35.48,35.0,-0.0135,2014-01-22,0.98,1.0,0.987,2014-02-22,0.4,0.76,0.641,0.346,0.0282,0.3812,81614.33,23.0,80500.0,795.8,82410.13
SNDK,2014-01-22,2014-02-22,71.85,70.0,-0.0257,2014-01-22,2.0,2.05,2.017,2014-02-22,0.01,0.02,0.017,2.0,0.0288,0.3906,81614.33,12.0,84000.0,2400.0,84014.33
NUS,2014-01-22,2014-02-22,81.14,80.0,-0.014,2014-01-22,5.9,6.4,6.065,2014-02-22,0.05,0.15,0.117,5.948,0.0758,1.3361,81614.33,10.0,80000.0,5948.0,87562.33
WNR,2014-01-22,2014-02-22,40.75,40.0,-0.0184,2014-01-22,1.3,1.4,1.333,2014-02-22,1.05,1.2,1.151,0.18199999999999994,0.0333,0.4629,81614.33,20.0,80000.0,364.0,81978.33
BWA,2014-01-23,2014-02-22,55.81,55.0,-0.0145,2014-01-23,1.35,1.45,1.383,2014-02-22,0.0,0.2,0.134,1.249,0.0251,0.3465,81614.33,15.0,82500.0,1873.5,83487.83
WHR,2014-01-22,2014-02-22,151.94,150.0,-0.0128,2014-01-22,5.25,5.4,5.3,2014-02-22,10.75,11.45,11.219,-5.919,0.0353,0.4961,81614.33,5.0,75000.0,-2959.5,78654.83
GT,2014-01-22,2014-02-22,24.26,24.0,-0.0107,2014-01-22,0.8,0.85,0.817,2014-02-22,0.0,0.05,0.034,0.7829999999999999,0.034,0.4744,81614.33,34.0,81600.0,2662.2,84276.53
IGT,2014-01-24,2014-02-22,15.6,15.0,-0.0385,2014-01-24,0.6,0.7,0.633,2014-02-22,0.25,0.4,0.351,0.28200000000000003,0.0422,0.6705,81614.33,54.0,81000.0,1522.8,83137.13
IEP,2014-01-27,2014-02-22,109.87,105.0,-0.0443,2014-01-27,2.05,4.0,2.694,2014-02-22,0.0,0.05,0.034,2.66,0.0257,0.421,81614.33,8.0,84000.0,2128.0,83742.33
CF,2014-01-22,2014-02-22,244.44,240.0,-0.0182,2014-01-22,6.55,6.75,6.616,2014-02-22,0.01,0.04,0.03,6.585999999999999,0.0276,0.3719,81614.33,3.0,72000.0,1975.8,83590.13
NCR,2014-01-22,2014-02-22,37.31,36.0,-0.0351,2014-01-22,1.0,1.1,1.033,2014-02-22,2.65,3.2,3.019,-1.9860000000000002,0.0287,0.389,81614.33,23.0,82800.0,-4567.8,77046.53
HUM,2014-01-22,2014-02-22,96.03,95.0,-0.0107,2014-01-22,2.4,2.55,2.45,2014-02-22,0.0,0.3,0.201,2.249,0.0258,0.3442,81614.33,9.0,85500.0,2024.1,83638.43000000001
