c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
1.25,1.1239999999999999,53.0,1999-04-17,106000.0,-0.07,105754.61,0.042,1.125,0.0625,DO,5957.2,1999-02-25,111711.81,1999-04-17,1.166,21.41,0.0,1999-02-25,20.0
0.5,0.248,60.0,1999-04-17,105000.0,-0.12,105754.61,0.126,0.3125,0.1875,KNL,1488.0,1999-02-22,107242.61,1999-04-17,0.374,19.88,0.0,1999-02-22,17.5
0.4375,0.186,71.0,1999-03-20,106500.0,-0.09,105754.61,0.126,0.25,0.1875,ARW,1320.6,1999-02-22,107075.21,1999-03-20,0.312,16.41,0.0,1999-02-22,15.0
0.4375,0.22799999999999998,60.0,1999-04-17,105000.0,-0.17,105754.61,0.084,0.25,0.125,CSE,1368.0,1999-02-22,107122.61,1999-04-17,0.312,21.0,0.0,1999-02-22,17.5
1.125,0.831,30.0,1999-04-17,105000.0,-0.09,105754.61,0.168,0.9375,0.25,LMT,2493.0,1999-02-25,108247.61,1999-04-17,0.999,38.34,0.0,1999-02-25,35.0
0.4375,0.10200000000000001,85.0,1999-04-17,106250.0,-0.08,105754.61,0.168,0.1875,0.25,OLN,867.0,1999-02-22,106621.61,1999-04-17,0.27,13.66,0.0,1999-02-22,12.5
0.5625,0.31099999999999994,141.0,1999-04-17,105750.0,-0.16,105754.61,0.168,0.4375,0.25,QHGI,4385.1,1999-02-22,110139.71,1999-04-17,0.479,8.91,0.0,1999-02-22,7.5
0.875,0.6659999999999999,85.0,1999-04-17,106250.0,-0.1,105754.61,0.042,0.625,0.0625,BJS,5661.0,1999-03-01,111415.61,1999-04-17,0.708,13.84,0.0,1999-03-01,12.5
0.5625,0.395,47.0,1999-04-17,105750.0,-0.13,105754.61,0.042,0.375,0.0625,X,1856.5,1999-02-24,107611.11,1999-04-17,0.437,25.84,0.0,1999-02-24,22.5
0.3125,0.14500000000000002,141.0,1999-03-20,105750.0,-0.1,105754.61,0.084,0.1875,0.125,PIR,2044.5,1999-02-22,107799.11,1999-03-20,0.229,8.34,0.0,1999-02-22,7.5
