c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
1.05,0.95,7.0,2007-04-21,33250.0,-0.03,33573.33,0.05,1.0,0.05,USG,665.0,2007-03-20,34238.33,2007-04-21,1.0,48.83,0.0,2007-03-20,47.5
1.0,0.8999999999999999,5.0,2007-04-21,32500.0,-0.01,33573.33,0.05,0.95,0.05,COP,450.0,2007-03-20,34023.33,2007-04-21,0.95,65.69,0.0,2007-03-20,65.0
1.25,1.0999999999999999,7.0,2007-04-21,31500.0,-0.01,33573.33,0.05,1.15,0.05,RYL,770.0,2007-03-26,34343.33,2007-04-21,1.15,45.45,0.0,2007-03-26,45.0
1.35,1.25,5.0,2007-04-21,35000.0,0.0,33573.33,0.05,1.3,0.05,CVX,625.0,2007-03-20,34198.33,2007-04-21,1.3,69.66,0.0,2007-03-20,70.0
0.6,0.45,22.0,2007-04-21,33000.0,-0.02,33573.33,0.05,0.5,0.05,RES,990.0,2007-03-20,34563.33,2007-04-21,0.5,15.23,0.0,2007-03-20,15.0
2.05,1.9,11.0,2007-04-21,33000.0,0.04,33573.33,0.05,1.95,0.05,CMC,2090.0,2007-03-20,35663.33,2007-04-21,1.95,28.79,0.0,2007-03-20,30.0
1.7,1.55,7.0,2007-04-21,35000.0,-0.06,33573.33,0.05,1.6,0.05,CHAP,1085.0,2007-03-20,34658.33,2007-04-21,1.6,53.08,0.0,2007-03-20,50.0
0.45,0.2,13.0,2007-04-21,32500.0,-0.09,33573.33,0.05,0.25,0.05,WLK,260.0,2007-03-20,33833.33,2007-04-21,0.25,27.35,0.0,2007-03-20,25.0
2.2,1.8,6.0,2007-04-21,36000.0,-0.01,33573.33,0.05,1.85,0.05,BPT,1080.0,2007-03-20,34653.33,2007-04-21,1.85,60.8,0.0,2007-03-20,60.0
0.9,0.75,12.0,2007-04-21,33000.0,-0.04,33573.33,0.05,0.8,0.05,TOL,900.0,2007-03-20,34473.33,2007-04-21,0.8,28.75,0.0,2007-03-20,27.5
0.2,0.05,8.0,2007-04-21,32000.0,-0.07,33573.33,0.05,0.1,0.05,EMR,40.0,2007-03-20,33613.33,2007-04-21,0.1,42.88,0.0,2007-03-20,40.0
1.4,1.3,11.0,2007-05-19,33000.0,-0.04,33573.33,0.05,1.35,0.05,BZH,1430.0,2007-03-27,35003.33,2007-05-19,1.35,31.33,0.0,2007-03-27,30.0
1.0,0.8999999999999999,6.0,2007-04-21,36000.0,-0.02,33573.33,0.05,0.95,0.05,VLO,540.0,2007-03-20,34113.33,2007-04-21,0.95,60.94,0.0,2007-03-20,60.0
1.95,1.75,7.0,2007-04-21,35000.0,0.01,33573.33,0.05,1.8,0.05,MDC,1225.0,2007-03-20,34798.33,2007-04-21,1.8,49.74,0.0,2007-03-20,50.0
0.42,0.39,26.0,2007-04-21,33800.0,-0.04,33573.33,0.01,0.4,0.01,AMD,1014.0,2007-03-20,34587.33,2007-04-21,0.4,13.55,0.0,2007-03-20,13.0
1.35,1.2,6.0,2007-04-21,36000.0,-0.07,33573.33,0.05,1.25,0.05,NUE,720.0,2007-03-20,34293.33,2007-04-21,1.25,64.28,0.0,2007-03-20,60.0
