c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
1.1875,0.852,26.0,1999-11-20,65000.0,-0.08,63906.89,0.168,0.9375,0.25,CDD,2215.2,1999-10-18,66122.09,1999-11-20,1.02,27.28,0.0,1999-10-18,25.0
1.375,1.166,32.0,1999-11-20,64000.0,-0.14,63906.89,0.042,1.125,0.0625,ANF,3731.2,1999-10-18,67638.09,1999-11-20,1.208,23.34,0.0,1999-10-18,20.0
0.3125,0.229,14.0,1999-11-20,63000.0,-0.14,63906.89,0.042,0.25,0.0625,GD,320.6,1999-10-18,64227.49,1999-11-20,0.271,52.59,0.0,1999-10-18,45.0
1.75,1.415,14.0,1999-12-18,63000.0,-0.11,63906.89,0.168,1.5,0.25,AET,1981.0,1999-10-25,65887.89,1999-12-18,1.583,50.34,0.0,1999-10-25,45.0
0.3125,-0.02300000000000002,26.0,1999-11-20,65000.0,-0.11,63906.89,0.168,0.0625,0.25,TRN,-59.8,1999-10-18,63847.09,1999-11-20,0.145,28.06,0.0,1999-10-18,25.0
0.625,0.29000000000000004,43.0,1999-11-20,64500.0,-0.02,63906.89,0.168,0.375,0.25,AKS,1247.0,1999-10-18,65153.89,1999-11-20,0.458,15.34,0.0,1999-10-18,15.0
0.3125,-1.5630000000000002,23.0,1999-11-20,63250.0,-0.1,63906.89,1.834,0.25,1.875,MO,-3594.9,1999-10-19,60311.99,1999-11-20,0.271,30.66,1.75,1999-10-19,27.5
0.5625,0.311,26.0,1999-11-20,65000.0,-0.11,63906.89,0.126,0.375,0.1875,VFC,808.6,1999-10-18,64715.49,1999-11-20,0.437,27.97,0.0,1999-10-18,25.0
0.9375,0.77,13.0,1999-11-20,65000.0,-0.1,63906.89,0.084,0.8125,0.125,NOC,1001.0,1999-10-19,64907.89,1999-11-20,0.854,55.69,0.0,1999-10-19,50.0
0.5,0.416,64.0,1999-11-20,64000.0,-0.08,63906.89,0.084,0.5,0.125,ODP,2662.4,1999-10-18,66569.29,1999-11-20,0.5,10.91,0.0,1999-10-18,10.0
0.4375,0.10200000000000001,18.0,1999-11-20,63000.0,-0.11,63906.89,0.168,0.1875,0.25,ABS,183.6,1999-10-18,64090.49,1999-11-20,0.27,39.44,0.0,1999-10-18,35.0
0.3125,0.10300000000000001,64.0,1999-11-20,64000.0,-0.18,63906.89,0.126,0.1875,0.1875,IM,659.2,1999-10-19,64566.09,1999-11-20,0.229,12.22,0.0,1999-10-19,10.0
0.375,-0.0020000000000000018,43.0,1999-11-20,64500.0,-0.13,63906.89,0.251,0.1875,0.3125,CTB,-8.6,1999-10-18,63898.29,1999-11-20,0.249,17.28,0.125,1999-10-18,15.0
0.5,0.248,32.0,1999-11-20,64000.0,-0.07,63906.89,0.126,0.3125,0.1875,IBP,793.6,1999-10-18,64700.49,1999-11-20,0.374,21.47,0.0,1999-10-18,20.0
0.5625,0.311,26.0,1999-11-20,65000.0,-0.08,63906.89,0.126,0.375,0.1875,KELYA,808.6,1999-10-18,64715.49,1999-11-20,0.437,27.06,0.0,1999-10-18,25.0
0.5625,0.227,26.0,1999-11-20,65000.0,-0.06,63906.89,0.168,0.3125,0.25,LAF,590.2,1999-10-22,64497.09,1999-11-20,0.395,26.66,0.0,1999-10-22,25.0
1.0,0.749,18.0,1999-11-20,63000.0,-0.1,63906.89,0.084,0.75,0.125,ALK,1348.2,1999-10-18,65255.09,1999-11-20,0.833,38.88,0.0,1999-10-18,35.0
