c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
0.6875,0.352,43.0,1998-10-17,53750.0,-0.13,53444.81,0.168,0.4375,0.25,AKS,1513.6,1998-08-31,54958.409999999996,1998-10-17,0.52,14.44,0.0,1998-08-31,12.5
1.25,0.999,21.0,1998-10-17,52500.0,-0.07,53444.81,0.084,1.0,0.125,HAL,2097.9,1998-09-01,55542.71,1998-10-17,1.083,26.81,0.0,1998-09-01,25.0
0.875,-1.522,15.0,1998-10-17,52500.0,-0.15,53444.81,2.23,0.625,2.3125,ALK,-2283.0,1998-08-28,51161.81,1998-10-17,0.708,41.16,2.0625,1998-08-28,35.0
0.8125,0.477,31.0,1998-10-17,54250.0,-0.13,53444.81,0.168,0.5625,0.25,ABF,1478.7,1998-09-01,54923.509999999995,1998-10-17,0.645,20.19,0.0,1998-09-01,17.5
1.5625,0.916,10.0,1998-09-19,55000.0,-0.08,53444.81,0.521,1.375,0.5625,WLP,916.0,1998-08-24,54360.81,1998-09-19,1.437,59.84,0.4375,1998-08-24,55.0
0.9375,0.7280000000000001,43.0,1998-10-17,53750.0,-0.05,53444.81,0.084,0.75,0.125,HUM,3130.4,1998-08-26,56575.21,1998-10-17,0.812,13.22,0.0,1998-08-26,12.5
1.0625,0.727,27.0,1998-10-17,54000.0,-0.07,53444.81,0.168,0.8125,0.25,SSW,1962.9,1998-08-31,55407.71,1998-10-17,0.895,21.53,0.0,1998-08-31,20.0
0.5625,-1.6879999999999997,21.0,1998-09-19,52500.0,-0.14,53444.81,2.167,0.4375,2.25,CSE,-3544.8,1998-08-24,49900.009999999995,1998-09-19,0.479,28.91,2.0,1998-08-24,25.0
0.6875,0.394,43.0,1998-10-17,53750.0,-0.08,53444.81,0.126,0.4375,0.1875,NUS,1694.2,1998-08-25,55139.009999999995,1998-10-17,0.52,13.53,0.0,1998-08-25,12.5
1.125,0.9159999999999999,24.0,1998-10-17,54000.0,-0.13,53444.81,0.042,0.875,0.0625,STK,2198.4,1998-09-02,55643.21,1998-10-17,0.958,25.88,0.0,1998-09-02,22.5
7.875,-0.04499999999999993,5.0,1998-10-17,52500.0,0.0,53444.81,7.585,7.375,7.75,DAL,-22.5,1998-08-27,53422.31,1998-10-17,7.54,104.75,7.25,1998-08-27,105.0
0.875,-1.48,12.0,1998-10-17,54000.0,-0.03,53444.81,2.271,0.75,2.3125,CCN,-1776.0,1998-08-24,51668.81,1998-10-17,0.791,46.5,2.1875,1998-08-24,45.0
0.5,-3.0429999999999997,27.0,1998-09-19,54000.0,-0.04,53444.81,3.376,0.25,3.5,TKR,-8216.1,1998-08-24,45228.71,1998-09-19,0.333,20.84,3.125,1998-08-24,20.0
0.3125,-0.0010000000000000009,71.0,1998-10-17,53250.0,-0.22,53444.81,0.188,0.125,0.25,RDC,-7.1,1998-09-01,53437.71,1998-10-17,0.187,9.56,0.0625,1998-09-01,7.5
1.75,1.541,24.0,1998-10-17,54000.0,0.01,53444.81,0.042,1.5,0.0625,X,3698.4,1998-08-26,57143.21,1998-10-17,1.583,22.28,0.0,1998-08-26,22.5
1.0625,0.645,18.0,1998-10-17,54000.0,-0.05,53444.81,0.292,0.875,0.3125,TGH,1161.0,1998-08-24,54605.81,1998-10-17,0.937,31.72,0.25,1998-08-24,30.0
2.4375,0.3740000000000001,21.0,1998-10-17,52500.0,0.01,53444.81,1.896,2.1875,1.9375,TDW,785.4,1998-08-26,54230.21,1998-10-17,2.27,24.69,1.8125,1998-08-26,25.0
1.25,0.9149999999999999,31.0,1998-10-17,54250.0,-0.09,53444.81,0.168,1.0,0.25,JNY,2836.5,1998-09-01,56281.31,1998-10-17,1.083,19.13,0.0,1998-09-01,17.5
1.0,0.706,53.0,1998-10-17,53000.0,-0.02,53444.81,0.168,0.8125,0.25,ELY,3741.8,1998-08-28,57186.61,1998-10-17,0.874,10.16,0.0,1998-08-28,10.0
