ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
DO,2014-09-19,2014-10-18,37.8,35.0,-0.07,2014-09-19,0.35,0.42,0.373,2014-10-18,0.0,0.13,0.087,0.28600000000000003,0.0107,0.1412,107908.93,31.0,108500.0,886.6,108795.53
DECK,2014-09-19,2014-10-31,98.94,89.0,-0.1,2014-09-19,1.6,1.85,1.683,2014-10-31,1.3,2.5,2.104,-0.42100000000000004,0.0189,0.1741,107908.93,12.0,106800.0,-505.2,107403.73
VLO,2014-09-19,2014-10-31,48.14,45.0,-0.07,2014-09-19,0.58,0.75,0.636,2014-10-31,0.0,0.06,0.04,0.596,0.0141,0.1275,107908.93,24.0,108000.0,1430.4,109339.32999999999
NUS,2014-09-19,2014-10-31,43.4,39.0,-0.1,2014-09-19,1.15,2.55,1.612,2014-10-31,0.0,0.25,0.168,1.4440000000000002,0.0413,0.4147,107908.93,28.0,109200.0,4043.2,111952.12999999999
WNR,2014-09-19,2014-10-18,43.97,40.0,-0.09,2014-09-19,0.3,0.4,0.333,2014-10-18,0.0,0.6,0.402,-0.069,0.0083,0.1081,107908.93,27.0,108000.0,-186.3,107722.62999999999
MYGN,2014-09-19,2014-10-31,37.42,33.5,-0.1,2014-09-19,0.35,0.75,0.482,2014-10-31,0.0,0.25,0.168,0.31399999999999995,0.0144,0.1304,107908.93,32.0,107200.0,1004.8,108913.73
GT,2014-09-19,2014-10-31,24.25,22.0,-0.09,2014-09-19,0.3,0.5,0.366,2014-10-31,0.0,0.05,0.034,0.33199999999999996,0.0166,0.1516,107908.93,49.0,107800.0,1626.8,109535.73
TRN,2014-09-19,2014-10-18,50.31,45.0,-0.11,2014-09-19,0.35,0.4,0.366,2014-10-18,8.7,9.1,8.968,-8.602,0.0081,0.1053,107908.93,24.0,108000.0,-20644.8,87264.12999999999
TIME,2014-09-19,2014-10-18,24.2,22.5,-0.07,2014-09-19,0.15,0.25,0.183,2014-10-18,2.95,3.2,3.118,-2.935,0.0081,0.1053,107908.93,48.0,108000.0,-14088.0,93820.93
APOL,2014-09-19,2014-10-31,26.33,23.5,-0.11,2014-09-19,0.51,0.6,0.54,2014-10-31,0.0,0.02,0.013,0.527,0.023,0.2152,107908.93,46.0,108100.0,2424.2,110333.12999999999
