c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
0.1875,0.01999999999999999,23.0,1997-05-17,92000.0,-0.07,91883.29,0.084,0.0625,0.125,DUK,46.0,1997-04-21,91929.29,1997-05-17,0.104,43.06,0.0,1997-04-21,40.0
0.5625,0.35300000000000004,53.0,1997-06-21,92750.0,-0.08,91883.29,0.042,0.3125,0.0625,STAR,1870.9,1997-04-28,93754.18999999999,1997-06-21,0.395,19.06,0.0,1997-04-28,17.5
0.1875,0.01999999999999999,37.0,1997-05-17,92500.0,-0.12,91883.29,0.084,0.0625,0.125,TOS,74.0,1997-04-21,91957.29,1997-05-17,0.104,28.56,0.0,1997-04-21,25.0
0.9375,0.728,37.0,1997-06-21,92500.0,-0.13,91883.29,0.042,0.6875,0.0625,COMS,2693.6,1997-04-29,94576.89,1997-06-21,0.77,28.88,0.0,1997-04-29,25.0
0.3125,0.10299999999999998,92.0,1997-06-21,92000.0,-0.14,91883.29,0.042,0.0625,0.0625,JLG,947.6,1997-04-29,92830.89,1997-06-21,0.145,11.63,0.0,1997-04-29,10.0
1.0,0.6649999999999999,53.0,1997-05-17,92750.0,-0.07,91883.29,0.168,0.75,0.25,ASPT,3524.5,1997-04-21,95407.79,1997-05-17,0.833,18.81,0.0,1997-04-21,17.5
1.0,0.6649999999999999,26.0,1997-05-17,91000.0,-0.06,91883.29,0.168,0.75,0.25,KWP,1729.0,1997-04-21,93612.29,1997-05-17,0.833,37.19,0.0,1997-04-21,35.0
0.75,0.4149999999999999,41.0,1997-06-21,92250.0,-0.07,91883.29,0.168,0.5,0.25,HAS,1701.5,1997-04-28,93584.79,1997-06-21,0.583,24.13,0.0,1997-04-28,22.5
0.25,0.16599999999999998,31.0,1997-05-17,93000.0,-0.09,91883.29,0.042,0.1875,0.0625,T,514.6,1997-04-21,92397.89,1997-05-17,0.208,33.13,0.0,1997-04-21,30.0
0.3125,-0.02300000000000002,92.0,1997-05-17,92000.0,-0.2,91883.29,0.168,0.0625,0.25,RATL,-211.6,1997-04-23,91671.68999999999,1997-05-17,0.145,12.44,0.0,1997-04-23,10.0
0.6875,0.5619999999999999,20.0,1997-05-17,90000.0,-0.15,91883.29,0.042,0.5625,0.0625,NVLS,1124.0,1997-04-22,93007.29,1997-05-17,0.604,52.75,0.0,1997-04-22,45.0
