ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
DKS,2008-08-20,2008-09-20,18.38,17.5,-0.0479,2008-08-20,0.9,0.95,0.917,2008-09-20,0.0,0.05,0.034,0.883,0.0524,0.8096,72687.02,42.0,73500.0,3708.6,76395.62000000001
WM,2008-08-18,2008-09-20,4.36,4.0,-0.0826,2008-08-18,0.41,0.43,0.417,2008-09-20,0.23,0.39,0.337,0.07999999999999996,0.1042,1.9486,72687.02,182.0,72800.0,1456.0,74143.02
CCL,2008-08-20,2008-09-20,36.14,35.0,-0.0315,2008-08-20,1.7,1.8,1.733,2008-09-20,0.0,0.1,0.067,1.6660000000000001,0.0495,0.7525,72687.02,21.0,73500.0,3498.6,76185.62000000001
SHLD,2008-08-18,2008-09-20,91.97,90.0,-0.0214,2008-08-18,7.0,7.3,7.099,2008-09-20,0.0,0.05,0.034,7.065,0.0789,1.2898,72687.02,8.0,72000.0,5652.0,78339.02
BWA,2008-08-18,2008-09-20,41.61,40.0,-0.0387,2008-08-18,1.7,1.95,1.782,2008-09-20,1.55,2.15,1.952,-0.16999999999999993,0.0445,0.608,72687.02,18.0,72000.0,-306.0,72381.02
TXI,2008-08-18,2008-09-20,52.33,50.0,-0.0445,2008-08-18,2.45,2.7,2.533,2008-09-20,0.0,0.25,0.168,2.3649999999999998,0.0507,0.7152,72687.02,15.0,75000.0,3547.5,76234.52
MAN,2008-08-18,2008-09-20,50.53,50.0,-0.0105,2008-08-18,2.45,2.75,2.549,2008-09-20,0.55,2.0,1.522,1.027,0.051,0.7205,72687.02,15.0,75000.0,1540.5,74227.52
COLM,2008-08-18,2008-09-20,40.66,40.0,-0.0162,2008-08-18,1.95,2.3,2.066,2008-09-20,0.0,0.75,0.503,1.5629999999999997,0.0516,0.7313,72687.02,18.0,72000.0,2813.4,75500.42
ANF,2008-08-18,2008-09-20,52.2,50.0,-0.0421,2008-08-18,2.15,2.25,2.183,2008-09-20,5.8,6.2,6.068,-3.885,0.0437,0.5946,72687.02,15.0,75000.0,-5827.5,66859.52
ADCT,2008-08-20,2008-09-20,10.3,10.0,-0.0291,2008-08-20,0.5,0.55,0.517,2008-09-20,0.0,0.15,0.101,0.41600000000000004,0.0517,0.7957,72687.02,73.0,73000.0,3036.8,75723.82
BUCY,2008-08-18,2008-09-20,63.45,60.0,-0.0544,2008-08-18,2.65,2.9,2.732,2008-09-20,9.5,12.4,11.443,-8.710999999999999,0.0455,0.6248,72687.02,12.0,72000.0,-10453.2,62233.82000000001
NOV,2008-08-18,2008-09-20,67.95,65.0,-0.0434,2008-08-18,3.0,3.2,3.066,2008-09-20,4.9,5.3,5.168,-2.1020000000000003,0.0472,0.6539,72687.02,11.0,71500.0,-2312.2,70374.82
KMX,2008-08-18,2008-09-20,15.34,15.0,-0.0222,2008-08-18,1.15,1.25,1.183,2008-09-20,0.0,0.15,0.101,1.082,0.0789,1.2898,72687.02,48.0,72000.0,5193.6,77880.62000000001
DECK,2008-08-20,2008-09-20,116.38,115.0,-0.0119,2008-08-20,6.0,6.6,6.198,2008-09-20,0.0,0.9,0.603,5.595000000000001,0.0539,0.8398,72687.02,6.0,69000.0,3357.0,76044.02
MCRS,2008-08-19,2008-09-20,32.92,32.5,-0.0128,2008-08-19,1.85,2.05,1.916,2008-09-20,3.2,4.0,3.736,-1.8200000000000003,0.059,0.9058,72687.02,22.0,71500.0,-4004.0,68683.02
BKS,2008-08-18,2008-09-20,26.06,25.0,-0.0407,2008-08-18,1.35,1.5,1.4,2008-09-20,0.0,0.1,0.067,1.333,0.056,0.812,72687.02,29.0,72500.0,3865.7,76552.72
TDW,2008-08-18,2008-09-20,55.73,55.0,-0.0131,2008-08-18,2.65,2.8,2.7,2008-09-20,0.05,0.15,0.117,2.583,0.0491,0.6869,72687.02,13.0,71500.0,3357.9,76044.92
TGT,2008-08-18,2008-09-20,50.74,50.0,-0.0146,2008-08-18,2.48,2.54,2.5,2008-09-20,0.0,0.02,0.013,2.487,0.05,0.7028,72687.02,15.0,75000.0,3730.5,76417.52
MLM,2008-08-18,2008-09-20,109.82,105.0,-0.0439,2008-08-18,5.3,5.9,5.498,2008-09-20,0.0,0.3,0.201,5.297000000000001,0.0524,0.7457,72687.02,7.0,73500.0,3707.9,76394.92
SLB,2008-08-18,2008-09-20,91.14,90.0,-0.0125,2008-08-18,4.4,4.6,4.466,2008-09-20,0.0,0.1,0.067,4.399,0.0496,0.6957,72687.02,8.0,72000.0,3519.2,76206.22
