ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
USG,2006-03-28,2006-05-20,92.58,85.0,-0.08,2006-03-28,2.1,2.45,2.216,2006-05-20,0.0,0.05,0.034,2.1820000000000004,0.0261,0.1913,49524.89,6.0,51000.0,1309.2,50834.09
COP,2006-03-28,2006-05-20,64.22,60.0,-0.07,2006-03-28,1.0,1.1,1.033,2006-05-20,0.0,0.05,0.034,0.9989999999999999,0.0172,0.1228,49524.89,8.0,48000.0,799.2,50324.09
FOSL,2006-03-28,2006-05-20,19.14,17.5,-0.09,2006-03-28,0.4,0.6,0.466,2006-05-20,0.0,0.05,0.034,0.43200000000000005,0.0266,0.1952,49524.89,28.0,49000.0,1209.6,50734.49
EXP,2006-03-28,2006-05-20,60.83,55.0,-0.1,2006-03-28,1.6,1.8,1.666,2006-05-20,2.7,2.9,2.834,-1.1680000000000001,0.0303,0.2248,49524.89,9.0,49500.0,-1051.2,48473.69
TOL,2006-03-28,2006-05-20,35.21,30.0,-0.15,2006-03-28,0.45,0.55,0.483,2006-05-20,2.1,2.25,2.2,-1.717,0.0161,0.1146,49524.89,17.0,51000.0,-2918.9,46605.99
BZH,2006-03-28,2006-05-20,67.39,60.0,-0.11,2006-03-28,1.3,1.45,1.35,2006-05-20,9.2,9.5,9.401,-8.051,0.0225,0.1632,49524.89,8.0,48000.0,-6440.8,43084.09
PPC,2006-03-28,2006-05-20,21.93,20.0,-0.09,2006-03-28,0.6,0.7,0.633,2006-05-20,0.0,0.05,0.034,0.599,0.0316,0.2353,49524.89,25.0,50000.0,1497.5,51022.39
VLO,2006-03-28,2006-05-20,60.33,55.0,-0.09,2006-03-28,1.1,1.2,1.133,2006-05-20,0.0,0.05,0.034,1.099,0.0206,0.1486,49524.89,9.0,49500.0,989.1,50513.99
FCX,2006-03-28,2006-05-20,57.02,50.0,-0.12,2006-03-28,0.95,1.05,0.983,2006-05-20,0.0,0.05,0.034,0.949,0.0197,0.1417,49524.89,10.0,50000.0,949.0,50473.89
MDC,2006-03-28,2006-05-20,65.74,60.0,-0.09,2006-03-28,1.25,1.35,1.283,2006-05-20,6.3,6.6,6.501,-5.218,0.0214,0.1547,49524.89,8.0,48000.0,-4174.4,45350.49
KOSP,2006-03-28,2006-05-20,47.86,45.0,-0.06,2006-03-28,2.05,2.2,2.099,2006-05-20,0.0,0.05,0.034,2.0650000000000004,0.0466,0.3626,49524.89,11.0,49500.0,2271.5,51796.39
WHR,2006-04-03,2006-05-20,92.55,85.0,-0.08,2006-04-03,1.1,1.25,1.15,2006-05-20,0.0,0.05,0.034,1.1159999999999999,0.0135,0.1082,49524.89,6.0,51000.0,669.6,50194.49
NUE,2006-03-28,2006-05-20,104.93,95.0,-0.09,2006-03-28,2.35,2.5,2.4,2006-05-20,0.0,0.05,0.034,2.366,0.0253,0.185,49524.89,5.0,47500.0,1183.0,50707.89
DHI,2006-03-28,2006-05-20,33.89,30.0,-0.11,2006-03-28,0.55,0.65,0.583,2006-05-20,2.8,2.95,2.901,-2.3179999999999996,0.0194,0.1394,49524.89,17.0,51000.0,-3940.6,45584.29
MTH,2006-03-28,2006-05-20,57.19,50.0,-0.13,2006-03-28,1.15,1.3,1.2,2006-05-20,0.0,0.05,0.034,1.166,0.024,0.1748,49524.89,10.0,50000.0,1166.0,50690.89
DNR,2006-03-28,2006-05-20,31.7,30.0,-0.05,2006-03-28,1.0,1.15,1.05,2006-05-20,0.25,0.5,0.418,0.6320000000000001,0.035,0.2632,49524.89,17.0,51000.0,1074.4,50599.29
WBSN,2006-04-03,2006-05-20,27.54,25.0,-0.09,2006-04-03,0.4,0.55,0.45,2006-05-20,1.65,1.8,1.751,-1.301,0.018,0.1464,49524.89,20.0,50000.0,-2602.0,46922.89
FTO,2006-03-28,2006-05-20,58.83,55.0,-0.07,2006-03-28,2.25,2.4,2.3,2006-05-20,0.65,0.8,0.751,1.549,0.0418,0.3207,49524.89,9.0,49500.0,1394.1,50918.99
STLD,2006-03-28,2006-05-20,54.47,50.0,-0.08,2006-03-28,1.55,1.7,1.6,2006-05-20,0.0,0.05,0.034,1.566,0.032,0.2386,49524.89,10.0,50000.0,1566.0,51090.89
PHM,2006-04-03,2006-05-20,38.21,35.0,-0.08,2006-04-03,0.8,0.9,0.833,2006-05-20,2.05,2.2,2.151,-1.3179999999999998,0.0238,0.1974,49524.89,14.0,49000.0,-1845.2,47679.69
TTWO,2006-03-28,2006-05-20,17.95,15.0,-0.16,2006-03-28,0.25,0.35,0.283,2006-05-20,0.0,0.05,0.034,0.24899999999999997,0.0189,0.1356,49524.89,33.0,49500.0,821.7,50346.59
QLGC,2006-03-28,2006-05-20,19.02,17.5,-0.08,2006-03-28,0.35,0.45,0.383,2006-05-20,0.0,0.05,0.034,0.349,0.0219,0.1585,49524.89,28.0,49000.0,977.2,50502.09
