ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
RTN,109497.0,2015-04-13,2015-08-21,109.49,105.0,-0.041,2015-04-13,3.45,3.6,3.5,2015-08-21,0.0,0.21,0.141,3.359,0.0333,0.095,48681.29,5.0,52500.0,1679.5,50360.79
HBI,127473.0,2015-04-13,2015-07-17,34.37,33.75,-0.018,2015-04-13,1.3,1.5,1.366,2015-07-17,0.0,0.2,0.134,1.2320000000000002,0.0405,0.1624,48681.29,14.0,47250.0,1724.8,50406.090000000004
IBM,106276.0,2015-04-13,2015-07-17,163.18,160.0,-0.0195,2015-04-13,5.3,5.5,5.366,2015-07-17,0.0,0.03,0.02,5.346,0.0335,0.133,48681.29,3.0,48000.0,1603.8,50285.090000000004
CMI,103574.0,2015-04-13,2015-06-19,136.32,130.0,-0.0464,2015-04-13,2.9,3.1,2.966,2015-06-19,0.0,0.15,0.101,2.865,0.0228,0.1288,48681.29,4.0,52000.0,1146.0,49827.29
DECK,103729.0,2015-04-13,2015-06-19,75.53,72.5,-0.0401,2015-04-13,3.3,3.7,3.432,2015-06-19,0.0,0.05,0.034,3.398,0.0473,0.2819,48681.29,7.0,50750.0,2378.6,51059.89
RES,109423.0,2015-04-13,2015-06-19,14.67,12.5,-0.1479,2015-04-13,0.25,0.4,0.299,2015-06-19,0.0,0.15,0.101,0.19799999999999998,0.0239,0.1353,48681.29,39.0,48750.0,772.2,49453.49
FLS,104916.0,2015-04-13,2015-07-17,55.92,55.0,-0.0165,2015-04-13,2.65,2.75,2.683,2015-07-17,5.5,5.9,5.768,-3.085,0.0488,0.1979,48681.29,9.0,49500.0,-2776.5,45904.79
WU,127593.0,2015-04-13,2015-08-21,20.61,20.0,-0.0296,2015-04-13,0.9,1.05,0.95,2015-08-21,1.0,1.35,1.235,-0.28500000000000014,0.0475,0.1371,48681.29,24.0,48000.0,-684.0,47997.29
WLK,121799.0,2015-04-13,2015-07-17,75.09,70.0,-0.0678,2015-04-13,3.2,3.5,3.299,2015-07-17,5.0,5.8,5.536,-2.2369999999999997,0.0471,0.1905,48681.29,7.0,49000.0,-1565.9,47115.39
CTB,103402.0,2015-04-15,2015-08-21,42.04,41.0,-0.0247,2015-04-15,2.1,2.85,2.348,2015-08-21,3.1,5.1,4.44,-2.0920000000000005,0.0573,0.1697,48681.29,12.0,49200.0,-2510.4,46170.89
EMR,104286.0,2015-04-17,2015-06-19,58.22,57.5,-0.0124,2015-04-17,1.8,1.95,1.85,2015-06-19,0.0,0.05,0.034,1.816,0.0322,0.1985,48681.29,8.0,46000.0,1452.8,50134.090000000004
