ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
NFLX,2011-10-25,2011-12-17,76.82,75.0,-0.0237,2011-10-25,8.35,8.5,8.399,2011-12-17,5.0,5.15,5.101,3.297999999999999,0.112,1.0567,90671.13,12.0,90000.0,3957.6,94628.73000000001
NATI,2011-10-24,2011-11-19,26.11,25.0,-0.0425,2011-10-24,0.5,4.9,1.952,2011-11-19,0.0,4.9,3.283,-1.331,0.0781,1.8327,90671.13,36.0,90000.0,-4791.6,85879.53
FSLR,2011-10-24,2011-11-19,57.35,55.0,-0.041,2011-10-24,3.7,3.85,3.75,2011-11-19,9.5,9.6,9.567,-5.817,0.0682,1.493,90671.13,16.0,88000.0,-9307.2,81363.93000000001
BRCM,2011-10-24,2011-11-19,37.44,37.0,-0.0118,2011-10-24,1.7,1.73,1.71,2011-11-19,4.15,4.25,4.217,-2.5069999999999997,0.0462,0.8689,90671.13,25.0,92500.0,-6267.5,84403.63
LXK,2011-10-24,2011-11-19,30.44,30.0,-0.0145,2011-10-24,1.45,1.5,1.466,2011-11-19,0.0,0.05,0.034,1.432,0.0489,0.9368,90671.13,30.0,90000.0,4296.0,94967.13
SWKS,2011-10-25,2011-12-17,21.43,21.0,-0.0201,2011-10-25,2.1,2.25,2.15,2011-12-17,6.5,6.7,6.634,-4.484,0.1024,0.939,90671.13,43.0,90300.0,-19281.2,71389.93000000001
QCOR,2011-10-24,2011-11-19,34.64,34.0,-0.0185,2011-10-24,2.05,2.4,2.165,2011-11-19,0.0,0.4,0.268,1.897,0.0637,1.3515,90671.13,27.0,91800.0,5121.9,95793.03
FFIV,2011-10-24,2011-11-19,91.56,90.0,-0.017,2011-10-24,4.65,4.75,4.683,2011-11-19,0.0,0.03,0.02,4.663,0.052,1.0176,90671.13,10.0,90000.0,4663.0,95334.13
CVLT,2011-10-24,2011-11-19,41.75,41.0,-0.018,2011-10-24,1.7,2.1,1.832,2011-11-19,0.0,0.2,0.134,1.698,0.0447,0.8321,90671.13,22.0,90200.0,3735.6,94406.73000000001
WWW,2011-10-24,2011-11-19,36.7,35.0,-0.0463,2011-10-24,0.05,4.7,1.585,2011-11-19,0.0,4.7,3.149,-1.564,0.0453,0.8468,90671.13,26.0,91000.0,-4066.4,86604.73000000001
GMCR,2011-10-24,2011-11-19,70.4,67.5,-0.0412,2011-10-24,4.95,5.0,4.967,2011-11-19,17.0,17.2,17.134,-12.167000000000002,0.0736,1.6733,90671.13,13.0,87750.0,-15817.1,74854.03
RES,2011-10-24,2011-11-19,17.99,17.5,-0.0272,2011-10-24,1.2,1.45,1.282,2011-11-19,0.0,0.05,0.034,1.248,0.0733,1.663,90671.13,52.0,91000.0,6489.6,97160.73000000001
HFC,2011-10-24,2011-11-19,33.04,32.0,-0.0315,2011-10-24,1.8,1.9,1.833,2011-11-19,7.5,7.7,7.634,-5.801,0.0573,1.163,90671.13,28.0,89600.0,-16242.8,74428.33
NIHD,2011-10-27,2011-12-17,27.79,27.0,-0.0284,2011-10-27,2.4,2.85,2.549,2011-12-17,7.0,7.2,7.134,-4.585000000000001,0.0944,0.8903,90671.13,34.0,91800.0,-15589.0,75082.13
APKT,2011-10-24,2011-11-19,31.27,30.0,-0.0406,2011-10-24,1.5,1.6,1.533,2011-11-19,0.0,0.05,0.034,1.4989999999999999,0.0511,0.9938,90671.13,30.0,90000.0,4497.0,95168.13
QEP,2011-10-24,2011-11-19,33.21,30.0,-0.0967,2011-10-24,1.3,1.6,1.399,2011-11-19,0.0,0.1,0.067,1.332,0.0466,0.8788,90671.13,30.0,90000.0,3996.0,94667.13
WHR,2011-10-24,2011-11-19,58.51,57.5,-0.0173,2011-10-24,2.6,2.69,2.63,2011-11-19,6.75,6.95,6.884,-4.2540000000000004,0.0457,0.8566,90671.13,16.0,92000.0,-6806.4,83864.73000000001
MDR,2011-10-24,2011-11-19,14.43,14.0,-0.0298,2011-10-24,0.6,0.7,0.633,2011-11-19,2.75,2.95,2.884,-2.251,0.0452,0.8443,90671.13,65.0,91000.0,-14631.5,76039.63
OMI,2011-10-24,2011-11-19,31.26,30.0,-0.0403,2011-10-24,0.3,5.0,1.851,2011-11-19,0.0,5.0,3.35,-1.499,0.0617,1.291,90671.13,30.0,90000.0,-4497.0,86174.13
BHI,2011-10-24,2011-11-19,55.7,55.0,-0.0126,2011-10-24,2.61,2.68,2.633,2011-11-19,0.89,0.96,0.937,1.696,0.0479,0.9114,90671.13,16.0,88000.0,2713.6,93384.73000000001
