ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
NFLX,2007-03-21,2007-04-21,22.74,22.5,-0.0106,2007-03-21,0.55,0.65,0.583,2007-04-21,0.3,0.4,0.367,0.21599999999999997,0.0259,0.3457,65604.17,29.0,65250.0,626.4,66230.56999999999
BEBE,2007-03-27,2007-05-19,18.05,17.5,-0.0305,2007-03-27,0.8,0.9,0.833,2007-05-19,0.0,0.05,0.034,0.7989999999999999,0.0476,0.3714,65604.17,37.0,64750.0,2956.3,68560.47
PLCE,2007-03-21,2007-04-21,55.96,55.0,-0.0172,2007-03-21,1.25,1.4,1.3,2007-04-21,3.4,3.6,3.534,-2.234,0.0236,0.3111,65604.17,12.0,66000.0,-2680.8,62923.369999999995
LEG,2007-03-26,2007-04-21,23.13,22.5,-0.0272,2007-03-26,0.4,0.5,0.433,2007-04-21,0.0,0.05,0.034,0.399,0.0192,0.3013,65604.17,29.0,65250.0,1157.1,66761.27
KMX,2007-03-23,2007-04-21,53.67,50.0,-0.0684,2007-03-23,1.0,1.1,1.033,2007-04-21,1.0,1.1,1.067,-0.03400000000000003,0.0207,0.2896,65604.17,13.0,65000.0,-44.2,65559.97
LRCX,2007-03-23,2007-04-21,47.25,45.0,-0.0476,2007-03-23,1.0,1.05,1.017,2007-04-21,0.0,0.05,0.034,0.9829999999999999,0.0226,0.3197,65604.17,15.0,67500.0,1474.5,67078.67
CBG,2007-03-21,2007-04-21,35.76,35.0,-0.0213,2007-03-21,0.75,0.9,0.8,2007-04-21,0.0,0.05,0.034,0.766,0.0229,0.3007,65604.17,19.0,66500.0,1455.4,67059.56999999999
CROX,2007-03-21,2007-04-21,47.5,45.0,-0.0526,2007-03-21,1.2,1.3,1.233,2007-04-21,0.0,0.05,0.034,1.199,0.0274,0.3688,65604.17,15.0,67500.0,1798.5,67402.67
BZH,2007-03-27,2007-05-19,31.33,30.0,-0.0425,2007-03-27,1.35,1.4,1.367,2007-05-19,0.0,0.05,0.034,1.333,0.0456,0.3538,65604.17,22.0,66000.0,2932.6,68536.77
SNDK,2007-03-21,2007-04-21,43.75,42.5,-0.0286,2007-03-21,1.05,1.1,1.067,2007-04-21,0.0,0.05,0.034,1.033,0.0251,0.3336,65604.17,15.0,63750.0,1549.5,67153.67
TEX,2007-03-21,2007-04-21,70.94,70.0,-0.0133,2007-03-21,1.9,2.05,1.95,2007-04-21,0.0,0.05,0.034,1.916,0.0279,0.3765,65604.17,9.0,63000.0,1724.4,67328.56999999999
IEX,2007-03-21,2007-04-21,51.0,50.0,-0.0196,2007-03-21,1.05,1.25,1.116,2007-04-21,0.0,0.1,0.067,1.0490000000000002,0.0223,0.2919,65604.17,13.0,65000.0,1363.7,66967.87
JLL,2007-03-21,2007-04-21,101.41,100.0,-0.0139,2007-03-21,2.6,3.0,2.732,2007-04-21,0.0,0.1,0.067,2.665,0.0273,0.3672,65604.17,7.0,70000.0,1865.5,67469.67
BJS,2007-03-29,2007-05-19,28.05,27.5,-0.0196,2007-03-29,1.0,1.1,1.033,2007-05-19,0.0,0.05,0.034,0.9989999999999999,0.0376,0.2976,65604.17,24.0,66000.0,2397.6,68001.77
MSM,2007-03-21,2007-04-21,45.73,45.0,-0.016,2007-03-21,1.05,1.25,1.116,2007-04-21,0.0,0.05,0.034,1.082,0.0248,0.3291,65604.17,15.0,67500.0,1623.0,67227.17
HOG,2007-03-23,2007-04-21,61.5,60.0,-0.0244,2007-03-23,1.3,1.35,1.317,2007-04-21,0.0,0.05,0.034,1.283,0.022,0.3102,65604.17,11.0,66000.0,1411.3,67015.47
DHI,2007-03-21,2007-04-21,23.27,22.5,-0.0331,2007-03-21,0.6,0.65,0.617,2007-04-21,0.0,0.05,0.034,0.583,0.0274,0.3688,65604.17,29.0,65250.0,1690.7,67294.87
MTW,2007-03-21,2007-04-21,61.59,60.0,-0.0258,2007-03-21,1.55,1.7,1.6,2007-04-21,0.0,0.05,0.034,1.566,0.0267,0.358,65604.17,11.0,66000.0,1722.6,67326.77
INTU,2007-03-22,2007-04-21,28.09,27.5,-0.021,2007-03-22,0.65,0.75,0.683,2007-04-21,0.0,0.05,0.034,0.649,0.0248,0.3417,65604.17,24.0,66000.0,1557.6,67161.77
CECO,2007-03-21,2007-04-21,30.46,30.0,-0.0151,2007-03-21,0.65,0.75,0.683,2007-04-21,0.1,0.15,0.134,0.549,0.0228,0.2993,65604.17,22.0,66000.0,1207.8,66811.97
