c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
0.3125,0.229,30.0,1997-02-22,90000.0,-0.11,90909.0,0.042,0.25,0.0625,C,687.0,1997-01-02,91596.0,1997-02-22,0.271,33.56,0.0,1997-01-02,30.0
3.0,2.874,13.0,1997-02-22,91000.0,-0.0,90909.0,0.042,2.875,0.0625,DAL,3736.2,1997-01-02,94645.2,1997-02-22,2.916,70.19,0.0,1997-01-02,70.0
1.8125,1.5190000000000001,40.0,1997-06-21,90000.0,-0.14,90909.0,0.126,1.5625,0.1875,TNCR,6076.0,1997-01-02,96985.0,1997-06-21,1.645,26.06,0.0,1997-01-02,22.5
0.5625,0.311,26.0,1997-02-22,91000.0,-0.07,90909.0,0.084,0.3125,0.125,OLN,808.6,1997-01-02,91717.6,1997-02-22,0.395,37.56,0.0,1997-01-02,35.0
0.9375,0.854,33.0,1997-02-22,90750.0,-0.13,90909.0,0.042,0.875,0.0625,MU,2818.2,1997-01-09,93727.2,1997-02-22,0.896,31.63,0.0,1997-01-09,27.5
0.5625,0.227,26.0,1997-02-22,91000.0,-0.04,90909.0,0.168,0.3125,0.25,KWP,590.2,1997-01-02,91499.2,1997-02-22,0.395,36.63,0.0,1997-01-02,35.0
0.75,0.4149999999999999,14.0,1997-02-22,91000.0,-0.05,90909.0,0.168,0.5,0.25,PD,581.0,1997-01-02,91490.0,1997-02-22,0.583,68.63,0.0,1997-01-02,65.0
0.625,0.41600000000000004,52.0,1997-02-22,91000.0,-0.08,90909.0,0.042,0.375,0.0625,HUM,2163.2,1997-01-02,93072.2,1997-02-22,0.458,18.94,0.0,1997-01-02,17.5
0.75,0.5409999999999999,23.0,1997-02-22,92000.0,-0.09,90909.0,0.042,0.5,0.0625,FDX,1244.3,1997-01-02,92153.3,1997-02-22,0.583,43.94,0.0,1997-01-02,40.0
0.625,0.332,15.0,1997-02-22,90000.0,-0.09,90909.0,0.126,0.375,0.1875,UTX,498.0,1997-01-02,91407.0,1997-02-22,0.458,65.75,0.0,1997-01-02,60.0
1.1875,0.978,36.0,1997-02-22,90000.0,-0.1,90909.0,0.042,0.9375,0.0625,LRCX,3520.8,1997-01-02,94429.8,1997-02-22,1.02,27.69,0.0,1997-01-02,25.0
