ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
CMI,2008-05-19,2008-06-21,71.99,70.0,-0.0276,2008-05-19,3.0,3.2,3.066,2008-06-21,0.0,0.05,0.034,3.032,0.0438,0.5962,66255.03,9.0,63000.0,2728.8,68983.83
WSM,2008-05-19,2008-06-21,26.9,25.0,-0.0706,2008-05-19,0.85,0.95,0.883,2008-06-21,2.9,3.1,3.034,-2.151,0.0353,0.46,66255.03,27.0,67500.0,-5807.7,60447.33
AEOSD,2008-05-19,2008-06-21,17.7,17.5,-0.0113,2008-05-19,0.8,0.9,0.833,2008-06-21,1.35,1.5,1.451,-0.6180000000000001,0.0476,0.6608,66255.03,38.0,66500.0,-2348.4,63906.63
AMGP,2008-05-19,2008-06-21,25.56,25.0,-0.0219,2008-05-19,0.85,1.15,0.949,2008-06-21,2.5,2.8,2.701,-1.7520000000000002,0.038,0.5021,66255.03,27.0,67500.0,-4730.4,61524.63
DRL,2008-05-19,2009-01-17,18.57,10.0,-0.4615,2008-05-19,8.7,9.2,8.865,2009-01-17,9.1,10.0,9.703,-0.8379999999999992,0.8865,1.5608,66255.03,66.0,66000.0,-5530.8,60724.229999999996
SHLD,2008-05-19,2008-06-21,95.06,90.0,-0.0532,2008-05-19,3.4,3.7,3.499,2008-06-21,15.1,15.4,15.301,-11.802,0.0389,0.5164,66255.03,7.0,63000.0,-8261.4,57993.63
AEO,2008-05-19,2008-06-21,17.7,17.5,-0.0113,2008-05-19,0.8,0.9,0.833,2008-06-21,1.35,1.5,1.451,-0.6180000000000001,0.0476,0.6608,66255.03,38.0,66500.0,-2348.4,63906.63
AGP,2008-05-19,2008-06-21,25.56,25.0,-0.0219,2008-05-19,0.85,1.15,0.949,2008-06-21,2.5,2.8,2.701,-1.7520000000000002,0.038,0.5021,66255.03,27.0,67500.0,-4730.4,61524.63
GES,2008-05-19,2008-06-21,41.75,40.0,-0.0419,2008-05-19,2.1,2.25,2.15,2008-06-21,0.05,0.25,0.184,1.966,0.0537,0.7694,66255.03,17.0,68000.0,3342.2,69597.23
BKS,2008-05-19,2008-06-21,30.65,30.0,-0.0212,2008-05-19,1.55,1.75,1.616,2008-06-21,3.9,4.2,4.101,-2.485,0.0539,0.773,66255.03,22.0,66000.0,-5467.0,60788.03
KMX,2008-05-19,2008-06-21,20.81,20.0,-0.0389,2008-05-19,0.8,0.9,0.833,2008-06-21,4.2,4.8,4.602,-3.769,0.0416,0.5599,66255.03,33.0,66000.0,-12437.7,53817.33
AEOS,2008-05-19,2008-06-21,17.7,17.5,-0.0113,2008-05-19,0.8,0.9,0.833,2008-06-21,1.35,1.5,1.451,-0.6180000000000001,0.0476,0.6608,66255.03,38.0,66500.0,-2348.4,63906.63
GCCO,2008-05-19,2008-06-21,36.19,35.0,-0.0329,2008-05-19,1.35,1.6,1.433,2008-06-21,1.25,1.65,1.518,-0.08499999999999996,0.0409,0.5485,66255.03,19.0,66500.0,-161.5,66093.53
GVA,2008-05-19,2008-06-21,36.19,35.0,-0.0329,2008-05-19,1.35,1.6,1.433,2008-06-21,1.25,1.65,1.518,-0.08499999999999996,0.0409,0.5485,66255.03,19.0,66500.0,-161.5,66093.53
WSGC,2008-05-19,2008-06-21,26.9,25.0,-0.0706,2008-05-19,0.85,0.95,0.883,2008-06-21,2.9,3.1,3.034,-2.151,0.0353,0.46,66255.03,27.0,67500.0,-5807.7,60447.33
WCG,2008-05-19,2008-06-21,51.22,50.0,-0.0238,2008-05-19,2.95,3.2,3.033,2008-06-21,8.9,9.6,9.369,-6.336,0.0607,0.9019,66255.03,13.0,65000.0,-8236.8,58018.229999999996
CUM,2008-05-19,2008-06-21,71.99,70.0,-0.0276,2008-05-19,3.0,3.2,3.066,2008-06-21,0.0,0.05,0.034,3.032,0.0438,0.5962,66255.03,9.0,63000.0,2728.8,68983.83
KMRTV,2008-05-19,2008-06-21,95.06,90.0,-0.0532,2008-05-19,3.4,3.7,3.499,2008-06-21,15.1,15.4,15.301,-11.802,0.0389,0.5164,66255.03,7.0,63000.0,-8261.4,57993.63
BHE,2008-05-19,2008-06-21,17.84,17.5,-0.0191,2008-05-19,0.6,0.75,0.649,2008-06-21,0.0,0.15,0.101,0.548,0.0371,0.488,66255.03,38.0,66500.0,2082.4,68337.43
KMRT,2008-05-19,2008-06-21,95.06,90.0,-0.0532,2008-05-19,3.4,3.7,3.499,2008-06-21,15.1,15.4,15.301,-11.802,0.0389,0.5164,66255.03,7.0,63000.0,-8261.4,57993.63
