ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
RYL,2007-06-22,2007-07-21,39.59,37.5,-0.0528,2007-06-22,0.7,0.8,0.733,2007-07-21,2.2,2.3,2.267,-1.5339999999999998,0.0195,0.2709,64476.01,17.0,63750.0,-2607.8,61868.21
JWN,2007-06-22,2007-07-21,50.96,50.0,-0.0188,2007-06-22,0.9,1.0,0.933,2007-07-21,2.5,2.55,2.534,-1.6009999999999998,0.0187,0.2586,64476.01,13.0,65000.0,-2081.3,62394.71
DCI,2007-06-22,2007-07-21,35.39,35.0,-0.011,2007-06-22,0.55,0.9,0.666,2007-07-21,0.0,0.25,0.168,0.498,0.019,0.2632,64476.01,18.0,63000.0,896.4,65372.41
ACLI,2007-06-29,2007-08-18,26.12,25.0,-0.0429,2007-06-29,0.9,1.05,0.95,2007-08-18,1.6,2.0,1.868,-0.9180000000000001,0.038,0.308,64476.01,26.0,65000.0,-2386.8,62089.21
APH,2007-06-22,2007-07-21,35.83,35.0,-0.0232,2007-06-22,0.65,0.85,0.716,2007-07-21,0.0,0.1,0.067,0.649,0.0205,0.2865,64476.01,18.0,63000.0,1168.2,65644.21
CMI,2007-06-22,2007-07-21,103.72,100.0,-0.0359,2007-06-22,2.45,2.7,2.533,2007-07-21,0.0,0.05,0.034,2.499,0.0253,0.3636,64476.01,6.0,60000.0,1499.4,65975.41
KBH,2007-06-22,2007-07-21,41.51,40.0,-0.0364,2007-06-22,0.95,1.0,0.966,2007-07-21,4.9,5.1,5.034,-4.068,0.0241,0.344,64476.01,16.0,64000.0,-6508.8,57967.21
DRIV,2007-06-22,2007-07-21,50.93,50.0,-0.0183,2007-06-22,1.2,1.3,1.233,2007-07-21,2.0,2.1,2.067,-0.8340000000000001,0.0247,0.3538,64476.01,13.0,65000.0,-1084.2,63391.810000000005
CROX,2007-06-22,2007-07-21,46.73,45.0,-0.037,2007-06-22,1.35,1.45,1.383,2007-07-21,0.0,0.05,0.034,1.349,0.0307,0.4555,64476.01,14.0,63000.0,1888.6,66364.61
KMX,2007-06-25,2007-07-21,25.83,25.0,-0.0321,2007-06-25,0.45,0.55,0.483,2007-07-21,0.0,0.05,0.034,0.44899999999999995,0.0193,0.303,64476.01,26.0,65000.0,1167.4,65643.41
KSS,2007-06-22,2007-07-21,70.76,70.0,-0.0107,2007-06-22,1.35,1.45,1.383,2007-07-21,4.6,4.7,4.667,-3.284,0.0198,0.2756,64476.01,9.0,63000.0,-2955.6,61520.41
VSEA,2007-06-22,2007-07-21,40.6,40.0,-0.0148,2007-06-22,1.0,1.15,1.05,2007-07-21,0.0,0.1,0.067,0.9830000000000001,0.0263,0.3802,64476.01,16.0,64000.0,1572.8,66048.81
SNDK,2007-06-22,2007-07-21,45.69,45.0,-0.0151,2007-06-22,8.3,8.7,8.432,2007-07-21,0.0,0.05,0.034,8.398,0.1874,7.434,64476.01,14.0,63000.0,11757.2,76233.21
FRX,2007-06-22,2007-07-21,45.7,45.0,-0.0153,2007-06-22,1.1,1.2,1.133,2007-07-21,2.0,2.05,2.034,-0.9009999999999998,0.0252,0.362,64476.01,14.0,63000.0,-1261.4,63214.61
BJS,2007-06-26,2007-08-18,27.98,27.5,-0.0172,2007-06-26,1.15,1.25,1.183,2007-08-18,2.45,2.6,2.551,-1.368,0.043,0.3311,64476.01,23.0,63250.0,-3146.4,61329.61
HOG,2007-06-25,2007-07-21,61.17,60.0,-0.0191,2007-06-25,1.35,1.5,1.4,2007-07-21,1.7,1.8,1.767,-0.367,0.0233,0.3756,64476.01,11.0,66000.0,-403.7,64072.310000000005
DHI,2007-06-22,2007-07-21,20.95,20.0,-0.0453,2007-06-22,0.4,0.45,0.417,2007-07-21,0.8,0.9,0.867,-0.45,0.0209,0.2928,64476.01,32.0,64000.0,-1440.0,63036.01
BEAS,2007-06-25,2007-07-21,13.17,12.5,-0.0509,2007-06-25,0.25,0.35,0.283,2007-07-21,0.0,0.05,0.034,0.24899999999999997,0.0226,0.3627,64476.01,52.0,65000.0,1294.8,65770.81
CACI,2007-06-22,2007-07-21,51.32,50.0,-0.0257,2007-06-22,1.0,1.25,1.083,2007-07-21,2.25,2.7,2.552,-1.469,0.0217,0.3054,64476.01,13.0,65000.0,-1909.7,62566.310000000005
MNST,2007-06-22,2007-07-21,41.77,40.0,-0.0424,2007-06-22,0.8,0.95,0.85,2007-07-21,0.0,0.05,0.034,0.816,0.0212,0.2975,64476.01,16.0,64000.0,1305.6,65781.61
