ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EME,2011-09-20,2011-10-22,20.48,17.5,-0.15,2011-09-20,0.15,0.5,0.266,2011-10-22,0.0,0.15,0.101,0.165,0.0152,0.185,17018.3,10.0,17500.0,165.0,17183.3
DO,2011-09-27,2011-11-19,59.48,52.5,-0.12,2011-09-27,1.9,1.97,1.923,2011-11-19,0.05,0.11,0.09,1.833,0.0366,0.2766,17018.3,3.0,15750.0,549.9,17568.2
HES,2011-09-20,2011-10-22,60.63,55.0,-0.09,2011-09-20,1.4,1.43,1.41,2011-10-22,0.0,0.04,0.027,1.383,0.0256,0.3289,17018.3,3.0,16500.0,414.9,17433.2
WDC,2011-09-23,2011-10-22,26.08,23.0,-0.12,2011-09-23,0.53,0.57,0.543,2011-10-22,0.0,0.03,0.02,0.523,0.0236,0.3358,17018.3,7.0,16100.0,366.1,17384.399999999998
AET,2011-09-20,2011-10-22,41.0,37.0,-0.1,2011-09-20,0.67,0.7,0.68,2011-10-22,0.0,0.03,0.02,0.66,0.0184,0.2277,17018.3,5.0,18500.0,330.0,17348.3
CVX,2011-09-20,2011-10-22,98.74,90.0,-0.09,2011-09-20,1.24,1.27,1.25,2011-10-22,0.0,0.03,0.02,1.23,0.0139,0.168,17018.3,2.0,18000.0,246.0,17264.3
MUR,2011-09-27,2011-11-19,47.35,42.5,-0.1,2011-09-27,1.95,2.1,2.0,2011-11-19,0.0,0.05,0.034,1.966,0.0471,0.367,17018.3,4.0,17000.0,786.4,17804.7
HS,2011-09-20,2011-10-22,37.64,35.0,-0.07,2011-09-20,1.35,1.65,1.449,2011-10-22,0.0,0.1,0.067,1.3820000000000001,0.0414,0.5783,17018.3,5.0,17500.0,691.0,17709.3
EMN,2011-09-27,2011-11-19,72.5,65.0,-0.1,2011-09-27,3.0,3.2,3.066,2011-11-19,4.2,4.4,4.334,-1.2679999999999998,0.0472,0.3679,17018.3,3.0,19500.0,-380.4,16637.899999999998
CKH,2011-09-20,2011-10-22,91.94,85.0,-0.08,2011-09-20,0.65,2.15,1.145,2011-10-22,0.0,1.1,0.737,0.40800000000000003,0.0135,0.1628,17018.3,2.0,17000.0,81.6,17099.899999999998
NEM,2011-09-20,2011-10-22,68.67,62.5,-0.09,2011-09-20,0.67,0.7,0.68,2011-10-22,0.0,0.01,0.007,0.673,0.0109,0.1297,17018.3,3.0,18750.0,201.9,17220.2
