ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
WLL,2015-02-23,2015-04-02,37.88,37.0,-0.0232,2015-02-23,2.85,3.3,2.998,2015-04-02,3.3,4.4,4.037,-1.0389999999999997,0.081,1.0915,104275.97,28.0,103600.0,-2909.2,101366.77
RES,2015-02-23,2015-04-17,13.29,12.5,-0.0594,2015-02-23,0.55,0.75,0.616,2015-04-17,0.0,0.2,0.134,0.482,0.0493,0.3866,104275.97,83.0,103750.0,4000.6,108276.57
BAH,2015-02-23,2015-04-17,30.36,30.0,-0.0119,2015-02-23,0.2,4.8,1.718,2015-04-17,1.45,2.3,2.019,-0.30100000000000016,0.0573,0.46,104275.97,35.0,105000.0,-1053.5,103222.47
MRO,2015-02-23,2015-04-02,28.34,28.0,-0.012,2015-02-23,0.82,1.14,0.926,2015-04-02,0.68,1.35,1.129,-0.20299999999999996,0.0331,0.3614,104275.97,37.0,103600.0,-751.1,103524.87
SAVE,2015-02-23,2015-04-17,81.5,80.0,-0.0184,2015-02-23,3.9,4.2,3.999,2015-04-17,4.6,5.2,5.002,-1.0029999999999997,0.05,0.3929,104275.97,13.0,104000.0,-1303.9,102972.07
NUS,2015-02-23,2015-04-02,54.69,53.5,-0.0218,2015-02-23,2.6,3.1,2.765,2015-04-02,0.0,0.15,0.101,2.664,0.0517,0.6121,104275.97,19.0,101650.0,5061.6,109337.57
CLR,2015-02-24,2015-04-17,46.47,45.0,-0.0316,2015-02-24,2.9,3.3,3.032,2015-04-17,0.0,0.05,0.034,2.998,0.0674,0.5708,104275.97,23.0,103500.0,6895.4,111171.37
DO,2015-02-23,2015-04-17,33.76,32.5,-0.0373,2015-02-23,1.89,2.63,2.134,2015-04-17,2.0,2.22,2.147,-0.0129999999999999,0.0657,0.5407,104275.97,32.0,104000.0,-41.6,104234.37
MYGN,2015-02-23,2015-04-02,34.86,34.0,-0.0247,2015-02-23,1.1,1.9,1.364,2015-04-02,0.0,0.5,0.335,1.0290000000000001,0.0401,0.4513,104275.97,31.0,105400.0,3189.9,107465.87
SYNA,2015-02-23,2015-04-02,82.5,81.0,-0.0182,2015-02-23,3.0,3.4,3.132,2015-04-02,0.65,2.05,1.588,1.544,0.0387,0.4329,104275.97,13.0,105300.0,2007.2,106283.17
AEO,2015-02-23,2015-04-02,14.66,14.5,-0.0109,2015-02-23,0.65,0.8,0.7,2015-04-02,0.0,0.05,0.034,0.6659999999999999,0.0483,0.5634,104275.97,72.0,104400.0,4795.2,109071.17
ULTA,2015-02-23,2015-04-17,137.79,135.0,-0.0202,2015-02-23,5.8,6.9,6.163,2015-04-17,0.0,0.05,0.034,6.1290000000000004,0.0457,0.3546,104275.97,8.0,108000.0,4903.2,109179.17
AAL,2015-02-23,2015-04-02,51.58,50.5,-0.0209,2015-02-23,2.23,2.61,2.355,2015-04-02,1.09,1.33,1.251,1.104,0.0466,0.5396,104275.97,21.0,106050.0,2318.4,106594.37
PPC,2015-02-23,2015-04-17,27.72,27.0,-0.026,2015-02-23,1.15,1.4,1.232,2015-04-17,2.15,2.7,2.519,-1.2870000000000001,0.0456,0.3538,104275.97,39.0,105300.0,-5019.3,99256.67
LVS,2015-02-23,2015-04-02,58.89,57.5,-0.0236,2015-02-23,1.84,2.11,1.929,2015-04-02,1.05,1.55,1.385,0.544,0.0335,0.3664,104275.97,18.0,103500.0,979.2,105255.17
CXO,2015-02-23,2015-04-17,116.3,115.0,-0.0112,2015-02-23,5.6,7.2,6.128,2015-04-17,0.0,0.05,0.034,6.094,0.0533,0.4229,104275.97,9.0,103500.0,5484.6,109760.57
REGN,2015-02-23,2015-04-02,427.94,420.0,-0.0186,2015-02-23,12.8,15.3,13.625,2015-04-02,0.0,0.25,0.168,13.457,0.0324,0.3527,104275.97,2.0,84000.0,2691.4,106967.37
TRN,2015-02-23,2015-04-02,33.0,32.5,-0.0152,2015-02-23,1.0,1.65,1.215,2015-04-02,0.0,0.1,0.067,1.1480000000000001,0.0374,0.416,104275.97,32.0,104000.0,3673.6,107949.57
HFC,2015-02-23,2015-04-02,41.47,40.5,-0.0234,2015-02-23,1.25,1.9,1.465,2015-04-02,1.6,2.85,2.438,-0.9730000000000001,0.0362,0.4006,104275.97,26.0,105300.0,-2529.8,101746.17
SSTK,2015-02-26,2015-04-17,57.76,55.0,-0.0478,2015-02-26,2.5,3.0,2.665,2015-04-17,0.0,0.5,0.335,2.33,0.0485,0.4063,104275.97,19.0,104500.0,4427.0,108702.97
