c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
0.4,0.216,6.0,2007-02-17,28500.0,-0.12,28571.0,0.034,0.25,0.05,USG,129.6,2007-01-11,28700.6,2007-02-17,0.25,53.83,0.0,2007-01-11,47.5
1.6,1.466,4.0,2007-02-17,26000.0,-0.07,28571.0,0.034,1.5,0.05,COP,586.4,2007-01-03,29157.4,2007-02-17,1.5,69.7,0.0,2007-01-03,65.0
0.9,0.766,6.0,2007-02-17,28500.0,-0.12,28571.0,0.034,0.8,0.05,RYL,459.6,2007-01-03,29030.6,2007-02-17,0.8,53.95,0.0,2007-01-03,47.5
0.95,0.766,5.0,2007-02-17,27500.0,-0.1,28571.0,0.034,0.8,0.05,EOG,383.0,2007-01-03,28954.0,2007-02-17,0.8,61.34,0.0,2007-01-03,55.0
0.75,0.616,7.0,2007-02-17,28000.0,-0.07,28571.0,0.034,0.65,0.05,AET,431.2,2007-01-03,29002.2,2007-02-17,0.65,43.05,0.0,2007-01-03,40.0
0.6,0.46599999999999997,4.0,2007-02-17,26000.0,-0.1,28571.0,0.034,0.5,0.05,CVX,186.4,2007-01-03,28757.4,2007-02-17,0.5,71.9,0.0,2007-01-03,65.0
0.4,0.266,13.0,2007-02-17,29250.0,-0.12,28571.0,0.034,0.3,0.05,CMC,345.8,2007-01-03,28916.8,2007-02-17,0.3,25.55,0.0,2007-01-03,22.5
1.15,1.016,7.0,2007-02-17,28000.0,-0.09,28571.0,0.034,1.05,0.05,CHAP,711.2,2007-01-03,29282.2,2007-02-17,1.05,43.78,0.0,2007-01-03,40.0
1.35,1.166,10.0,2007-02-17,30000.0,-0.03,28571.0,0.034,1.2,0.05,WLK,1166.0,2007-01-05,29737.0,2007-02-17,1.2,30.81,0.0,2007-01-05,30.0
0.45,0.31599999999999995,7.0,2007-02-17,29750.0,-0.12,28571.0,0.034,0.35,0.05,HNT,221.2,2007-01-03,28792.2,2007-02-17,0.35,48.42,0.0,2007-01-03,42.5
