c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
0.35,0.216,10.0,2007-02-17,27500.0,-0.11,28571.0,0.034,0.25,0.05,TOL,216.0,2007-01-05,28787.0,2007-02-17,0.25,30.97,0.0,2007-01-05,27.5
0.6,0.46599999999999997,7.0,2007-02-17,28000.0,-0.14,28571.0,0.034,0.5,0.05,BZH,326.2,2007-01-03,28897.2,2007-02-17,0.5,46.3,0.0,2007-01-03,40.0
1.05,0.9159999999999999,3.0,2007-02-17,31500.0,-0.1,28571.0,0.034,0.95,0.05,CMI,274.8,2007-01-05,28845.8,2007-02-17,0.95,116.5,0.0,2007-01-05,105.0
0.55,0.41600000000000004,6.0,2007-02-17,27000.0,-0.11,28571.0,0.034,0.45,0.05,VLO,249.6,2007-01-03,28820.6,2007-02-17,0.45,50.28,0.0,2007-01-03,45.0
0.7,0.616,6.0,2007-02-17,27000.0,-0.13,28571.0,0.034,0.65,0.05,FCX,369.6,2007-01-08,28940.6,2007-02-17,0.65,51.9,0.0,2007-01-08,45.0
0.7,0.566,6.0,2007-02-17,30000.0,-0.11,28571.0,0.034,0.6,0.05,MDC,339.6,2007-01-03,28910.6,2007-02-17,0.6,56.39,0.0,2007-01-03,50.0
0.4,0.266,14.0,2007-02-17,28000.0,-0.08,28571.0,0.034,0.3,0.05,LPX,372.4,2007-01-03,28943.4,2007-02-17,0.3,21.81,0.0,2007-01-03,20.0
1.4,1.216,11.0,2007-02-17,27500.0,-0.0,28571.0,0.034,1.25,0.05,WNR,1337.6,2007-01-03,29908.6,2007-02-17,1.25,25.07,0.0,2007-01-03,25.0
1.65,1.466,6.0,2007-02-17,30000.0,-0.08,28571.0,0.034,1.5,0.05,NUE,879.6,2007-01-03,29450.6,2007-02-17,1.5,54.23,0.0,2007-01-03,50.0
0.35,0.11599999999999999,6.0,2007-02-17,30000.0,-0.12,28571.0,0.034,0.15,0.05,OSG,69.6,2007-01-03,28640.6,2007-02-17,0.15,56.62,0.0,2007-01-03,50.0
0.45,0.133,7.0,2007-02-17,28000.0,-0.11,28571.0,0.067,0.2,0.1,CNW,93.1,2007-01-03,28664.1,2007-02-17,0.2,44.83,0.0,2007-01-03,40.0
1.45,1.266,6.0,2007-02-17,27000.0,-0.05,28571.0,0.034,1.3,0.05,UNT,759.6,2007-01-03,29330.6,2007-02-17,1.3,47.26,0.0,2007-01-03,45.0
0.65,0.566,7.0,2007-02-17,29750.0,-0.11,28571.0,0.034,0.6,0.05,OXY,396.2,2007-01-03,28967.2,2007-02-17,0.6,47.68,0.0,2007-01-03,42.5
0.35,0.216,13.0,2007-02-17,29250.0,-0.14,28571.0,0.034,0.25,0.05,DHI,280.8,2007-01-04,28851.8,2007-02-17,0.25,26.16,0.0,2007-01-04,22.5
1.45,1.266,6.0,2007-02-17,27000.0,-0.06,28571.0,0.034,1.3,0.05,HES,759.6,2007-01-03,29330.6,2007-02-17,1.3,48.05,0.0,2007-01-03,45.0
1.4,1.266,6.0,2007-02-17,27000.0,-0.06,28571.0,0.034,1.3,0.05,CLF,759.6,2007-01-03,29330.6,2007-02-17,1.3,47.88,0.0,2007-01-03,45.0
0.3,0.216,11.0,2007-02-17,27500.0,-0.12,28571.0,0.034,0.25,0.05,CHK,237.6,2007-01-03,28808.6,2007-02-17,0.25,28.4,0.0,2007-01-03,25.0
2.0,1.816,4.0,2007-02-17,26000.0,-0.08,28571.0,0.034,1.85,0.05,X,726.4,2007-01-04,29297.4,2007-02-17,1.85,70.46,0.0,2007-01-04,65.0
0.65,0.516,11.0,2007-02-17,27500.0,-0.1,28571.0,0.034,0.55,0.05,FTO,567.6,2007-01-03,29138.6,2007-02-17,0.55,27.79,0.0,2007-01-03,25.0
1.4,1.216,10.0,2007-02-17,30000.0,-0.06,28571.0,0.034,1.25,0.05,STLD,1216.0,2007-01-03,29787.0,2007-02-17,1.25,32.05,0.0,2007-01-03,30.0
0.8,0.6659999999999999,10.0,2007-02-17,30000.0,-0.08,28571.0,0.034,0.7,0.05,PHM,666.0,2007-01-03,29237.0,2007-02-17,0.7,32.69,0.0,2007-01-03,30.0
0.15,0.016,10.0,2007-02-17,30000.0,-0.18,28571.0,0.034,0.05,0.05,XEC,16.0,2007-01-03,28587.0,2007-02-17,0.05,36.8,0.0,2007-01-03,30.0
0.55,0.41600000000000004,14.0,2007-02-17,28000.0,-0.1,28571.0,0.034,0.45,0.05,PTEN,582.4,2007-01-03,29153.4,2007-02-17,0.45,22.29,0.0,2007-01-03,20.0
0.9,0.766,5.0,2007-02-17,30000.0,-0.09,28571.0,0.034,0.8,0.05,APA,383.0,2007-01-03,28954.0,2007-02-17,0.8,66.22,0.0,2007-01-03,60.0
0.7,0.566,13.0,2007-02-17,29250.0,-0.09,28571.0,0.034,0.6,0.05,CECO,735.8,2007-01-03,29306.8,2007-02-17,0.6,24.8,0.0,2007-01-03,22.5
