ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
RYL,2005-09-19,2005-10-22,71.27,70.0,-0.0178,2005-09-19,2.55,2.7,2.599,2005-10-22,0.7,0.9,0.834,1.7650000000000001,0.0371,0.488,54955.44,8.0,56000.0,1412.0,56367.44
JBHT,2005-09-21,2005-10-22,17.87,17.5,-0.0207,2005-09-21,0.55,0.75,0.616,2005-10-22,0.0,0.05,0.034,0.582,0.0352,0.4944,54955.44,31.0,54250.0,1804.2,56759.64
PHM,2005-09-19,2005-10-22,43.78,42.5,-0.0292,2005-09-19,1.4,1.5,1.433,2005-10-22,5.8,6.0,5.934,-4.501,0.0337,0.4356,54955.44,13.0,55250.0,-5851.3,49104.14
NVDA,2005-09-19,2005-10-22,32.96,32.5,-0.014,2005-09-19,1.1,1.2,1.133,2005-10-22,0.5,0.55,0.534,0.599,0.0349,0.4539,54955.44,17.0,55250.0,1018.3,55973.740000000005
VLO,2005-09-19,2005-10-22,111.31,110.0,-0.0118,2005-09-19,4.2,4.3,4.233,2005-10-22,15.1,15.5,15.368,-11.135000000000002,0.0385,0.51,54955.44,5.0,55000.0,-5567.5,49387.94
KMX,2005-09-20,2005-10-22,30.38,30.0,-0.0125,2005-09-20,1.3,1.4,1.333,2005-10-22,2.3,2.5,2.434,-1.1010000000000002,0.0444,0.6302,54955.44,18.0,54000.0,-1981.8,52973.64
SUN,2005-09-19,2005-10-22,75.8,75.0,-0.0106,2005-09-19,2.7,2.85,2.75,2005-10-22,7.3,7.6,7.501,-4.751,0.0367,0.4817,54955.44,7.0,52500.0,-3325.7,51629.740000000005
NIHD,2005-09-19,2005-10-22,75.81,75.0,-0.0107,2005-09-19,2.35,2.55,2.416,2005-10-22,0.0,0.25,0.168,2.2479999999999998,0.0322,0.413,54955.44,7.0,52500.0,1573.6,56529.04
MDC,2005-09-19,2005-10-22,76.91,75.0,-0.0248,2005-09-19,2.9,3.0,2.933,2005-10-22,6.1,6.5,6.368,-3.4350000000000005,0.0391,0.5196,54955.44,7.0,52500.0,-2404.5,52550.94
SNDK,2005-09-19,2005-10-22,45.79,45.0,-0.0173,2005-09-19,1.95,2.0,1.966,2005-10-22,0.0,0.05,0.034,1.932,0.0437,0.5946,54955.44,12.0,54000.0,2318.4,57273.840000000004
IMDC,2005-09-19,2005-10-22,71.02,70.0,-0.0144,2005-09-19,2.2,2.4,2.266,2005-10-22,0.0,0.2,0.134,2.132,0.0324,0.416,54955.44,8.0,56000.0,1705.6,56661.04
ANF,2005-09-19,2005-10-22,48.87,47.5,-0.028,2005-09-19,1.6,1.75,1.65,2005-10-22,0.0,0.05,0.034,1.6159999999999999,0.0347,0.4508,54955.44,12.0,57000.0,1939.2,56894.64
BBY,2005-09-19,2005-10-22,43.14,42.5,-0.0148,2005-09-19,1.55,1.6,1.567,2005-10-22,0.0,0.05,0.034,1.533,0.0369,0.4848,54955.44,13.0,55250.0,1992.9,56948.340000000004
VMC,2005-09-19,2005-10-22,70.86,70.0,-0.0121,2005-09-19,2.0,2.4,2.132,2005-10-22,2.5,2.75,2.667,-0.5349999999999997,0.0305,0.3878,54955.44,8.0,56000.0,-428.0,54527.44
OMM,2005-09-19,2005-10-22,17.81,17.5,-0.0174,2005-09-19,0.5,0.65,0.55,2005-10-22,0.1,0.3,0.234,0.31600000000000006,0.0314,0.4011,54955.44,31.0,54250.0,979.6,55935.04
BPT,2005-09-19,2005-10-22,75.8,75.0,-0.0106,2005-09-19,2.4,3.4,2.73,2005-10-22,10.5,11.8,11.371,-8.641,0.0364,0.477,54955.44,7.0,52500.0,-6048.7,48906.740000000005
DHI,2005-09-19,2005-10-22,35.8,35.0,-0.0223,2005-09-19,1.0,1.15,1.05,2005-10-22,3.8,3.9,3.867,-2.817,0.03,0.3805,54955.44,16.0,56000.0,-4507.2,50448.240000000005
CACI,2005-09-19,2005-10-22,61.53,60.0,-0.0249,2005-09-19,1.8,2.0,1.866,2005-10-22,1.7,1.95,1.868,-0.0020000000000000018,0.0311,0.3967,54955.44,9.0,54000.0,-1.8,54953.64
MCD,2005-09-20,2005-10-22,33.18,32.5,-0.0205,2005-09-20,1.2,1.3,1.233,2005-10-22,0.05,0.1,0.084,1.149,0.0379,0.5197,54955.44,17.0,55250.0,1953.3,56908.740000000005
PNRA,2005-09-19,2005-10-22,50.85,50.0,-0.0167,2005-09-19,1.45,1.65,1.516,2005-10-22,0.0,0.05,0.034,1.482,0.0303,0.3849,54955.44,11.0,55000.0,1630.2,56585.64
