c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
2.0,-11.045,19.0,1999-10-16,76000.0,-0.04,74747.75,12.878,1.75,13.125,CDD,-20985.5,1999-08-23,53762.25,1999-10-16,1.833,41.88,12.375,1999-08-23,40.0
0.3125,0.14500000000000002,149.0,1999-10-16,74500.0,-0.16,74747.75,0.084,0.1875,0.125,PIR,2160.5,1999-08-24,76908.25,1999-10-16,0.229,5.94,0.0,1999-08-24,5.0
1.0,-0.9590000000000001,19.0,1999-10-16,76000.0,-0.07,74747.75,1.792,0.75,1.875,ALK,-1822.1,1999-08-23,72925.65,1999-10-16,0.833,43.22,1.625,1999-08-23,40.0
0.5625,0.227,37.0,1999-10-16,74000.0,-0.12,74747.75,0.168,0.3125,0.25,PHM,839.9,1999-08-23,75587.65,1999-10-16,0.395,22.81,0.0,1999-08-23,20.0
0.375,-1.647,60.0,1999-10-16,75000.0,-0.19,74747.75,1.855,0.125,1.9375,ODP,-9882.0,1999-08-23,64865.75,1999-10-16,0.208,15.44,1.6875,1999-08-23,12.5
0.375,0.03999999999999998,30.0,1999-10-16,75000.0,-0.15,74747.75,0.168,0.125,0.25,ETH,120.0,1999-09-01,74867.75,1999-10-16,0.208,29.34,0.0,1999-09-01,25.0
0.4375,0.186,75.0,1999-10-16,75000.0,-0.16,74747.75,0.126,0.25,0.1875,NUS,1395.0,1999-08-24,76142.75,1999-10-16,0.312,11.94,0.0,1999-08-24,10.0
0.625,0.373,30.0,1999-11-20,75000.0,-0.15,74747.75,0.126,0.4375,0.1875,KELYA,1119.0,1999-08-23,75866.75,1999-11-20,0.499,29.5,0.0,1999-08-23,25.0
0.5625,0.227,17.0,1999-10-16,76500.0,-0.12,74747.75,0.168,0.3125,0.25,CCN,385.9,1999-08-23,75133.65,1999-10-16,0.395,51.09,0.0,1999-08-23,45.0
12.125,0.7850000000000001,17.0,1999-11-20,76500.0,0.34,74747.75,10.67,11.125,11.0,UHS,1334.5,1999-08-26,76082.25,1999-11-20,11.455,33.69,10.0,1999-08-26,45.0
0.6875,0.041000000000000036,33.0,1999-10-16,74250.0,-0.07,74747.75,0.563,0.5625,0.625,IBP,135.3,1999-08-23,74883.05,1999-10-16,0.604,24.31,0.4375,1999-08-23,22.5
1.0625,0.853,19.0,1999-10-16,76000.0,-0.08,74747.75,0.042,0.8125,0.0625,FDX,1620.7,1999-09-01,76368.45,1999-10-16,0.895,43.41,0.0,1999-09-01,40.0
1.125,-0.897,21.0,1999-09-18,73500.0,-0.05,74747.75,1.855,0.875,1.9375,TGH,-1883.7,1999-08-23,72864.05,1999-09-18,0.958,36.91,1.6875,1999-08-23,35.0
1.4375,1.082,37.0,1999-10-16,74000.0,-0.12,74747.75,0.188,1.1875,0.25,ADSK,4003.4,1999-08-23,78751.15,1999-10-16,1.27,22.84,0.0625,1999-08-23,20.0
0.1875,-1.3339999999999999,100.0,1999-09-18,75000.0,-0.24,74747.75,1.438,0.0625,1.5,HRC,-13340.0,1999-08-23,61407.75,1999-09-18,0.104,9.84,1.3125,1999-08-23,7.5
