ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
COP,2007-05-30,2007-07-21,76.19,75.0,-0.0156,2007-05-30,1.45,1.6,1.5,2007-07-21,0.0,0.05,0.034,1.466,0.02,0.1469,36336.9,5.0,37500.0,733.0,37069.9
RYL,2007-05-29,2007-07-21,46.23,45.0,-0.0266,2007-05-29,1.8,1.9,1.833,2007-07-21,9.6,9.9,9.801,-7.968,0.0407,0.3112,36336.9,8.0,36000.0,-6374.4,29962.5
WDC,2007-05-29,2007-07-21,17.77,17.5,-0.0152,2007-05-29,0.45,0.5,0.467,2007-07-21,0.0,0.05,0.034,0.43300000000000005,0.0267,0.196,36336.9,21.0,36750.0,909.3,37246.200000000004
EOG,2007-05-30,2007-07-21,76.62,75.0,-0.0211,2007-05-30,1.9,1.95,1.916,2007-07-21,0.0,0.05,0.034,1.882,0.0255,0.1904,36336.9,5.0,37500.0,941.0,37277.9
CMI,2007-05-31,2007-07-21,93.5,90.0,-0.0374,2007-05-31,2.1,2.4,2.199,2007-07-21,0.0,0.05,0.034,2.165,0.0244,0.1855,36336.9,4.0,36000.0,866.0,37202.9
MUR,2007-05-29,2007-07-21,58.41,55.0,-0.0584,2007-05-29,1.05,1.15,1.083,2007-07-21,0.0,0.05,0.034,1.049,0.0197,0.1417,36336.9,7.0,38500.0,734.3,37071.200000000004
DVN,2007-05-29,2007-07-21,75.97,75.0,-0.0128,2007-05-29,2.25,2.35,2.283,2007-07-21,0.0,0.05,0.034,2.249,0.0304,0.2256,36336.9,5.0,37500.0,1124.5,37461.4
HNT,2007-05-29,2007-07-21,57.53,55.0,-0.044,2007-05-29,1.2,1.35,1.25,2007-07-21,1.8,1.9,1.867,-0.617,0.0227,0.1647,36336.9,7.0,38500.0,-431.9,35905.0
TOL,2007-06-01,2007-07-21,29.07,27.5,-0.054,2007-06-01,0.75,0.85,0.783,2007-07-21,2.15,2.3,2.25,-1.467,0.0285,0.2243,36336.9,13.0,35750.0,-1907.1,34429.8
AEO,2007-05-29,2007-07-21,27.11,25.0,-0.0778,2007-05-29,0.5,0.6,0.533,2007-07-21,0.0,0.05,0.034,0.499,0.0213,0.1539,36336.9,15.0,37500.0,748.5,37085.4
KMX,2007-05-29,2007-07-21,23.05,22.5,-0.0239,2007-05-29,0.8,0.9,0.833,2007-07-21,0.0,0.05,0.034,0.7989999999999999,0.037,0.2799,36336.9,16.0,36000.0,1278.4,37615.3
HSC,2007-05-29,2007-07-21,51.8,50.0,-0.0347,2007-05-29,1.05,1.4,1.166,2007-07-21,0.0,0.05,0.034,1.132,0.0233,0.1694,36336.9,7.0,35000.0,792.4,37129.3
