ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EME,2007-11-28,2008-01-19,25.73,22.5,-0.13,2007-11-28,0.5,0.85,0.616,2008-01-19,0.5,0.65,0.601,0.015000000000000013,0.0274,0.2058,38958.41,17.0,38250.0,25.5,38983.91
CRS,2007-11-28,2008-01-19,71.44,65.0,-0.09,2007-11-28,1.45,1.7,1.533,2008-01-19,0.25,0.35,0.317,1.216,0.0236,0.1753,38958.41,6.0,39000.0,729.6,39688.01
NEM,2007-11-28,2008-01-19,51.14,45.0,-0.12,2007-11-28,0.75,0.85,0.783,2008-01-19,0.3,0.35,0.334,0.449,0.0174,0.1268,38958.41,9.0,40500.0,404.1,39362.51
COP,2007-11-28,2008-01-19,77.09,70.0,-0.09,2007-11-28,1.13,1.16,1.14,2008-01-19,0.0,0.1,0.067,1.073,0.0163,0.1184,38958.41,6.0,42000.0,643.8,39602.21000000001
CMC,2007-11-28,2008-01-19,29.77,25.0,-0.16,2007-11-28,0.5,0.6,0.533,2008-01-19,0.05,0.1,0.084,0.449,0.0213,0.1571,38958.41,16.0,40000.0,718.4,39676.810000000005
TOL,2007-12-04,2008-01-19,20.65,17.5,-0.15,2007-12-04,0.55,0.6,0.567,2008-01-19,0.15,0.2,0.183,0.38399999999999995,0.0324,0.2834,38958.41,22.0,38500.0,844.8,39803.21000000001
FL,2007-11-28,2008-01-19,12.7,10.0,-0.21,2007-11-28,0.15,0.25,0.183,2008-01-19,0.0,0.05,0.034,0.149,0.0183,0.1338,38958.41,39.0,39000.0,581.1,39539.51
VLO,2007-11-29,2008-01-19,63.9,57.5,-0.1,2007-11-29,1.0,1.1,1.033,2008-01-19,0.0,0.05,0.034,0.9989999999999999,0.018,0.1342,38958.41,7.0,40250.0,699.3,39657.71000000001
ODP,2007-12-06,2008-01-19,16.57,15.0,-0.09,2007-12-06,0.35,0.45,0.383,2008-01-19,1.35,1.45,1.417,-1.034,0.0255,0.2288,38958.41,26.0,39000.0,-2688.4,36270.01
WNR,2007-11-28,2008-01-19,27.36,25.0,-0.09,2007-11-28,1.25,1.4,1.3,2008-01-19,1.45,1.65,1.584,-0.28400000000000003,0.052,0.4204,38958.41,16.0,40000.0,-454.4,38504.01
CRDN,2007-12-05,2008-01-19,48.33,45.0,-0.07,2007-12-05,1.95,2.15,2.016,2008-01-19,1.2,1.35,1.3,0.716,0.0448,0.4199,38958.41,9.0,40500.0,644.4,39602.810000000005
NUE,2007-11-28,2008-01-19,53.7,47.5,-0.12,2007-11-28,1.25,1.4,1.3,2008-01-19,0.05,0.15,0.117,1.183,0.0274,0.2058,38958.41,8.0,38000.0,946.4,39904.810000000005
LRCX,2007-12-03,2008-01-19,45.91,40.0,-0.13,2007-12-03,0.75,0.85,0.783,2008-01-19,0.4,0.5,0.467,0.316,0.0196,0.1603,38958.41,10.0,40000.0,316.0,39274.41
CNW,2007-11-28,2008-01-19,40.83,37.5,-0.08,2007-11-28,0.65,0.9,0.733,2008-01-19,0.15,0.35,0.284,0.449,0.0195,0.1431,38958.41,10.0,37500.0,449.0,39407.41
JCP,2007-11-29,2008-01-19,43.78,40.0,-0.09,2007-11-29,1.4,1.45,1.416,2008-01-19,0.55,0.6,0.584,0.832,0.0354,0.2783,38958.41,10.0,40000.0,832.0,39790.41
URI,2007-11-28,2008-01-19,21.23,20.0,-0.06,2007-11-28,1.35,1.75,1.482,2008-01-19,1.75,1.9,1.85,-0.3680000000000001,0.0741,0.6403,38958.41,19.0,38000.0,-699.2,38259.21000000001
CHS,2007-12-03,2008-01-19,11.43,10.0,-0.13,2007-12-03,0.45,0.5,0.467,2008-01-19,1.05,1.15,1.117,-0.6499999999999999,0.0467,0.4185,38958.41,39.0,39000.0,-2535.0,36423.41
WCG,2007-11-28,2008-01-19,37.05,35.0,-0.06,2007-11-28,3.3,3.8,3.465,2008-01-19,0.45,0.6,0.55,2.915,0.099,0.9223,38958.41,11.0,38500.0,3206.5,42164.91
FTO,2007-11-28,2008-01-19,43.16,40.0,-0.07,2007-11-28,1.6,1.7,1.633,2008-01-19,1.05,1.2,1.151,0.482,0.0408,0.319,38958.41,10.0,40000.0,482.0,39440.41
LEA,2007-11-28,2008-01-19,28.39,25.0,-0.12,2007-11-28,0.9,1.05,0.95,2008-01-19,0.4,0.65,0.568,0.382,0.038,0.2946,38958.41,16.0,40000.0,611.2,39569.61
KG,2007-12-06,2008-01-19,10.45,10.0,-0.04,2007-12-06,0.65,0.75,0.683,2008-01-19,0.45,0.55,0.517,0.16600000000000004,0.0683,0.717,38958.41,39.0,39000.0,647.4,39605.810000000005
KEG,2007-11-28,2008-01-19,13.36,12.5,-0.06,2007-11-28,0.25,0.65,0.382,2008-01-19,0.0,0.2,0.134,0.248,0.0306,0.232,38958.41,31.0,38750.0,768.8,39727.21000000001
LXK,2007-12-03,2008-01-19,34.77,30.0,-0.14,2007-12-03,0.45,0.55,0.483,2008-01-19,0.05,0.15,0.117,0.366,0.0161,0.1301,38958.41,13.0,39000.0,475.8,39434.21000000001
PTEN,2007-11-28,2008-01-19,18.69,17.5,-0.06,2007-11-28,0.5,0.6,0.533,2008-01-19,0.05,0.1,0.084,0.449,0.0305,0.2312,38958.41,22.0,38500.0,987.8,39946.21000000001
