c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
1.45,1.3,7.0,2007-05-19,33250.0,-0.01,32193.87,0.05,1.35,0.05,USG,910.0,2007-04-23,33103.869999999995,2007-05-19,1.35,47.87,0.0,2007-04-23,47.5
1.6,1.45,5.0,2007-05-19,35000.0,-0.01,32193.87,0.05,1.5,0.05,COP,725.0,2007-04-23,32918.869999999995,2007-05-19,1.5,71.03,0.0,2007-04-23,70.0
1.35,0.75,7.0,2007-05-19,31500.0,-0.02,32193.87,0.5,1.25,0.5,RYL,525.0,2007-04-23,32718.87,2007-05-19,1.25,46.06,0.4,2007-04-23,45.0
0.6,-2.8499999999999996,8.0,2007-05-19,34000.0,-0.03,32193.87,3.4,0.55,3.4,NEM,-2280.0,2007-04-23,29913.87,2007-05-19,0.55,43.92,3.2,2007-04-23,42.5
1.35,1.25,7.0,2007-05-19,31500.0,0.01,32193.87,0.05,1.3,0.05,AET,875.0,2007-04-23,33068.869999999995,2007-05-19,1.3,44.73,0.0,2007-04-23,45.0
3.7,3.25,4.0,2007-06-16,33000.0,-0.03,32193.87,0.05,3.3,0.05,CMI,1300.0,2007-04-25,33493.869999999995,2007-06-16,3.3,85.21,0.0,2007-04-25,82.5
0.8,0.6499999999999999,18.0,2007-06-16,31500.0,-0.02,32193.87,0.05,0.7,0.05,WDC,1170.0,2007-04-24,33363.869999999995,2007-06-16,0.7,17.79,0.0,2007-04-24,17.5
1.85,0.40000000000000013,11.0,2007-05-19,33000.0,0.04,32193.87,1.15,1.55,1.15,WLK,440.0,2007-04-23,32633.87,2007-05-19,1.55,28.96,0.9,2007-04-23,30.0
0.9,0.7,6.0,2007-05-19,33000.0,-0.04,32193.87,0.05,0.75,0.05,HNT,420.0,2007-04-23,32613.87,2007-05-19,0.75,57.19,0.0,2007-04-23,55.0
0.65,0.25,12.0,2007-06-16,33000.0,-0.07,32193.87,0.35,0.6,0.35,TOL,300.0,2007-04-25,32493.87,2007-06-16,0.6,29.45,0.25,2007-04-25,27.5
0.8,-0.3500000000000001,11.0,2007-05-19,33000.0,-0.02,32193.87,1.05,0.7,1.05,AEO,-385.0,2007-04-23,31808.87,2007-05-19,0.7,30.66,0.95,2007-04-23,30.0
0.7,0.6,4.0,2007-05-19,30000.0,-0.04,32193.87,0.05,0.65,0.05,CVX,240.0,2007-04-23,32433.87,2007-05-19,0.65,78.14,0.0,2007-04-23,75.0
2.7,2.5,5.0,2007-06-16,35000.0,-0.02,32193.87,0.05,2.55,0.05,VLO,1250.0,2007-04-30,33443.869999999995,2007-06-16,2.55,71.46,0.0,2007-04-30,70.0
2.4,2.2,5.0,2007-05-19,35000.0,-0.01,32193.87,0.05,2.25,0.05,FCX,1100.0,2007-04-23,33293.869999999995,2007-05-19,2.25,70.72,0.0,2007-04-23,70.0
0.9,0.7,9.0,2007-05-19,31500.0,-0.06,32193.87,0.05,0.75,0.05,WNR,630.0,2007-04-23,32823.869999999995,2007-05-19,0.75,37.21,0.0,2007-04-23,35.0
0.15,0.0,11.0,2007-06-16,33000.0,-0.09,32193.87,0.05,0.05,0.05,SEE,0.0,2007-04-26,32193.87,2007-06-16,0.05,33.14,0.0,2007-04-26,30.0
1.15,1.05,5.0,2007-05-19,32500.0,-0.05,32193.87,0.05,1.1,0.05,NUE,525.0,2007-04-23,32718.87,2007-05-19,1.1,68.16,0.0,2007-04-23,65.0
1.9,1.3,6.0,2007-06-16,33000.0,-0.01,32193.87,0.3,1.6,0.3,CNW,780.0,2007-05-03,32973.869999999995,2007-06-16,1.6,55.5,0.15,2007-05-03,55.0
1.25,1.05,6.0,2007-05-19,33000.0,-0.0,32193.87,0.05,1.1,0.05,UNT,630.0,2007-04-23,32823.869999999995,2007-05-19,1.1,55.16,0.0,2007-04-23,55.0
0.8,0.6499999999999999,6.0,2007-05-19,33000.0,-0.05,32193.87,0.05,0.7,0.05,HES,390.0,2007-04-23,32583.87,2007-05-19,0.7,57.63,0.0,2007-04-23,55.0
