ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
JWN,2009-10-21,2009-11-21,34.67,34.0,-0.0193,2009-10-21,1.9,1.95,1.916,2009-11-21,0.05,0.15,0.117,1.799,0.0564,0.8911,78645.85,23.0,78200.0,4137.7,82783.55
DKS,2009-10-19,2009-11-21,25.53,25.0,-0.0208,2009-10-19,1.1,1.2,1.133,2009-11-21,3.2,3.5,3.401,-2.268,0.0453,0.6214,78645.85,31.0,77500.0,-7030.8,71615.05
UIS,2009-10-19,2009-11-21,2.87,2.5,-0.1289,2009-10-19,0.1,0.2,0.133,2009-11-21,0.0,0.1,0.067,0.066,0.0532,0.7602,78645.85,315.0,78750.0,2079.0,80724.85
SVR,2009-10-19,2009-11-21,18.35,17.5,-0.0463,2009-10-19,0.55,1.05,0.715,2009-11-21,0.55,0.95,0.818,-0.10299999999999998,0.0409,0.5485,78645.85,45.0,78750.0,-463.5,78182.35
EME,2009-10-19,2009-11-21,25.29,25.0,-0.0115,2009-10-19,0.95,1.2,1.032,2009-11-21,0.3,0.6,0.501,0.531,0.0413,0.555,78645.85,31.0,77500.0,1646.1,80291.95000000001
AET,2009-10-19,2009-11-21,25.26,25.0,-0.0103,2009-10-19,1.25,1.35,1.283,2009-11-21,0.0,0.05,0.034,1.2489999999999999,0.0513,0.7259,78645.85,31.0,77500.0,3871.9,82517.75
HUM,2009-10-22,2009-11-21,37.58,37.0,-0.0154,2009-10-22,1.45,1.55,1.483,2009-11-21,0.0,0.05,0.034,1.449,0.0401,0.6029,78645.85,21.0,77700.0,3042.9,81688.75
FSLR,2009-10-19,2009-11-21,149.1,145.0,-0.0275,2009-10-19,6.9,7.2,6.999,2009-11-21,23.85,24.05,23.984,-16.985000000000003,0.0483,0.6729,78645.85,5.0,72500.0,-8492.5,70153.35
BUCY,2009-10-19,2009-11-21,40.33,39.0,-0.033,2009-10-19,1.6,1.7,1.633,2009-11-21,0.0,0.05,0.034,1.599,0.0419,0.5648,78645.85,20.0,78000.0,3198.0,81843.85
CRR,2009-10-19,2009-11-21,55.87,55.0,-0.0156,2009-10-19,2.3,3.3,2.63,2009-11-21,0.0,0.05,0.034,2.596,0.0478,0.6643,78645.85,14.0,77000.0,3634.4,82280.25
SUN,2009-10-19,2009-11-21,32.68,32.0,-0.0208,2009-10-19,1.3,1.4,1.333,2009-11-21,5.9,6.2,6.101,-4.768,0.0417,0.5616,78645.85,25.0,80000.0,-11920.0,66725.85
MDP,2009-10-19,2009-11-21,31.19,30.0,-0.0382,2009-10-19,1.35,1.45,1.383,2009-11-21,2.05,2.55,2.385,-1.0019999999999998,0.0461,0.635,78645.85,26.0,78000.0,-2605.2,76040.65000000001
SSD,2009-10-19,2009-11-21,25.87,25.0,-0.0336,2009-10-19,0.95,1.45,1.115,2009-11-21,0.0,0.15,0.101,1.014,0.0446,0.6096,78645.85,31.0,77500.0,3143.4,81789.25
ITT,2009-10-19,2009-11-21,56.1,55.0,-0.0196,2009-10-19,2.2,2.4,2.266,2009-11-21,3.9,4.3,4.168,-1.9020000000000001,0.0412,0.5534,78645.85,14.0,77000.0,-2662.8,75983.05
CVH,2009-10-19,2009-11-21,18.47,17.5,-0.0525,2009-10-19,0.75,0.8,0.767,2009-11-21,0.0,0.1,0.067,0.7,0.0438,0.5962,78645.85,45.0,78750.0,3150.0,81795.85
AMED,2009-10-19,2009-11-21,41.54,40.0,-0.0371,2009-10-19,2.55,2.8,2.632,2009-11-21,2.15,2.45,2.351,0.28100000000000014,0.0658,1.0041,78645.85,20.0,80000.0,562.0,79207.85
ISRG,2009-10-20,2009-11-21,266.64,260.0,-0.0249,2009-10-20,13.3,13.9,13.498,2009-11-21,0.0,0.05,0.034,13.463999999999999,0.0519,0.7669,78645.85,3.0,78000.0,4039.2,82685.05
JCP,2009-10-28,2009-12-19,33.71,33.0,-0.0211,2009-10-28,2.1,2.2,2.133,2009-12-19,5.9,6.1,6.034,-3.901,0.0646,0.5425,78645.85,24.0,79200.0,-9362.4,69283.45000000001
CNX,2009-10-19,2009-11-21,50.65,50.0,-0.0128,2009-10-19,2.45,2.55,2.483,2009-11-21,3.8,4.2,4.068,-1.5849999999999995,0.0497,0.6975,78645.85,16.0,80000.0,-2536.0,76109.85
MNST,2009-10-19,2009-11-21,18.41,17.5,-0.0494,2009-10-19,0.7,0.8,0.733,2009-11-21,2.1,2.15,2.134,-1.4009999999999998,0.0419,0.5648,78645.85,45.0,78750.0,-6304.5,72341.35
