ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
SYNA,2010-03-25,2010-04-17,25.4,25.0,-0.0157,2010-03-25,0.9,1.05,0.95,2010-04-17,0.0,0.05,0.034,0.9159999999999999,0.038,0.7928,69051.83450000006,28.0,70000.0,2564.8,71616.63450000006
NEU,2010-03-31,2010-05-22,94.2,90.0,-0.0446,2010-03-31,1.65,1.9,1.732,2010-05-22,0.0,0.1,0.067,1.665,0.0192,0.1407,69051.83450000006,8.0,72000.0,1332.0,70383.83450000006
MSTRD,2010-03-26,2010-05-22,76.27,75.0,-0.0167,2010-03-26,1.95,2.15,2.016,2010-05-22,0.0,0.3,0.201,1.815,0.0269,0.1825,69051.83450000006,9.0,67500.0,1633.5,70685.33450000006
NSI,2010-03-31,2010-05-22,17.61,17.0,-0.0346,2010-03-31,1.0,1.15,1.05,2010-05-22,0.0,0.05,0.034,1.016,0.0618,0.5146,69051.83450000006,41.0,69700.0,4165.6,73217.43450000006
APOL,2010-03-25,2010-04-17,62.83,60.0,-0.045,2010-03-25,1.8,1.9,1.833,2010-04-17,0.0,0.05,0.034,1.799,0.0306,0.6028,69051.83450000006,12.0,72000.0,2158.8,71210.63450000006
ATHN,2010-03-25,2010-04-17,37.2,35.0,-0.0591,2010-03-25,0.8,0.95,0.85,2010-04-17,0.0,0.05,0.034,0.816,0.0243,0.4562,69051.83450000006,20.0,70000.0,1632.0,70683.83450000006
SPN,2010-03-30,2010-05-22,20.37,20.0,-0.0182,2010-03-30,0.85,1.0,0.899,2010-05-22,0.0,0.1,0.067,0.8320000000000001,0.045,0.3485,69051.83450000006,35.0,70000.0,2912.0,71963.83450000006
FSLR,2010-03-25,2010-04-17,112.73,110.0,-0.0242,2010-03-25,3.4,3.5,3.433,2010-04-17,0.0,0.01,0.007,3.4259999999999997,0.0312,0.6175,69051.83450000006,6.0,66000.0,2055.6,71107.43450000006
THIN,2010-03-31,2010-05-22,17.61,17.0,-0.0346,2010-03-31,1.0,1.15,1.05,2010-05-22,0.0,0.05,0.034,1.016,0.0618,0.5146,69051.83450000006,41.0,69700.0,4165.6,73217.43450000006
VALM,2010-03-25,2010-04-17,77.43,75.0,-0.0314,2010-03-25,0.85,1.05,0.916,2010-04-17,0.0,0.1,0.067,0.849,0.0122,0.209,69051.83450000006,9.0,67500.0,764.1,69815.93450000006
CF,2010-03-25,2010-04-17,87.36,85.0,-0.027,2010-03-25,0.94,1.0,0.96,2010-04-17,0.0,0.04,0.027,0.9329999999999999,0.0113,0.1923,69051.83450000006,8.0,68000.0,746.4,69798.23450000005
MSTR,2010-03-26,2010-05-22,76.27,75.0,-0.0167,2010-03-26,1.95,2.15,2.016,2010-05-22,0.0,0.3,0.201,1.815,0.0269,0.1825,69051.83450000006,9.0,67500.0,1633.5,70685.33450000006
EY,2010-03-31,2010-05-22,94.2,90.0,-0.0446,2010-03-31,1.65,1.9,1.732,2010-05-22,0.0,0.1,0.067,1.665,0.0192,0.1407,69051.83450000006,8.0,72000.0,1332.0,70383.83450000006
PDE,2010-03-25,2010-04-17,29.23,27.5,-0.0592,2010-03-25,0.4,0.5,0.433,2010-04-17,0.0,0.1,0.067,0.366,0.0157,0.2761,69051.83450000006,25.0,68750.0,915.0,69966.83450000006
BHI,2010-03-25,2010-04-17,42.17,41.0,-0.0277,2010-03-25,0.3,0.4,0.333,2010-04-17,0.0,0.05,0.034,0.29900000000000004,0.0081,0.1346,69051.83450000006,17.0,69700.0,508.3,69560.13450000006
VMI,2010-03-25,2010-04-17,77.43,75.0,-0.0314,2010-03-25,0.85,1.05,0.916,2010-04-17,0.0,0.1,0.067,0.849,0.0122,0.209,69051.83450000006,9.0,67500.0,764.1,69815.93450000006
NTRI,2010-03-31,2010-05-22,17.61,17.0,-0.0346,2010-03-31,1.0,1.15,1.05,2010-05-22,0.0,0.05,0.034,1.016,0.0618,0.5146,69051.83450000006,41.0,69700.0,4165.6,73217.43450000006
