c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
1.0,0.707,18.0,1997-11-22,54000.0,-0.1,55282.65,0.126,0.75,0.1875,KNL,1272.6,1997-09-29,56555.25,1997-11-22,0.833,33.44,0.0,1997-09-29,30.0
0.625,0.41500000000000004,12.0,1997-11-22,54000.0,-0.07,55282.65,0.126,0.5,0.1875,KMB,498.0,1997-09-29,55780.65,1997-11-22,0.541,48.34,0.0,1997-09-29,45.0
0.9375,0.77,11.0,1997-11-22,55000.0,-0.08,55282.65,0.042,0.75,0.0625,BA,847.0,1997-09-29,56129.65,1997-11-22,0.812,54.56,0.0,1997-09-29,50.0
0.625,-0.21000000000000002,18.0,1997-11-22,54000.0,-0.05,55282.65,0.668,0.375,0.75,VAL,-378.0,1997-09-29,54904.65,1997-11-22,0.458,31.69,0.5,1997-09-29,30.0
3.625,3.3320000000000003,6.0,1997-11-22,57000.0,-0.03,55282.65,0.042,3.25,0.0625,DAL,1999.2,1997-09-29,57281.85,1997-11-22,3.374,98.19,0.0,1997-09-29,95.0
1.125,0.7899999999999999,25.0,1997-11-22,56250.0,-0.06,55282.65,0.168,0.875,0.25,UTH,1975.0,1997-09-29,57257.65,1997-11-22,0.958,23.88,0.0,1997-09-29,22.5
0.375,0.20699999999999996,44.0,1997-11-22,55000.0,-0.06,55282.65,0.084,0.25,0.125,TRA,910.8,1997-09-29,56193.450000000004,1997-11-22,0.291,13.25,0.0,1997-09-29,12.5
1.125,-1.0839999999999999,16.0,1997-11-22,56000.0,-0.03,55282.65,2.042,0.875,2.125,C,-1734.4,1997-10-03,53548.25,1997-11-22,0.958,36.09,1.875,1997-10-03,35.0
0.625,0.29000000000000004,14.0,1997-11-22,56000.0,-0.14,55282.65,0.168,0.375,0.25,SCI,406.0,1997-09-29,55688.65,1997-11-22,0.458,46.66,0.0,1997-09-29,40.0
1.3125,0.977,7.0,1997-11-22,56000.0,-0.05,55282.65,0.168,1.0625,0.25,ARC,683.9,1997-09-29,55966.55,1997-11-22,1.145,84.13,0.0,1997-09-29,80.0
0.3125,-0.02300000000000002,16.0,1997-11-22,56000.0,-0.17,55282.65,0.168,0.0625,0.25,KWP,-36.8,1997-09-29,55245.85,1997-11-22,0.145,42.03,0.0,1997-09-29,35.0
0.4375,0.27,11.0,1997-11-22,55000.0,-0.07,55282.65,0.126,0.375,0.1875,CCN,297.0,1997-10-07,55579.65,1997-11-22,0.396,53.94,0.0,1997-10-07,50.0
2.375,2.249,6.0,1997-11-22,57000.0,-0.08,55282.65,0.042,2.25,0.0625,IBM,1349.4,1997-09-29,56632.05,1997-11-22,2.291,103.56,0.0,1997-09-29,95.0
1.625,0.3530000000000002,18.0,1997-11-22,54000.0,-0.09,55282.65,1.146,1.4375,1.1875,GTW,635.4,1997-09-29,55918.05,1997-11-22,1.499,33.09,1.0625,1997-09-29,30.0
3.25,-3.544,8.0,1997-11-22,56000.0,-0.08,55282.65,6.543,2.875,6.625,CPQ,-2835.2,1997-09-29,52447.450000000004,1997-11-22,2.999,75.78,6.375,1997-09-29,70.0
0.375,0.08199999999999999,14.0,1997-11-22,56000.0,-0.13,55282.65,0.126,0.125,0.1875,FJ,114.8,1997-09-29,55397.450000000004,1997-11-22,0.208,46.0,0.0,1997-09-29,40.0
0.25,-0.04400000000000001,22.0,1997-11-22,55000.0,-0.2,55282.65,0.168,0.0625,0.25,UST,-96.8,1997-09-29,55185.85,1997-11-22,0.124,31.09,0.0,1997-09-29,25.0
0.4375,-0.6669999999999999,22.0,1997-11-22,55000.0,-0.11,55282.65,1.021,0.3125,1.0625,TUP,-1467.4,1997-09-30,53815.25,1997-11-22,0.354,28.0,0.9375,1997-09-30,25.0
0.5,0.165,14.0,1997-11-22,56000.0,-0.11,55282.65,0.168,0.25,0.25,GR,231.0,1997-09-29,55513.65,1997-11-22,0.333,45.16,0.0,1997-09-29,40.0
