c_ask,gross_profit,contracts,expiry,actual_notional,delta,target_notional,f_mid,c_bid,f_ask,ticker,total_profit,c_date,ending_total,f_date,c_mid,current,f_bid,trade_date,strike
0.5,0.332,45.0,1999-02-20,90000.0,-0.14,89402.08,0.042,0.3125,0.0625,MAT,1494.0,1999-01-12,90896.08,1999-02-20,0.374,23.22,0.0,1999-01-12,20.0
2.375,2.0820000000000003,20.0,1999-02-20,90000.0,-0.06,89402.08,0.126,2.125,0.1875,ALK,4164.0,1999-01-14,93566.08,1999-02-20,2.208,47.81,0.0,1999-01-14,45.0
2.875,-3.836,40.0,1999-02-20,90000.0,0.04,89402.08,6.46,2.5,6.625,ARW,-15344.0,1999-01-08,74058.08,1999-02-20,2.624,21.56,6.125,1999-01-08,22.5
0.1875,-0.022000000000000006,45.0,1999-02-20,90000.0,-0.14,89402.08,0.126,0.0625,0.1875,CSE,-99.0,1999-01-08,89303.08,1999-02-20,0.104,23.38,0.0,1999-01-08,20.0
0.625,0.10300000000000004,51.0,1999-02-20,89250.0,-0.11,89402.08,0.355,0.375,0.4375,HUM,525.3,1999-01-08,89927.38,1999-02-20,0.458,19.75,0.1875,1999-01-08,17.5
0.8125,0.645,72.0,1999-02-20,90000.0,-0.16,89402.08,0.042,0.625,0.0625,CIEN,4644.0,1999-01-12,94046.08,1999-02-20,0.687,14.91,0.0,1999-01-12,12.5
0.4375,-1.8129999999999997,30.0,1999-02-20,90000.0,-0.09,89402.08,2.167,0.3125,2.25,UVV,-5439.0,1999-01-08,83963.08,1999-02-20,0.354,33.13,2.0,1999-01-08,30.0
0.4375,-0.709,89.0,1999-02-20,89000.0,-0.2,89402.08,1.063,0.3125,1.125,QHGI,-6310.1,1999-01-08,83091.98,1999-02-20,0.354,12.44,0.9375,1999-01-08,10.0
4.0,0.665,11.0,1999-02-20,88000.0,-0.02,89402.08,3.168,3.75,3.25,WLP,731.5,1999-01-11,90133.58,1999-02-20,3.833,81.88,3.0,1999-01-11,80.0
0.8125,0.603,20.0,1999-02-20,90000.0,-0.09,89402.08,0.042,0.5625,0.0625,PSS,1206.0,1999-01-08,90608.08,1999-02-20,0.645,49.69,0.0,1999-01-08,45.0
0.5,0.29,60.0,1999-02-20,90000.0,-0.14,89402.08,0.084,0.3125,0.125,LZB,1740.0,1999-01-12,91142.08,1999-02-20,0.374,17.41,0.0,1999-01-12,15.0
0.9375,-2.356,11.0,1999-02-20,88000.0,-0.11,89402.08,3.126,0.6875,3.25,AET,-2591.6,1999-01-12,86810.48,1999-02-20,0.77,89.44,2.875,1999-01-12,80.0
