ticker,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
WDC,2015-06-23,2015-07-31,89.93,88.0,-0.0215,2015-06-23,3.1,3.4,3.199,2015-07-31,1.52,2.4,2.11,1.089,0.0364,0.4031,91630.22,10.0,88000.0,1089.0,92719.22
GIII,2015-06-23,2015-07-17,71.3,70.0,-0.0182,2015-06-23,1.2,1.45,1.282,2015-07-17,0.0,0.3,0.201,1.081,0.0183,0.3126,91630.22,13.0,91000.0,1405.3,93035.52
URBN,2015-06-25,2015-08-21,35.41,35.0,-0.0116,2015-06-25,1.4,1.55,1.45,2015-08-21,4.4,5.0,4.802,-3.3519999999999994,0.0414,0.292,91630.22,26.0,91000.0,-8715.2,82915.02
PHM,2015-06-23,2015-07-31,20.39,20.0,-0.0191,2015-06-23,0.52,0.62,0.553,2015-07-31,0.0,0.04,0.027,0.526,0.0277,0.2954,91630.22,46.0,92000.0,2419.6,94049.82
CMG,2015-06-23,2015-07-31,618.41,605.0,-0.0217,2015-06-23,18.3,19.7,18.762,2015-07-31,0.0,0.05,0.034,18.728,0.031,0.3354,91630.22,2.0,121000.0,3745.6,95375.82
HP,2015-06-25,2015-08-21,70.95,70.0,-0.0134,2015-06-25,3.2,3.5,3.299,2015-08-21,14.8,15.4,15.202,-11.903,0.0471,0.3373,91630.22,13.0,91000.0,-15473.9,76156.32
FUL,2015-06-23,2015-07-17,42.45,40.0,-0.0577,2015-06-23,0.05,4.8,1.618,2015-07-17,0.0,0.3,0.201,1.417,0.0404,0.8114,91630.22,23.0,92000.0,3259.1,94889.32
APOL,2015-06-23,2015-07-17,16.76,16.0,-0.0453,2015-06-23,0.79,0.85,0.81,2015-07-17,2.25,2.4,2.351,-1.541,0.0506,1.0968,91630.22,57.0,91200.0,-8783.7,82846.52
TRN,2015-06-23,2015-07-31,30.02,29.5,-0.0173,2015-06-23,1.05,1.35,1.149,2015-07-31,0.0,0.35,0.234,0.915,0.0389,0.4355,91630.22,31.0,91450.0,2836.5,94466.72
MAT,2015-06-23,2015-07-17,26.9,26.0,-0.0335,2015-06-23,0.45,0.5,0.467,2015-07-17,1.55,1.8,1.718,-1.251,0.018,0.3068,91630.22,35.0,91000.0,-4378.5,87251.72
RES,2015-06-23,2015-07-17,14.31,14.0,-0.0217,2015-06-23,0.3,0.45,0.35,2015-07-17,1.6,2.0,1.868,-1.5180000000000002,0.025,0.4483,91630.22,65.0,91000.0,-9867.0,81763.22
WFM,2015-06-23,2015-07-31,41.23,40.5,-0.0177,2015-06-23,1.11,1.28,1.166,2015-07-31,3.75,4.25,4.085,-2.919,0.0288,0.3086,91630.22,23.0,93150.0,-6713.7,84916.52
SNDK,2015-06-24,2015-07-31,64.29,63.0,-0.0201,2015-06-24,2.42,2.54,2.46,2015-07-31,2.77,2.86,2.83,-0.3700000000000001,0.039,0.451,91630.22,15.0,94500.0,-555.0,91075.22
NUS,2015-06-23,2015-07-31,49.13,48.0,-0.023,2015-06-23,1.3,2.0,1.531,2015-07-31,6.6,9.5,8.543,-7.012,0.0319,0.3465,91630.22,19.0,91200.0,-13322.8,78307.42
BBBY,2015-06-23,2015-07-31,70.7,69.5,-0.017,2015-06-23,1.76,2.23,1.915,2015-07-31,3.85,4.4,4.219,-2.3040000000000003,0.0276,0.2942,91630.22,13.0,90350.0,-2995.2,88635.02
WYNN,2015-06-23,2015-07-31,99.25,97.5,-0.0176,2015-06-23,3.25,3.5,3.333,2015-07-31,0.0,0.1,0.067,3.266,0.0342,0.3752,91630.22,9.0,87750.0,2939.4,94569.62
DECK,2015-06-23,2015-07-31,75.59,74.0,-0.021,2015-06-23,1.6,3.7,2.293,2015-07-31,0.8,1.95,1.571,0.7220000000000002,0.031,0.3354,91630.22,12.0,88800.0,866.4,92496.62
AAL,2015-06-23,2015-07-31,42.89,42.0,-0.0208,2015-06-23,1.61,1.67,1.63,2015-07-31,1.88,1.92,1.907,-0.27700000000000014,0.0388,0.4342,91630.22,22.0,92400.0,-609.4,91020.82
PPC,2015-06-23,2015-07-17,25.54,25.0,-0.0211,2015-06-23,0.45,0.6,0.5,2015-07-17,3.2,3.7,3.535,-3.035,0.02,0.3459,91630.22,37.0,92500.0,-11229.5,80400.72
ISRG,2015-06-23,2015-07-31,499.68,490.0,-0.0194,2015-06-23,14.1,17.0,15.057,2015-07-31,0.0,0.05,0.034,15.023,0.0307,0.3317,91630.22,2.0,98000.0,3004.6,94634.82
