ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
USG,111318.0,1998-09-21,1998-10-17,46.28,45.0,-0.0277,1998-09-21,1.0625,1.3125,1.145,1998-10-17,1.0625,1.375,1.272,-0.127,0.0254,0.4152,49596.75,11.0,49500.0,-139.7,49457.05
STBI,8490.0,1998-09-21,1998-10-17,6.06,5.0,-0.1749,1998-09-21,0.0625,0.25,0.124,1998-10-17,0.0,0.1875,0.126,-0.0020000000000000018,0.0248,0.4038,49596.75,99.0,49500.0,-19.8,49576.95
AVNT,101813.0,1998-09-21,1998-10-17,13.34,12.5,-0.063,1998-09-21,0.75,1.0,0.833,1998-10-17,0.0,0.0625,0.042,0.7909999999999999,0.0666,1.4418,49596.75,40.0,50000.0,3164.0,52760.75
MAIR,107462.0,1998-09-21,1998-10-17,18.44,17.5,-0.051,1998-09-21,0.875,1.125,0.958,1998-10-17,4.25,5.0,4.753,-3.795,0.0547,1.0905,49596.75,28.0,49000.0,-10626.0,38970.75
DAL,103757.0,1998-09-30,1998-10-17,99.97,95.0,-0.0497,1998-09-30,2.5625,2.9375,2.686,1998-10-17,0.0,0.0625,0.042,2.644,0.0283,0.8057,49596.75,5.0,47500.0,1322.0,50918.75
VECO,111642.0,1998-09-21,1998-10-17,26.81,25.0,-0.0675,1998-09-21,1.875,2.0,1.916,1998-10-17,0.0625,0.3125,0.23,1.686,0.0766,1.7786,49596.75,20.0,50000.0,3372.0,52968.75
GNCI,7687.0,1998-09-21,1998-10-17,11.16,10.0,-0.1039,1998-09-21,0.3125,0.5625,0.395,1998-10-17,0.0,0.0625,0.042,0.35300000000000004,0.0395,0.7098,49596.75,50.0,50000.0,1765.0,51361.75
PMRY,109098.0,1998-09-22,1998-10-17,11.56,10.0,-0.1349,1998-09-22,0.3125,0.5,0.374,1998-10-17,0.0,0.25,0.168,0.206,0.0374,0.6968,49596.75,50.0,50000.0,1030.0,50626.75
OLN,108425.0,1998-09-21,1998-10-17,28.94,25.0,-0.1361,1998-09-21,0.0625,0.3125,0.145,1998-10-17,0.0,0.25,0.168,-0.02300000000000002,0.0058,0.0834,49596.75,20.0,50000.0,-46.0,49550.75
ANDW,101549.0,1998-09-29,1998-10-17,13.75,12.5,-0.0909,1998-09-29,0.125,0.3125,0.187,1998-10-17,0.0,0.1875,0.126,0.061,0.015,0.3469,49596.75,40.0,50000.0,244.0,49840.75
CDT,102589.0,1998-09-21,1998-10-17,13.0,12.5,-0.0385,1998-09-21,0.5625,0.8125,0.645,1998-10-17,0.25,0.3125,0.292,0.35300000000000004,0.0516,1.007,49596.75,40.0,50000.0,1412.0,51008.75
ANV,5549.0,1998-09-22,1998-10-17,31.88,30.0,-0.059,1998-09-22,0.75,1.0,0.833,1998-10-17,0.9375,1.1875,1.105,-0.272,0.0278,0.4842,49596.75,17.0,51000.0,-462.4,49134.35
ELY,102632.0,1998-09-21,1998-10-17,10.78,10.0,-0.0724,1998-09-21,0.3125,0.5625,0.395,1998-10-17,0.0,0.25,0.168,0.227,0.0395,0.7098,49596.75,50.0,50000.0,1135.0,50731.75
AOS,110244.0,1998-09-21,1998-10-17,21.78,20.0,-0.0817,1998-09-21,0.125,0.375,0.208,1998-10-17,1.875,2.125,2.042,-1.8339999999999999,0.0104,0.154,49596.75,25.0,50000.0,-4585.0,45011.75
PHB,5724.0,1998-09-23,1998-10-17,32.03,30.0,-0.0634,1998-09-23,0.9375,1.0625,0.979,1998-10-17,4.875,5.25,5.126,-4.147,0.0326,0.618,49596.75,17.0,51000.0,-7049.9,42546.85
RBK,109528.0,1998-09-21,1998-10-17,13.53,12.5,-0.0761,1998-09-21,0.1875,0.4375,0.27,1998-10-17,0.0,0.25,0.168,0.10200000000000001,0.0216,0.3443,49596.75,40.0,50000.0,408.0,50004.75
SMRT,110502.0,1998-09-21,1998-10-17,8.03,7.5,-0.066,1998-09-21,0.3125,0.5,0.374,1998-10-17,0.5625,0.6875,0.646,-0.272,0.0499,0.9625,49596.75,66.0,49500.0,-1795.2,47801.55
SANM,109906.0,1998-09-21,1998-10-17,26.25,25.0,-0.0476,1998-09-21,1.5,1.6875,1.562,1998-10-17,0.0,0.125,0.084,1.478,0.0625,1.315,49596.75,20.0,50000.0,2956.0,52552.75
SII,110248.0,1998-09-21,1998-10-17,24.69,22.5,-0.0887,1998-09-21,1.0625,1.3125,1.145,1998-10-17,0.0,0.25,0.168,0.977,0.0509,0.9886,49596.75,22.0,49500.0,2149.4,51746.15
CR,103498.0,1998-09-21,1998-10-17,26.0,25.0,-0.0385,1998-09-21,0.5625,0.8125,0.645,1998-10-17,0.0,0.25,0.168,0.477,0.0258,0.4229,49596.75,20.0,50000.0,954.0,50550.75
MAN,107204.0,1998-09-30,1998-10-17,20.88,20.0,-0.0421,1998-09-30,0.5625,0.75,0.624,1998-10-17,0.0,0.1875,0.126,0.498,0.0312,0.9167,49596.75,25.0,50000.0,1245.0,50841.75
