ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
C,5191.0,1998-03-03,1998-03-21,39.13,37.5,-0.0417,1998-03-03,0.1875,0.375,0.249,1998-03-21,0.0,0.0625,0.042,0.207,0.0066,0.1406,57778.45750000001,15.0,56250.0,310.5,58088.95750000001
PRCP,108896.0,1998-02-23,1998-03-21,21.44,20.0,-0.0672,1998-02-23,0.375,0.5,0.416,1998-03-21,0.0,0.125,0.084,0.33199999999999996,0.0208,0.3298,57778.45750000001,29.0,58000.0,962.8,58741.257500000014
LANC,106813.0,1998-02-23,1998-03-21,41.69,40.0,-0.0405,1998-02-23,0.375,0.5625,0.437,1998-03-21,0.0,0.1875,0.126,0.311,0.0109,0.162,57778.45750000001,14.0,56000.0,435.4,58213.85750000001
INVX,106133.0,1998-02-25,1998-03-21,22.94,22.5,-0.0192,1998-02-25,1.0625,1.125,1.083,1998-03-21,1.375,1.4375,1.417,-0.3340000000000001,0.0481,1.0232,57778.45750000001,26.0,58500.0,-868.4,56910.05750000001
AMAT,101610.0,1998-03-04,1998-03-21,35.45,32.5,-0.0832,1998-03-04,0.25,0.4375,0.312,1998-03-21,0.0,0.0625,0.042,0.27,0.0096,0.2242,57778.45750000001,18.0,58500.0,486.0,58264.45750000001
COMR,5208.0,1998-02-23,1998-03-21,27.75,26.625,-0.0405,1998-02-23,0.5625,0.75,0.624,1998-03-21,0.0,0.1875,0.126,0.498,0.0234,0.3775,57778.45750000001,22.0,58575.0,1095.6,58874.05750000001
KWP,5528.0,1998-02-23,1998-03-21,27.06,25.0,-0.0761,1998-02-23,0.1875,0.4375,0.27,1998-03-21,0.0,0.25,0.168,0.10200000000000001,0.0108,0.1604,57778.45750000001,23.0,57500.0,234.6,58013.05750000001
RGC,5775.0,1998-02-23,1998-03-21,20.78,20.0,-0.0375,1998-02-23,0.3125,0.5625,0.395,1998-03-21,0.0,0.25,0.168,0.227,0.0198,0.3119,57778.45750000001,29.0,58000.0,658.3,58436.757500000014
BBX,102001.0,1998-02-23,1998-03-21,13.25,12.5,-0.0566,1998-02-23,0.25,0.375,0.291,1998-03-21,0.0,0.125,0.084,0.20699999999999996,0.0233,0.3756,57778.45750000001,46.0,57500.0,952.2,58730.65750000001
ROP,109699.0,1998-02-23,1998-03-21,28.59,27.5,-0.0381,1998-02-23,1.0625,1.3125,1.145,1998-03-21,0.375,0.5,0.459,0.6859999999999999,0.0416,0.7583,57778.45750000001,21.0,57750.0,1440.6,59219.05750000001
CPQ,103282.0,1998-02-23,1998-03-21,34.72,32.5,-0.0639,1998-02-23,0.5625,0.6875,0.604,1998-03-21,9.25,9.375,9.334,-8.73,0.0186,0.2907,57778.45750000001,18.0,58500.0,-15714.0,42064.45750000001
EFII,104239.0,1998-02-24,1998-03-21,19.31,17.5,-0.0937,1998-02-24,0.375,0.5,0.416,1998-03-21,0.0,0.0625,0.042,0.374,0.0238,0.4031,57778.45750000001,33.0,57750.0,1234.2,59012.65750000001
