ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
CATP,102651.0,1999-03-22,1999-04-17,11.81,10.0,-0.1533,1999-03-22,0.3125,0.5625,0.395,1999-04-17,0.0,0.125,0.084,0.311,0.0395,0.7098,51655.67849999998,52.0,52000.0,1617.2,53272.87849999998
WIRE,104313.0,1999-03-26,1999-04-17,8.03,7.5,-0.066,1999-03-26,0.3125,0.5625,0.395,1999-04-17,0.0,0.25,0.168,0.227,0.0527,1.3173,51655.67849999998,69.0,51750.0,1566.3,53221.97849999998
NRL,8317.0,1999-03-22,1999-04-17,12.91,12.5,-0.0318,1999-03-22,1.0,1.25,1.083,1999-04-17,0.0,0.125,0.084,0.999,0.0866,2.1581,51655.67849999998,41.0,51250.0,4095.9,55751.57849999998
PMRY,109098.0,1999-03-30,1999-04-17,12.47,10.0,-0.1981,1999-03-30,0.0625,0.25,0.124,1999-04-17,0.0,0.25,0.168,-0.04400000000000001,0.0124,0.2795,51655.67849999998,52.0,52000.0,-228.8,51426.87849999998
VMC,111822.0,1999-03-22,1999-04-17,43.66,40.0,-0.0838,1999-03-22,0.25,0.4375,0.312,1999-04-17,0.0,0.1875,0.126,0.186,0.0078,0.1136,51655.67849999998,13.0,52000.0,241.8,51897.47849999998
UTR,5979.0,1999-03-22,1999-04-17,12.34,10.0,-0.1896,1999-03-22,0.1875,0.4375,0.27,1999-04-17,0.0,0.25,0.168,0.10200000000000001,0.027,0.4461,51655.67849999998,52.0,52000.0,530.4,52186.07849999998
JLG,106508.0,1999-03-29,1999-04-17,13.0,12.5,-0.0385,1999-03-29,0.25,0.4375,0.312,1999-04-17,0.0,0.1875,0.126,0.186,0.025,0.5966,51655.67849999998,41.0,51250.0,762.6,52418.27849999998
LCE,5561.0,1999-03-22,1999-04-17,27.25,25.0,-0.0826,1999-03-22,0.25,0.5,0.333,1999-04-17,0.0,0.25,0.168,0.165,0.0133,0.2007,51655.67849999998,21.0,52500.0,346.5,52002.17849999998
PAIR,7935.0,1999-03-23,1999-04-17,9.06,7.5,-0.1722,1999-03-23,0.1875,0.375,0.249,1999-04-17,0.0,0.25,0.168,0.08099999999999999,0.0332,0.6005,51655.67849999998,69.0,51750.0,558.9,52214.57849999998
ANDW,101549.0,1999-03-22,1999-04-17,11.56,10.0,-0.1349,1999-03-22,0.0625,0.1875,0.104,1999-04-17,0.0,0.0625,0.042,0.06199999999999999,0.0104,0.154,51655.67849999998,52.0,52000.0,322.4,51978.07849999998
COHU,103147.0,1999-03-22,1999-04-17,23.59,22.5,-0.0462,1999-03-22,0.75,1.0,0.833,1999-04-17,0.0,0.3125,0.209,0.624,0.037,0.6538,51655.67849999998,23.0,51750.0,1435.2,53090.87849999998
