ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EFX,104411.0,1996-03-18,1996-04-20,20.13,20.0,-0.0065,1996-03-18,0.5,0.75,0.583,1996-04-20,0.0,0.25,0.168,0.4149999999999999,0.0291,0.3674,51261.832500000004,26.0,52000.0,1079.0,52340.832500000004
TXN,110972.0,1996-03-25,1996-04-20,50.88,50.0,-0.0173,1996-03-25,1.75,1.875,1.791,1996-04-20,0.0,0.0625,0.042,1.7489999999999999,0.0358,0.6275,51261.832500000004,10.0,50000.0,1749.0,53010.832500000004
SWY,109854.0,1996-03-18,1996-04-20,27.56,25.0,-0.0929,1996-03-18,0.1875,0.3125,0.229,1996-04-20,0.0,0.0625,0.042,0.187,0.0092,0.1051,51261.832500000004,21.0,52500.0,392.7,51654.5325
NKE,108161.0,1996-03-18,1996-04-20,79.19,75.0,-0.0529,1996-03-18,1.1875,1.4375,1.27,1996-04-20,0.0625,0.1875,0.146,1.124,0.0169,0.2006,51261.832500000004,7.0,52500.0,786.8,52048.63250000001
ARW,101675.0,1996-03-18,1996-04-20,47.06,45.0,-0.0438,1996-03-18,1.0625,1.3125,1.145,1996-04-20,0.0625,0.1875,0.146,0.999,0.0254,0.3147,51261.832500000004,11.0,49500.0,1098.9,52360.732500000006
CLE,103074.0,1996-03-18,1996-04-20,17.75,16.625,-0.0634,1996-03-18,0.3125,0.5625,0.395,1996-04-20,0.0,0.1875,0.126,0.269,0.0238,0.2925,51261.832500000004,31.0,51537.5,833.9,52095.732500000006
ZBRA,112219.0,1996-03-26,1996-04-20,27.5,25.0,-0.0909,1996-03-26,0.3125,0.5625,0.395,1996-04-20,5.5,6.0,5.835,-5.4399999999999995,0.0158,0.2533,51261.832500000004,21.0,52500.0,-11424.0,39837.832500000004
PNU,5983.0,1996-03-18,1996-04-20,41.5,40.0,-0.0361,1996-03-18,0.625,0.875,0.708,1996-04-20,0.375,0.5625,0.501,0.20699999999999996,0.0177,0.2109,51261.832500000004,13.0,52000.0,269.1,51530.9325
SEG,5828.0,1996-03-18,1996-04-20,59.63,55.0,-0.0776,1996-03-18,1.6875,1.9375,1.77,1996-04-20,0.0,0.0625,0.042,1.728,0.0322,0.413,51261.832500000004,9.0,49500.0,1555.2,52817.0325
IC,7217.0,1996-03-18,1996-04-20,27.69,26.625,-0.0385,1996-03-18,0.25,0.375,0.291,1996-04-20,0.0,0.125,0.084,0.20699999999999996,0.0109,0.1255,51261.832500000004,19.0,50587.5,393.3,51655.13250000001
EFII,104239.0,1996-03-18,1996-04-20,42.88,40.0,-0.0672,1996-03-18,1.4375,1.6875,1.52,1996-04-20,0.0,0.25,0.168,1.352,0.038,0.5021,51261.832500000004,13.0,52000.0,1757.6,53019.4325
