ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
REY,109620.0,1996-12-23,1997-07-19,25.56,25.0,-0.0219,1996-12-23,1.5625,1.8125,1.645,1997-07-19,1.375,1.625,1.543,0.10200000000000009,0.0658,0.1166,37215.11,15.0,37500.0,153.0,37368.11
SIE,110146.0,1996-12-31,1997-01-18,24.56,22.5,-0.0839,1996-12-31,0.0625,0.1875,0.104,1997-01-18,0.0625,0.1875,0.146,-0.041999999999999996,0.0046,0.0961,37215.11,17.0,38250.0,-71.4,37143.71
BGG,102339.0,1996-12-23,1997-01-18,42.81,40.0,-0.0656,1996-12-23,0.125,0.25,0.166,1997-01-18,0.0,0.125,0.084,0.082,0.0042,0.0597,37215.11,9.0,36000.0,73.8,37288.91
GSNX,105133.0,1996-12-23,1997-01-18,12.38,10.0,-0.1922,1996-12-23,0.0625,0.3125,0.145,1997-01-18,0.375,0.625,0.542,-0.397,0.0145,0.2206,37215.11,37.0,37000.0,-1468.9,35746.21
HELX,105671.0,1996-12-23,1997-01-18,29.88,25.0,-0.1633,1996-12-23,0.1875,0.3125,0.229,1997-01-18,0.0625,0.25,0.188,0.04100000000000001,0.0092,0.1352,37215.11,15.0,37500.0,61.5,37276.61
AMAT,101610.0,1996-12-23,1997-01-18,36.0,35.0,-0.0278,1996-12-23,1.1875,1.4375,1.27,1997-01-18,0.75,0.9375,0.876,0.394,0.0363,0.6384,37215.11,11.0,38500.0,433.4,37648.51
GLK,105384.0,1996-12-23,1997-01-18,45.94,45.0,-0.0205,1996-12-23,0.75,0.9375,0.812,1997-01-18,0.375,0.5,0.459,0.35300000000000004,0.018,0.2802,37215.11,8.0,36000.0,282.4,37497.51
IDTI,106190.0,1996-12-23,1997-01-18,13.44,12.5,-0.0699,1996-12-23,0.4375,0.5625,0.479,1997-01-18,0.25,0.3125,0.292,0.187,0.0383,0.6827,37215.11,30.0,37500.0,561.0,37776.11
IBP,105880.0,1996-12-23,1997-01-18,23.81,22.5,-0.055,1996-12-23,0.0625,0.1875,0.104,1997-01-18,0.0,0.125,0.084,0.01999999999999999,0.0046,0.0656,37215.11,17.0,38250.0,34.0,37249.11
CMOS,103512.0,1996-12-23,1997-01-18,21.81,20.0,-0.083,1996-12-23,0.625,0.8125,0.687,1997-01-18,1.0,1.1875,1.126,-0.43899999999999983,0.0344,0.5973,37215.11,19.0,38000.0,-834.1,36381.01
