ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
REY,109620.0,1997-10-01,1997-10-18,20.09,17.5,-0.1289,1997-10-01,0.125,0.25,0.166,1997-10-18,0.0,0.25,0.168,-0.0020000000000000018,0.0095,0.2217,23521.58,13.0,22750.0,-2.6,23518.980000000003
DG,103906.0,1997-09-23,1997-10-18,36.97,36.0,-0.0262,1997-09-23,0.6875,0.9375,0.77,1997-10-18,3.0,3.375,3.251,-2.481,0.0214,0.3565,23521.58,7.0,25200.0,-1736.7,21784.88
CPB,102660.0,1997-09-22,1997-10-18,49.88,47.5,-0.0477,1997-09-22,0.75,0.875,0.791,1997-10-18,0.0,0.0625,0.042,0.749,0.0167,0.2577,23521.58,5.0,23750.0,374.5,23896.08
APCC,101426.0,1997-09-22,1997-10-18,26.69,25.0,-0.0633,1997-09-22,0.625,0.8125,0.687,1997-10-18,0.0,0.0625,0.042,0.645,0.0275,0.4559,23521.58,9.0,22500.0,580.5,24102.08
AMAT,101610.0,1997-09-22,1997-10-18,99.59,95.0,-0.0461,1997-09-22,3.125,3.5,3.249,1997-10-18,0.125,0.3125,0.251,2.998,0.0342,0.593,23521.58,2.0,19000.0,599.6,24121.18
SIE,110146.0,1997-09-22,1997-10-18,36.75,35.0,-0.0476,1997-09-22,0.625,0.875,0.708,1997-10-18,0.0625,0.25,0.188,0.52,0.0202,0.319,23521.58,7.0,24500.0,364.0,23885.58
CPQ,103282.0,1997-09-22,1997-10-18,78.47,75.0,-0.0442,1997-09-22,2.875,3.125,2.958,1997-10-18,5.125,5.375,5.293,-2.335,0.0394,0.7076,23521.58,3.0,22500.0,-700.5,22821.08
NATR,107972.0,1997-09-22,1997-10-18,23.63,22.5,-0.0478,1997-09-22,0.1875,0.4375,0.27,1997-10-18,0.0,0.1875,0.126,0.14400000000000002,0.012,0.1796,23521.58,10.0,22500.0,144.0,23665.58
LNCR,106970.0,1997-09-22,1997-10-18,52.63,50.0,-0.05,1997-09-22,0.9375,1.0625,0.979,1997-10-18,0.0,0.25,0.168,0.8109999999999999,0.0196,0.3083,23521.58,5.0,25000.0,405.5,23927.08
LLY,106967.0,1997-09-22,1997-10-18,118.56,115.0,-0.03,1997-09-22,2.625,3.0,2.749,1997-10-18,0.0,0.0625,0.042,2.7070000000000003,0.0239,0.3868,23521.58,2.0,23000.0,541.4,24062.980000000003
G,105244.0,1997-09-22,1997-10-18,87.69,85.0,-0.0307,1997-09-22,1.875,1.9375,1.896,1997-10-18,0.0,0.0625,0.042,1.8539999999999999,0.0223,0.3571,23521.58,3.0,25500.0,556.2,24077.780000000002
SGP,109954.0,1997-09-22,1997-10-18,51.38,50.0,-0.0269,1997-09-22,0.6875,0.9375,0.77,1997-10-18,0.0,0.0625,0.042,0.728,0.0154,0.2357,23521.58,5.0,25000.0,364.0,23885.58
