ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
ENCD,104304.0,1996-07-31,1996-08-17,24.81,22.5,-0.0931,1996-07-31,0.75,0.875,0.791,1996-08-17,0.0625,0.1875,0.146,0.645,0.0352,1.0805,20105.97,9.0,20250.0,580.5,20686.47
NDSN,108184.0,1996-07-22,1996-08-17,51.25,50.0,-0.0244,1996-07-22,0.3125,0.9375,0.519,1996-08-17,0.0,0.25,0.168,0.351,0.0104,0.154,20105.97,4.0,20000.0,140.4,20246.370000000003
CPWR,103307.0,1996-07-22,1996-08-17,36.75,35.0,-0.0476,1996-07-22,2.0625,2.4375,2.186,1996-08-17,0.8125,1.0625,0.98,1.206,0.0625,1.315,20105.97,6.0,21000.0,723.6,20829.57
REY,109620.0,1996-07-22,1996-08-17,45.81,45.0,-0.0177,1996-07-22,1.125,1.375,1.208,1996-08-17,0.0,0.1875,0.126,1.0819999999999999,0.0268,0.4422,20105.97,4.0,18000.0,432.8,20538.77
KSS,106723.0,1996-07-22,1996-08-17,31.44,30.0,-0.0458,1996-07-22,0.5,0.75,0.583,1996-08-17,0.125,0.375,0.293,0.29,0.0194,0.3048,20105.97,7.0,21000.0,203.0,20308.97
DG,103906.0,1996-07-30,1996-08-17,26.13,22.5,-0.1389,1996-07-30,0.0625,0.3125,0.145,1996-08-17,0.0,0.25,0.168,-0.02300000000000002,0.0064,0.1361,20105.97,9.0,20250.0,-20.7,20085.27
RXSD,7834.0,1996-07-22,1996-08-17,28.0,25.0,-0.1071,1996-07-22,0.625,0.875,0.708,1996-08-17,0.125,0.3125,0.251,0.45699999999999996,0.0283,0.4717,20105.97,8.0,20000.0,365.6,20471.57
CCL,102752.0,1996-07-24,1996-08-17,25.19,25.0,-0.0075,1996-07-24,0.25,0.5,0.333,1996-08-17,0.25,0.5,0.418,-0.08499999999999996,0.0133,0.2192,20105.97,8.0,20000.0,-68.0,20037.97
TMB,5908.0,1996-07-22,1996-08-17,38.25,35.0,-0.085,1996-07-22,0.25,0.5,0.333,1996-08-17,0.0625,0.3125,0.23,0.10300000000000001,0.0095,0.1399,20105.97,6.0,21000.0,61.8,20167.77
MXIM,107289.0,1996-07-22,1996-08-17,23.38,22.5,-0.0376,1996-07-22,1.125,1.375,1.208,1996-08-17,0.125,0.375,0.293,0.915,0.0537,1.0632,20105.97,9.0,20250.0,823.5,20929.47
NKE,108161.0,1996-07-22,1996-08-17,99.88,95.0,-0.0489,1996-07-22,1.6875,1.9375,1.77,1996-08-17,0.0,0.0625,0.042,1.728,0.0186,0.2907,20105.97,2.0,19000.0,345.6,20451.57
TXN,110972.0,1996-07-23,1996-08-17,42.63,40.0,-0.0617,1996-07-23,0.75,0.875,0.791,1996-08-17,0.0,0.0625,0.042,0.749,0.0198,0.3262,20105.97,5.0,20000.0,374.5,20480.47
LLY,106967.0,1996-07-22,1996-08-17,57.19,55.0,-0.0383,1996-07-22,0.8125,1.0625,0.895,1996-08-17,0.0,0.25,0.168,0.727,0.0163,0.2509,20105.97,4.0,22000.0,290.8,20396.77
PPD,109146.0,1996-07-22,1996-08-17,12.63,10.0,-0.2082,1996-07-22,0.25,0.375,0.291,1996-08-17,0.5,0.75,0.668,-0.37700000000000006,0.0291,0.4876,20105.97,20.0,20000.0,-754.0,19351.97
CAMP,102617.0,1996-07-22,1996-08-17,15.88,15.0,-0.0554,1996-07-22,1.25,1.3125,1.271,1996-08-17,6.875,7.375,7.21,-5.939,0.0847,2.0825,20105.97,13.0,19500.0,-7720.7,12385.27
QHGI,109393.0,1996-07-22,1996-08-17,24.19,22.5,-0.0699,1996-07-22,0.1875,0.3125,0.229,1996-08-17,0.0,0.125,0.084,0.14500000000000002,0.0102,0.1509,20105.97,9.0,20250.0,130.5,20236.47
ASPT,101714.0,1996-07-22,1996-08-17,41.0,35.0,-0.1463,1996-07-22,0.4375,0.9375,0.603,1996-08-17,0.0625,0.4375,0.314,0.289,0.0172,0.2663,20105.97,6.0,21000.0,173.4,20279.370000000003
ORCL,108505.0,1996-07-22,1996-08-17,36.81,35.0,-0.0492,1996-07-22,0.75,0.875,0.791,1996-08-17,0.0,0.125,0.084,0.7070000000000001,0.0226,0.3627,20105.97,6.0,21000.0,424.2,20530.170000000002
GAL,5389.0,1996-07-22,1996-08-17,24.25,22.5,-0.0722,1996-07-22,0.5625,0.6875,0.604,1996-08-17,0.3125,0.4375,0.396,0.20799999999999996,0.0268,0.4422,20105.97,9.0,20250.0,187.2,20293.170000000002
CYE,6203.0,1996-07-26,1996-08-17,16.94,15.0,-0.1145,1996-07-26,0.1875,0.375,0.249,1996-08-17,0.0625,0.25,0.188,0.061,0.0166,0.3092,20105.97,13.0,19500.0,79.3,20185.27
CAR,102764.0,1996-07-29,1996-08-17,10.94,10.0,-0.0859,1996-07-29,0.125,0.375,0.208,1996-08-17,0.0,0.0625,0.042,0.16599999999999998,0.0208,0.4771,20105.97,20.0,20000.0,332.0,20437.97
HRB,102244.0,1996-07-31,1996-08-17,25.56,25.0,-0.0219,1996-07-31,0.3125,0.5625,0.395,1996-08-17,0.0,0.25,0.168,0.227,0.0158,0.3937,20105.97,8.0,20000.0,181.6,20287.57
