end_date,market_value
1996-01-01,1000000
1996-01-24,1006037.87
1996-02-18,1019077.21
1996-03-17,1024229.12
1996-04-21,1026685.88
1996-05-23,1043587.64
1996-06-23,1016899.71
1996-07-21,987030.4299999999
1996-08-18,1003315.5399999999
1996-09-23,1020200.44
1996-10-20,1028912.32
