ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EFX,104411.0,1996-03-18,1996-04-20,20.13,20.0,-0.0065,1996-03-18,0.5,0.75,0.583,1996-04-20,0.0,0.25,0.168,0.4149999999999999,0.0291,0.3674,51211.456000000006,26.0,52000.0,1079.0,52290.456000000006
TXN,110972.0,1996-03-25,1996-04-20,50.88,50.0,-0.0173,1996-03-25,1.75,1.875,1.791,1996-04-20,0.0,0.0625,0.042,1.7489999999999999,0.0358,0.6275,51211.456000000006,10.0,50000.0,1749.0,52960.456000000006
SWY,109854.0,1996-03-18,1996-04-20,27.56,25.0,-0.0929,1996-03-18,0.1875,0.3125,0.229,1996-04-20,0.0,0.0625,0.042,0.187,0.0092,0.1051,51211.456000000006,20.0,50000.0,374.0,51585.456000000006
NKE,108161.0,1996-03-18,1996-04-20,79.19,75.0,-0.0529,1996-03-18,1.1875,1.4375,1.27,1996-04-20,0.0625,0.1875,0.146,1.124,0.0169,0.2006,51211.456000000006,7.0,52500.0,786.8,51998.25600000001
ARW,101675.0,1996-03-18,1996-04-20,47.06,45.0,-0.0438,1996-03-18,1.0625,1.3125,1.145,1996-04-20,0.0625,0.1875,0.146,0.999,0.0254,0.3147,51211.456000000006,11.0,49500.0,1098.9,52310.35600000001
ZBRA,112219.0,1996-03-26,1996-04-20,27.5,25.0,-0.0909,1996-03-26,0.3125,0.5625,0.395,1996-04-20,5.5,6.0,5.835,-5.4399999999999995,0.0158,0.2533,51211.456000000006,20.0,50000.0,-10880.0,40331.456000000006
PNU,5983.0,1996-03-18,1996-04-20,41.5,40.0,-0.0361,1996-03-18,0.625,0.875,0.708,1996-04-20,0.375,0.5625,0.501,0.20699999999999996,0.0177,0.2109,51211.456000000006,13.0,52000.0,269.1,51480.556000000004
CPWR,103307.0,1996-03-18,1996-04-20,25.75,25.0,-0.0291,1996-03-18,1.1875,1.4375,1.27,1996-04-20,0.3125,0.5625,0.48,0.79,0.0508,0.717,51211.456000000006,20.0,50000.0,1580.0,52791.456000000006
BAY,7333.0,1996-03-26,1996-04-20,28.56,25.0,-0.1246,1996-03-26,0.75,0.875,0.791,1996-04-20,0.0,0.0625,0.042,0.749,0.0316,0.5652,51211.456000000006,20.0,50000.0,1498.0,52709.456000000006
SEG,5828.0,1996-03-18,1996-04-20,59.63,55.0,-0.0776,1996-03-18,1.6875,1.9375,1.77,1996-04-20,0.0,0.0625,0.042,1.728,0.0322,0.413,51211.456000000006,9.0,49500.0,1555.2,52766.656
ELY,102632.0,1996-03-18,1996-04-20,27.56,25.0,-0.0929,1996-03-18,0.3125,0.375,0.333,1996-04-20,0.0,0.1875,0.126,0.20700000000000002,0.0133,0.155,51211.456000000006,20.0,50000.0,414.0,51625.456000000006
CLX,103106.0,1996-03-18,1996-04-20,84.75,80.0,-0.056,1996-03-18,0.5,0.75,0.583,1996-04-20,0.625,0.875,0.793,-0.21000000000000008,0.0073,0.0826,51211.456000000006,6.0,48000.0,-126.0,51085.456000000006
BTL,5101.0,1996-03-18,1996-04-20,46.31,45.0,-0.0283,1996-03-18,0.625,0.875,0.708,1996-04-20,1.5,1.75,1.667,-0.9590000000000001,0.0157,0.1852,51211.456000000006,11.0,49500.0,-1054.9,50156.556000000004
IC,7217.0,1996-03-18,1996-04-20,27.69,26.625,-0.0385,1996-03-18,0.25,0.375,0.291,1996-04-20,0.0,0.125,0.084,0.20699999999999996,0.0109,0.1255,51211.456000000006,19.0,50587.5,393.3,51604.75600000001
EFII,104239.0,1996-03-18,1996-04-20,42.88,40.0,-0.0672,1996-03-18,1.4375,1.6875,1.52,1996-04-20,0.0,0.25,0.168,1.352,0.038,0.5021,51211.456000000006,13.0,52000.0,1757.6,52969.056000000004
KMB,106689.0,1996-03-18,1996-04-20,76.31,75.0,-0.0172,1996-03-18,1.0625,1.1875,1.104,1996-04-20,5.0,5.375,5.251,-4.147,0.0147,0.1726,51211.456000000006,7.0,52500.0,-2902.9,48308.556000000004
