ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
BKE,102395.0,2000-07-26,2000-08-19,13.69,12.5,-0.0869,2000-07-26,0.25,0.375,0.291,2000-08-19,0.0,0.1875,0.126,0.16499999999999998,0.0233,0.4127,59803.907999999974,48.0,60000.0,792.0,60595.907999999974
ANF,100974.0,2000-07-26,2000-08-19,14.28,12.5,-0.1246,2000-07-26,0.375,0.5,0.416,2000-08-19,0.0,0.125,0.084,0.33199999999999996,0.0333,0.6345,59803.907999999974,48.0,60000.0,1593.6,61397.50799999997
FOSL,104964.0,2000-07-28,2000-08-19,17.38,15.0,-0.1369,2000-07-28,0.125,0.375,0.208,2000-08-19,0.0,0.25,0.168,0.03999999999999998,0.0139,0.2534,59803.907999999974,40.0,60000.0,160.0,59963.907999999974
URBN,111512.0,2000-07-26,2000-08-19,10.66,10.0,-0.0619,2000-07-26,0.375,0.625,0.458,2000-08-19,0.5,0.8125,0.709,-0.25099999999999995,0.0458,0.9576,59803.907999999974,60.0,60000.0,-1506.0,58297.907999999974
TRN,111222.0,2000-07-26,2000-08-19,18.41,17.5,-0.0494,2000-07-26,0.125,0.375,0.208,2000-08-19,0.0,0.25,0.168,0.03999999999999998,0.0119,0.1942,59803.907999999974,34.0,59500.0,136.0,59939.907999999974
LAF,106797.0,2000-07-26,2000-08-19,21.56,20.0,-0.0724,2000-07-26,0.125,0.375,0.208,2000-08-19,0.0,0.25,0.168,0.03999999999999998,0.0104,0.1679,59803.907999999974,30.0,60000.0,120.0,59923.907999999974
VFC,111537.0,2000-08-01,2000-08-19,22.25,20.0,-0.1011,2000-08-01,0.0625,0.3125,0.145,2000-08-19,0.0,0.25,0.168,-0.02300000000000002,0.0072,0.1543,59803.907999999974,30.0,60000.0,-69.0,59734.907999999974
HRL,105800.0,2000-07-26,2000-08-19,16.28,15.0,-0.0786,2000-07-26,0.1875,0.4375,0.27,2000-08-19,0.0,0.25,0.168,0.10200000000000001,0.018,0.3068,59803.907999999974,40.0,60000.0,408.0,60211.907999999974
KSWS,106601.0,2000-07-26,2000-08-19,17.03,15.0,-0.1192,2000-07-26,0.3125,0.5625,0.395,2000-08-19,0.0,0.25,0.168,0.227,0.0263,0.4761,59803.907999999974,40.0,60000.0,908.0,60711.907999999974
KIDD,104856.0,2000-07-26,2000-08-19,10.84,10.0,-0.0775,2000-07-26,0.125,0.375,0.208,2000-08-19,0.0,0.25,0.168,0.03999999999999998,0.0208,0.3618,59803.907999999974,60.0,60000.0,240.0,60043.907999999974
NAV,107975.0,2000-07-26,2000-08-19,35.0,30.0,-0.1429,2000-07-26,0.5625,0.8125,0.645,2000-08-19,0.0,0.25,0.168,0.477,0.0215,0.3759,59803.907999999974,20.0,60000.0,954.0,60757.907999999974
DLX,103772.0,2000-07-26,2000-08-19,21.84,20.0,-0.0842,2000-07-26,0.3125,0.5625,0.395,2000-08-19,0.0,0.25,0.168,0.227,0.0198,0.3419,59803.907999999974,30.0,60000.0,681.0,60484.907999999974
ALK,101189.0,2000-07-28,2000-08-19,27.13,25.0,-0.0785,2000-07-28,0.875,1.125,0.958,2000-08-19,0.0,0.1875,0.126,0.832,0.0383,0.8497,59803.907999999974,24.0,60000.0,1996.8,61800.70799999998
