ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
NLS,103885.0,2003-08-04,2003-08-16,11.47,10.0,-0.1282,2003-08-04,0.05,0.15,0.083,2003-08-16,0.0,0.05,0.034,0.049,0.0083,0.2814,63872.219,64.0,64000.0,313.6,64185.818999999996
IGT,106293.0,2003-07-28,2003-08-16,26.12,23.75,-0.0907,2003-07-28,0.1,0.15,0.117,2003-08-16,0.0,0.05,0.034,0.083,0.0049,0.097,63872.219,27.0,64125.0,224.1,64096.318999999996
PHM,109297.0,2003-07-28,2003-08-16,62.34,55.0,-0.1177,2003-07-28,0.25,0.25,0.25,2003-08-16,0.0,0.05,0.034,0.216,0.0045,0.0888,63872.219,12.0,66000.0,259.2,64131.418999999994
PPD,109146.0,2003-07-29,2003-08-16,21.55,20.0,-0.0719,2003-07-29,0.4,0.45,0.417,2003-08-16,0.0,0.05,0.034,0.383,0.0209,0.5124,63872.219,32.0,64000.0,1225.6,65097.818999999996
WLP,111951.0,2003-07-28,2003-08-16,86.61,80.0,-0.0763,2003-07-28,0.35,0.45,0.383,2003-08-16,0.2,0.35,0.3,0.08300000000000002,0.0048,0.095,63872.219,8.0,64000.0,66.4,63938.619
MDC,107084.0,2003-07-28,2003-08-16,50.95,45.0,-0.1168,2003-07-28,0.1,0.25,0.15,2003-08-16,0.0,0.2,0.134,0.015999999999999986,0.0033,0.0644,63872.219,14.0,63000.0,22.4,63894.619
MO,108965.0,2003-08-01,2003-08-16,40.58,37.5,-0.0759,2003-08-01,0.2,0.25,0.217,2003-08-16,0.0,0.05,0.034,0.183,0.0058,0.1489,63872.219,17.0,63750.0,311.1,64183.318999999996
SUP,110642.0,2003-08-04,2003-08-16,42.44,40.0,-0.0575,2003-08-04,0.05,0.3,0.133,2003-08-16,0.0,0.25,0.168,-0.035,0.0033,0.1039,63872.219,16.0,64000.0,-56.0,63816.219
NUS,108275.0,2003-07-28,2003-09-20,10.8,10.0,-0.0741,2003-07-28,0.05,0.3,0.133,2003-09-20,0.0,0.25,0.168,-0.035,0.0133,0.0921,63872.219,64.0,64000.0,-224.0,63648.219
MTH,107452.0,2003-07-28,2003-08-16,45.7,45.0,-0.0153,2003-07-28,1.5,1.75,1.583,2003-08-16,1.15,1.4,1.317,0.266,0.0352,0.9261,63872.219,14.0,63000.0,372.4,64244.619
OSK,108553.0,2003-07-28,2003-08-16,66.03,60.0,-0.0913,2003-07-28,0.1,0.6,0.265,2003-08-16,0.0,0.25,0.168,0.097,0.0044,0.0867,63872.219,11.0,66000.0,106.7,63978.918999999994
UNH,111469.0,2003-07-28,2003-08-16,54.39,50.0,-0.0807,2003-07-28,0.2,0.35,0.249,2003-08-16,0.0,0.05,0.034,0.215,0.005,0.0991,63872.219,13.0,65000.0,279.5,64151.719
PIR,109006.0,2003-08-04,2003-08-16,17.79,17.5,-0.0163,2003-08-04,0.15,0.4,0.233,2003-08-16,0.0,0.25,0.168,0.065,0.0133,0.4864,63872.219,36.0,63000.0,234.0,64106.219
MGAM,107768.0,2003-07-28,2003-08-16,27.86,25.0,-0.1027,2003-07-28,0.25,0.45,0.316,2003-08-16,0.05,0.25,0.184,0.132,0.0126,0.2678,63872.219,26.0,65000.0,343.2,64215.418999999994
SHOO,107149.0,2003-07-28,2003-08-16,20.79,17.5,-0.1582,2003-07-28,0.05,0.3,0.133,2003-08-16,0.0,0.2,0.134,-0.0010000000000000009,0.0076,0.1543,63872.219,36.0,63000.0,-3.6,63868.619
