ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
AET,112507.0,2008-03-24,2008-04-19,43.61,40.0,-0.0828,2008-03-24,0.5,0.6,0.533,2008-04-19,0.0,0.05,0.034,0.499,0.0133,0.2007,49531.29,12.0,48000.0,598.8,50130.090000000004
CMI,103574.0,2008-03-25,2008-04-19,51.14,45.0,-0.1201,2008-03-25,0.5,0.6,0.533,2008-04-19,0.0,0.05,0.034,0.499,0.0118,0.184,49531.29,11.0,49500.0,548.9,50080.19
BBW,122114.0,2008-03-28,2008-04-19,9.11,7.5,-0.1767,2008-03-28,0.1,0.25,0.15,2008-04-19,0.0,0.05,0.034,0.11599999999999999,0.02,0.3827,49531.29,66.0,49500.0,765.6,50296.89
GLBL,105269.0,2008-03-28,2008-04-19,16.16,15.0,-0.0718,2008-03-28,0.2,0.3,0.233,2008-04-19,0.0,0.1,0.067,0.166,0.0155,0.2862,49531.29,33.0,49500.0,547.8,50079.090000000004
CAM,103399.0,2008-03-24,2008-04-19,40.17,35.0,-0.1287,2008-03-24,0.35,0.5,0.399,2008-04-19,0.0,0.05,0.034,0.365,0.0114,0.1699,49531.29,14.0,49000.0,511.0,50042.29
UNT,111405.0,2008-03-24,2008-04-19,53.5,50.0,-0.0654,2008-03-24,0.6,0.75,0.649,2008-04-19,0.0,0.05,0.034,0.615,0.013,0.1958,49531.29,10.0,50000.0,615.0,50146.29
AEO,101369.0,2008-03-24,2008-04-19,18.61,17.5,-0.0596,2008-03-24,0.55,0.65,0.583,2008-04-19,0.8,0.9,0.867,-0.28400000000000003,0.0333,0.5739,49531.29,28.0,49000.0,-795.2,48736.090000000004
CROX,125567.0,2008-03-24,2008-04-19,18.73,17.5,-0.0657,2008-03-24,1.05,1.25,1.116,2008-04-19,7.1,7.4,7.301,-6.1850000000000005,0.0638,1.3545,49531.29,28.0,49000.0,-17318.0,32213.29
JOSB,106573.0,2008-03-25,2008-04-19,22.69,20.0,-0.1186,2008-03-25,1.15,1.4,1.232,2008-04-19,0.0,0.05,0.034,1.198,0.0616,1.365,49531.29,25.0,50000.0,2995.0,52526.29
HUM,105833.0,2008-03-24,2008-04-19,46.48,40.0,-0.1394,2008-03-24,0.7,0.8,0.733,2008-04-19,0.0,0.05,0.034,0.699,0.0183,0.2854,49531.29,12.0,48000.0,838.8,50370.090000000004
KFY,106736.0,2008-03-26,2008-04-19,17.2,15.0,-0.1279,2008-03-26,0.15,0.35,0.216,2008-04-19,0.0,0.05,0.034,0.182,0.0144,0.2392,49531.29,33.0,49500.0,600.6,50131.89
CRDN,102888.0,2008-03-28,2008-04-19,32.72,30.0,-0.0831,2008-03-28,0.65,0.8,0.7,2008-04-19,0.0,0.05,0.034,0.6659999999999999,0.0233,0.4578,49531.29,17.0,51000.0,1132.2,50663.49
PKD,108767.0,2008-03-24,2008-04-19,5.68,5.0,-0.1197,2008-03-24,0.05,0.15,0.083,2008-04-19,0.0,0.05,0.034,0.049,0.0166,0.256,49531.29,99.0,49500.0,485.1,50016.39
IIIN,106168.0,2008-03-24,2008-04-19,11.71,10.0,-0.146,2008-03-24,0.15,0.3,0.2,2008-04-19,0.0,0.1,0.067,0.133,0.02,0.3155,49531.29,50.0,50000.0,665.0,50196.29
CONN,119434.0,2008-03-24,2008-04-19,13.88,12.5,-0.0994,2008-03-24,1.1,1.45,1.216,2008-04-19,0.0,0.1,0.067,1.149,0.0973,2.617,49531.29,40.0,50000.0,4596.0,54127.29
TZOO,116282.0,2008-03-24,2008-04-19,11.06,10.0,-0.0958,2008-03-24,0.1,0.45,0.216,2008-04-19,0.0,0.05,0.034,0.182,0.0216,0.3443,49531.29,50.0,50000.0,910.0,50441.29
LRCX,106808.0,2008-04-01,2008-04-19,39.84,35.0,-0.1215,2008-04-01,0.25,0.35,0.283,2008-04-19,0.0,0.05,0.034,0.24899999999999997,0.0081,0.1751,49531.29,14.0,49000.0,348.6,49879.89
HOG,105558.0,2008-03-24,2008-04-19,39.63,35.0,-0.1168,2008-03-24,0.35,0.45,0.383,2008-04-19,0.0,0.05,0.034,0.349,0.0109,0.162,49531.29,14.0,49000.0,488.6,50019.89
JCP,108849.0,2008-03-25,2008-04-19,43.2,40.0,-0.0741,2008-03-25,0.95,1.05,0.983,2008-04-19,0.0,0.05,0.034,0.949,0.0246,0.419,49531.29,12.0,48000.0,1138.8,50670.090000000004
CSGS,102567.0,2008-03-24,2008-04-19,11.29,10.0,-0.1143,2008-03-24,0.05,0.2,0.1,2008-04-19,0.0,0.1,0.067,0.033,0.01,0.1477,49531.29,50.0,50000.0,165.0,49696.29
RAIL,123548.0,2008-03-24,2008-04-19,35.66,30.0,-0.1587,2008-03-24,0.15,0.35,0.216,2008-04-19,0.0,0.05,0.034,0.182,0.0072,0.1044,49531.29,17.0,51000.0,309.4,49840.69
MSTR,107529.0,2008-03-24,2008-04-19,74.47,65.0,-0.1272,2008-03-24,0.75,0.9,0.8,2008-04-19,0.0,0.1,0.067,0.7330000000000001,0.0123,0.1844,49531.29,8.0,52000.0,586.4,50117.69
GVHR,110439.0,2008-03-24,2008-04-19,8.21,7.5,-0.0865,2008-03-24,0.2,0.6,0.332,2008-04-19,0.0,0.4,0.268,0.064,0.0443,0.8225,49531.29,66.0,49500.0,422.4,49953.69
WCG,121673.0,2008-03-24,2008-04-19,37.66,35.0,-0.0706,2008-03-24,2.05,2.3,2.132,2008-04-19,0.0,0.05,0.034,2.0980000000000003,0.0609,1.2672,49531.29,14.0,49000.0,2937.2,52468.49
GRA,105351.0,2008-03-24,2008-04-19,22.38,20.0,-0.1063,2008-03-24,0.8,0.9,0.833,2008-04-19,0.0,0.05,0.034,0.7989999999999999,0.0416,0.7583,49531.29,25.0,50000.0,1997.5,51528.79
UNH,111469.0,2008-03-24,2008-04-19,35.66,30.0,-0.1587,2008-03-24,0.15,0.25,0.183,2008-04-19,0.0,0.05,0.034,0.149,0.0061,0.0879,49531.29,17.0,51000.0,253.3,49784.590000000004
DSW,124062.0,2008-03-28,2008-04-19,13.26,12.5,-0.0573,2008-03-28,0.45,0.55,0.483,2008-04-19,0.0,0.05,0.034,0.44899999999999995,0.0386,0.8585,49531.29,40.0,50000.0,1796.0,51327.29
HRB,102244.0,2008-03-24,2008-04-19,21.47,20.0,-0.0685,2008-03-24,0.25,0.35,0.283,2008-04-19,0.0,0.05,0.034,0.24899999999999997,0.0141,0.2139,49531.29,25.0,50000.0,622.5,50153.79
CBK,103009.0,2008-03-24,2008-04-19,10.09,7.5,-0.2567,2008-03-24,0.05,0.15,0.083,2008-04-19,0.0,0.1,0.067,0.016,0.0111,0.1651,49531.29,66.0,49500.0,105.6,49636.89
