ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EME,104275.0,2009-09-21,2009-10-17,25.68,22.5,-0.1238,2009-09-21,0.15,0.35,0.216,2009-10-17,0.0,0.15,0.101,0.11499999999999999,0.0096,0.1414,35088.12,16.0,36000.0,184.0,35272.12
CMTL,103311.0,2009-09-21,2009-10-17,34.48,30.0,-0.1299,2009-09-21,0.45,0.55,0.483,2009-10-17,0.0,0.1,0.067,0.416,0.0161,0.2475,35088.12,12.0,36000.0,499.2,35587.32
RDC,109715.0,2009-09-21,2009-10-17,23.03,20.0,-0.1316,2009-09-21,0.2,0.25,0.217,2009-10-17,0.0,0.05,0.034,0.183,0.0109,0.162,35088.12,18.0,36000.0,329.4,35417.520000000004
DECK,103729.0,2009-09-21,2009-10-17,79.62,70.0,-0.1208,2009-09-21,0.75,0.85,0.783,2009-10-17,0.0,0.15,0.101,0.682,0.0112,0.1667,35088.12,5.0,35000.0,341.0,35429.12
DWSN,103718.0,2009-09-21,2009-10-17,27.48,25.0,-0.0902,2009-09-21,0.4,0.85,0.548,2009-10-17,0.0,0.1,0.067,0.48100000000000004,0.0219,0.3498,35088.12,14.0,35000.0,673.4,35761.520000000004
GLF,105462.0,2009-09-25,2009-10-17,31.78,30.0,-0.056,2009-09-25,0.5,0.65,0.55,2009-10-17,0.0,0.1,0.067,0.48300000000000004,0.0183,0.3455,35088.12,12.0,36000.0,579.6,35667.72
CPX,126703.0,2009-09-21,2009-10-17,11.05,10.0,-0.095,2009-09-21,0.2,0.4,0.266,2009-10-17,0.0,0.1,0.067,0.199,0.0266,0.4383,35088.12,35.0,35000.0,696.5,35784.62
AXE,101560.0,2009-09-21,2009-10-17,40.25,35.0,-0.1304,2009-09-21,0.1,0.25,0.15,2009-10-17,0.0,0.05,0.034,0.11599999999999999,0.0043,0.0612,35088.12,10.0,35000.0,116.0,35204.12
SII,110248.0,2009-09-21,2009-10-17,28.0,25.0,-0.1071,2009-09-21,0.35,0.45,0.383,2009-10-17,0.0,0.05,0.034,0.349,0.0153,0.234,35088.12,14.0,35000.0,488.6,35576.72
AET,112507.0,2009-09-21,2009-10-17,30.75,28.0,-0.0894,2009-09-21,0.45,0.55,0.483,2009-10-17,2.65,2.85,2.784,-2.3009999999999997,0.0172,0.2663,35088.12,13.0,36400.0,-2991.3,32096.820000000003
LUFK,107053.0,2009-09-21,2009-10-17,50.22,45.0,-0.1039,2009-09-21,0.65,0.9,0.733,2009-10-17,0.0,0.1,0.067,0.6659999999999999,0.0163,0.2509,35088.12,8.0,36000.0,532.8,35620.920000000006
PPD,109146.0,2009-09-21,2009-10-17,51.07,45.0,-0.1189,2009-09-21,0.1,0.5,0.232,2009-10-17,3.9,4.3,4.168,-3.936,0.0052,0.0745,35088.12,8.0,36000.0,-3148.8,31939.320000000003
HUM,105833.0,2009-09-25,2009-10-17,37.88,34.0,-0.1024,2009-09-25,0.35,0.45,0.383,2009-10-17,0.0,0.05,0.034,0.349,0.0113,0.2019,35088.12,10.0,34000.0,349.0,35437.12
OLN,108425.0,2009-09-21,2009-10-17,17.78,15.0,-0.1564,2009-09-21,0.05,0.15,0.083,2009-10-17,0.0,0.1,0.067,0.016,0.0055,0.0789,35088.12,23.0,34500.0,36.8,35124.920000000006
TEX,110955.0,2009-09-28,2009-10-17,20.16,17.5,-0.1319,2009-09-28,0.2,0.3,0.233,2009-10-17,0.0,0.05,0.034,0.199,0.0133,0.2845,35088.12,20.0,35000.0,398.0,35486.12
CRDN,102888.0,2009-09-24,2009-10-17,19.43,17.5,-0.0993,2009-09-24,0.3,0.35,0.317,2009-10-17,0.0,0.05,0.034,0.28300000000000003,0.0181,0.3242,35088.12,20.0,35000.0,566.0,35654.12
PKD,108767.0,2009-09-21,2009-10-17,5.55,5.0,-0.0991,2009-09-21,0.15,0.2,0.167,2009-10-17,0.0,0.05,0.034,0.133,0.0334,0.576,35088.12,70.0,35000.0,931.0,36019.12
KNL,122562.0,2009-09-21,2009-12-19,10.58,10.0,-0.0548,2009-09-21,0.75,1.1,0.866,2009-12-19,0.0,0.3,0.201,0.665,0.0866,0.3993,35088.12,35.0,35000.0,2327.5,37415.62
TPC,108907.0,2009-09-30,2009-10-17,21.0,17.5,-0.1667,2009-09-30,0.05,0.2,0.1,2009-10-17,0.0,0.1,0.067,0.033,0.0057,0.1279,35088.12,20.0,35000.0,66.0,35154.12
APOG,101587.0,2009-09-21,2009-10-17,15.94,15.0,-0.059,2009-09-21,0.35,0.5,0.399,2009-10-17,0.0,0.05,0.034,0.365,0.0266,0.4383,35088.12,23.0,34500.0,839.5,35927.62
TRA,110956.0,2009-09-21,2009-10-17,35.59,32.0,-0.1009,2009-09-21,0.6,0.7,0.633,2009-10-17,0.0,0.05,0.034,0.599,0.0198,0.3119,35088.12,11.0,35200.0,658.9,35747.020000000004
QCOR,109375.0,2009-09-21,2009-10-17,6.29,5.0,-0.2051,2009-09-21,0.05,0.15,0.083,2009-10-17,0.0,0.1,0.067,0.016,0.0166,0.256,35088.12,70.0,35000.0,112.0,35200.12
RAIL,123548.0,2009-09-21,2009-10-17,20.18,17.5,-0.1328,2009-09-21,0.2,0.3,0.233,2009-10-17,0.0,0.1,0.067,0.166,0.0133,0.2007,35088.12,20.0,35000.0,332.0,35420.12
HRS,105573.0,2009-09-21,2009-10-17,37.0,35.0,-0.0541,2009-09-21,0.7,0.75,0.716,2009-10-17,0.0,0.1,0.067,0.649,0.0205,0.3244,35088.12,10.0,35000.0,649.0,35737.12
KEG,106670.0,2009-09-21,2009-10-17,8.75,7.5,-0.1429,2009-09-21,0.1,0.25,0.15,2009-10-17,0.0,0.15,0.101,0.04899999999999999,0.02,0.3155,35088.12,47.0,35250.0,230.3,35318.420000000006
DAKT,103667.0,2009-09-21,2009-10-17,8.03,7.5,-0.066,2009-09-21,0.1,0.25,0.15,2009-10-17,0.0,0.15,0.101,0.04899999999999999,0.02,0.3155,35088.12,47.0,35250.0,230.3,35318.420000000006
WCG,121673.0,2009-09-24,2009-10-17,26.52,25.0,-0.0573,2009-09-24,0.95,1.0,0.966,2009-10-17,0.0,0.05,0.034,0.9319999999999999,0.0386,0.8091,35088.12,14.0,35000.0,1304.8,36392.920000000006
TNB,111008.0,2009-09-21,2009-10-17,28.44,25.0,-0.121,2009-09-21,0.1,0.25,0.15,2009-10-17,0.0,0.1,0.067,0.08299999999999999,0.006,0.0864,35088.12,14.0,35000.0,116.2,35204.32
UNH,111469.0,2009-09-21,2009-10-17,28.58,26.0,-0.0903,2009-09-21,0.45,0.55,0.483,2009-10-17,1.55,1.6,1.584,-1.101,0.0186,0.2907,35088.12,13.0,33800.0,-1431.3,33656.82
PFE,108948.0,2009-09-21,2009-10-17,16.59,15.0,-0.0958,2009-09-21,0.06,0.08,0.067,2009-10-17,0.0,0.02,0.013,0.054000000000000006,0.0045,0.0641,35088.12,23.0,34500.0,124.2,35212.32
BHI,101920.0,2009-09-21,2009-10-17,43.63,39.0,-0.1061,2009-09-21,0.55,0.6,0.567,2009-10-17,0.0,0.05,0.034,0.5329999999999999,0.0145,0.2206,35088.12,9.0,35100.0,479.7,35567.82
ANF,100974.0,2009-09-21,2009-10-17,33.22,30.0,-0.0969,2009-09-21,0.5,0.55,0.517,2009-10-17,0.0,0.05,0.034,0.483,0.0172,0.2663,35088.12,12.0,36000.0,579.6,35667.72
OMG,108341.0,2009-09-21,2009-10-17,28.98,25.0,-0.1373,2009-09-21,0.25,0.35,0.283,2009-10-17,0.0,0.05,0.034,0.24899999999999997,0.0113,0.1683,35088.12,14.0,35000.0,348.6,35436.72
MOS,105914.0,2009-09-21,2009-10-17,51.55,45.0,-0.1271,2009-09-21,0.6,0.7,0.633,2009-10-17,0.0,0.05,0.034,0.599,0.0141,0.2139,35088.12,8.0,36000.0,479.2,35567.32
TDW,111043.0,2009-09-21,2009-10-17,45.96,40.0,-0.1297,2009-09-21,0.2,0.25,0.217,2009-10-17,0.0,0.05,0.034,0.183,0.0054,0.0774,35088.12,9.0,36000.0,164.7,35252.82
NCR,107846.0,2009-09-21,2009-10-17,13.88,12.5,-0.0994,2009-09-21,0.05,0.25,0.116,2009-10-17,0.0,0.4,0.268,-0.15200000000000002,0.0093,0.1368,35088.12,28.0,35000.0,-425.6,34662.520000000004
NRG,119846.0,2009-09-21,2009-10-17,27.69,25.0,-0.0971,2009-09-21,0.15,0.25,0.183,2009-10-17,0.0,0.05,0.034,0.149,0.0073,0.106,35088.12,14.0,35000.0,208.6,35296.72
LXK,106917.0,2009-09-21,2009-10-17,21.66,20.0,-0.0766,2009-09-21,0.35,0.45,0.383,2009-10-17,0.0,0.05,0.034,0.349,0.0192,0.3013,35088.12,18.0,36000.0,628.2,35716.32
NTRI,108328.0,2009-09-23,2009-10-17,17.09,15.0,-0.1223,2009-09-23,0.35,0.45,0.383,2009-10-17,0.0,0.05,0.034,0.349,0.0255,0.4589,35088.12,23.0,34500.0,802.7,35890.82
