ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
RYL,109754.0,2007-04-23,2007-05-19,46.06,42.5,-0.0773,2007-04-23,0.55,0.6,0.567,2007-05-19,0.0,0.05,0.034,0.5329999999999999,0.0133,0.2007,80002.46949999995,19.0,80750.0,1012.7,81015.16949999995
WDC,111987.0,2007-04-24,2007-05-19,17.79,15.0,-0.1568,2007-04-24,0.05,0.1,0.067,2007-05-19,0.0,0.05,0.034,0.033,0.0045,0.0668,80002.46949999995,53.0,79500.0,174.9,80177.36949999994
CMI,103574.0,2007-04-25,2007-05-19,85.21,77.5,-0.0905,2007-04-25,0.95,1.0,0.966,2007-05-19,0.0,0.05,0.034,0.9319999999999999,0.0125,0.2048,80002.46949999995,10.0,77500.0,932.0,80934.46949999995
KSWS,106601.0,2007-04-23,2007-05-19,29.04,25.0,-0.1391,2007-04-23,0.05,0.25,0.116,2007-05-19,0.0,0.05,0.034,0.082,0.0046,0.0656,80002.46949999995,32.0,80000.0,262.4,80264.86949999994
TOL,111071.0,2007-04-25,2007-05-19,29.45,27.5,-0.0662,2007-04-25,0.2,0.3,0.233,2007-05-19,0.0,0.05,0.034,0.199,0.0085,0.1354,80002.46949999995,29.0,79750.0,577.1,80579.56949999995
OVTI,108441.0,2007-04-23,2007-05-19,13.35,12.5,-0.0637,2007-04-23,0.35,0.4,0.366,2007-05-19,0.0,0.05,0.034,0.33199999999999996,0.0293,0.4916,80002.46949999995,64.0,80000.0,2124.8,82127.26949999995
WIRE,104313.0,2007-04-23,2007-05-19,25.24,22.5,-0.1086,2007-04-23,0.35,0.4,0.366,2007-05-19,0.0,0.05,0.034,0.33199999999999996,0.0163,0.2509,80002.46949999995,36.0,81000.0,1195.2,81197.66949999995
PPD,109146.0,2007-04-23,2007-05-19,57.35,52.5,-0.0846,2007-04-23,0.6,1.0,0.732,2007-05-19,0.0,0.05,0.034,0.698,0.0139,0.2106,80002.46949999995,15.0,78750.0,1047.0,81049.46949999995
CRDN,102888.0,2007-04-27,2007-05-19,61.38,55.0,-0.1039,2007-04-27,0.35,0.4,0.366,2007-05-19,0.0,0.05,0.034,0.33199999999999996,0.0067,0.1155,80002.46949999995,15.0,82500.0,498.0,80500.46949999995
KBH,106629.0,2007-04-25,2007-05-19,44.02,40.0,-0.0913,2007-04-25,0.3,0.35,0.317,2007-05-19,0.0,0.05,0.034,0.28300000000000003,0.0079,0.1253,80002.46949999995,20.0,80000.0,566.0,80568.46949999995
MTH,107452.0,2007-04-23,2007-05-19,33.5,30.0,-0.1045,2007-04-23,0.4,0.45,0.417,2007-05-19,0.0,0.05,0.034,0.383,0.0139,0.2106,80002.46949999995,27.0,81000.0,1034.1,81036.56949999995
UNTD,108069.0,2007-04-23,2007-05-19,14.21,12.5,-0.1203,2007-04-23,0.1,0.25,0.15,2007-05-19,0.0,0.1,0.067,0.08299999999999999,0.012,0.1796,80002.46949999995,64.0,80000.0,531.2,80533.66949999995
USNA,111315.0,2007-04-23,2007-05-19,41.4,35.0,-0.1546,2007-04-23,0.75,0.85,0.783,2007-05-19,0.0,0.05,0.034,0.749,0.0224,0.359,80002.46949999995,23.0,80500.0,1722.7,81725.16949999995
MAS,107255.0,2007-04-26,2007-05-19,27.82,25.0,-0.1014,2007-04-26,0.15,0.3,0.2,2007-05-19,0.0,0.05,0.034,0.166,0.008,0.1328,80002.46949999995,32.0,80000.0,531.2,80533.66949999995
LMS,106812.0,2007-04-23,2007-05-19,27.2,25.0,-0.0809,2007-04-23,0.3,0.45,0.35,2007-05-19,0.0,0.05,0.034,0.31599999999999995,0.014,0.2123,80002.46949999995,32.0,80000.0,1011.2,81013.66949999995
APH,101519.0,2007-04-23,2007-05-19,35.6,32.5,-0.0871,2007-04-23,0.1,0.15,0.117,2007-05-19,0.0,0.05,0.034,0.083,0.0036,0.051,80002.46949999995,25.0,81250.0,207.5,80209.96949999995
TBL,111048.0,2007-04-23,2007-05-19,26.45,25.0,-0.0548,2007-04-23,0.3,0.4,0.333,2007-05-19,0.0,0.05,0.034,0.29900000000000004,0.0133,0.2007,80002.46949999995,32.0,80000.0,956.8,80959.26949999995
KOMG,115938.0,2007-04-23,2007-05-19,29.37,25.0,-0.1488,2007-04-23,0.15,0.25,0.183,2007-05-19,0.0,0.05,0.034,0.149,0.0073,0.106,80002.46949999995,32.0,80000.0,476.8,80479.26949999995
