ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
SEG,5828.0,1996-01-22,1996-02-17,55.44,50.0,-0.0981,1996-01-22,0.25,0.375,0.291,1996-02-17,0.0,0.1875,0.126,0.16499999999999998,0.0058,0.0834,50113.170000000006,10.0,50000.0,165.0,50278.170000000006
CPWR,103307.0,1996-01-22,1996-02-17,17.94,15.0,-0.1639,1996-01-22,0.375,0.5,0.416,1996-02-17,0.0,0.25,0.168,0.24799999999999997,0.0277,0.4598,50113.170000000006,33.0,49500.0,818.4,50931.57000000001
OPTI,108509.0,1996-01-22,1996-02-17,8.56,7.5,-0.1238,1996-01-22,0.25,0.375,0.291,1996-02-17,0.0,0.0625,0.042,0.24899999999999997,0.0388,0.694,50113.170000000006,67.0,50250.0,1668.3,51781.47000000001
KWP,5528.0,1996-01-22,1996-02-17,38.19,35.0,-0.0835,1996-01-22,0.0625,0.3125,0.145,1996-02-17,0.0,0.125,0.084,0.060999999999999985,0.0041,0.0583,50113.170000000006,14.0,49000.0,85.4,50198.57000000001
TNCR,7750.0,1996-01-22,1996-02-17,22.88,20.0,-0.1259,1996-01-22,0.8125,1.0625,0.895,1996-02-17,0.75,1.0,0.917,-0.02200000000000002,0.0447,0.8321,50113.170000000006,25.0,50000.0,-55.0,50058.170000000006
ARW,101675.0,1996-01-22,1996-02-17,39.06,35.0,-0.1039,1996-01-22,0.375,0.5,0.416,1996-02-17,0.0,0.1875,0.126,0.29,0.0119,0.178,50113.170000000006,14.0,49000.0,406.0,50519.170000000006
AMD,101121.0,1996-01-24,1996-02-17,20.31,17.5,-0.1384,1996-01-24,0.0625,0.3125,0.145,1996-02-17,0.0,0.0625,0.042,0.10299999999999998,0.0083,0.132,50113.170000000006,29.0,50750.0,298.7,50411.87
FDO,104593.0,1996-01-22,1996-02-17,11.94,10.0,-0.1625,1996-01-22,0.0625,0.1875,0.104,1996-02-17,0.0625,0.1875,0.146,-0.041999999999999996,0.0104,0.154,50113.170000000006,50.0,50000.0,-210.0,49903.170000000006
MU,107544.0,1996-01-24,1996-02-17,34.94,32.5,-0.0698,1996-01-24,0.75,0.8125,0.771,1996-02-17,0.0,0.0625,0.042,0.729,0.0237,0.421,50113.170000000006,15.0,48750.0,1093.5,51206.670000000006
AMAT,101610.0,1996-01-22,1996-02-17,34.44,30.0,-0.1289,1996-01-22,0.75,0.9375,0.812,1996-02-17,0.0,0.0625,0.042,0.77,0.0271,0.4481,50113.170000000006,17.0,51000.0,1309.0,51422.170000000006
IBP,105880.0,1996-01-25,1996-02-17,25.06,22.5,-0.1022,1996-01-25,0.1875,0.3125,0.229,1996-02-17,0.0625,0.1875,0.146,0.08300000000000002,0.0102,0.1722,50113.170000000006,22.0,49500.0,182.6,50295.770000000004
