ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
CVGI,121782.0,2007-10-22,2007-11-17,13.46,12.5,-0.0713,2007-10-22,0.05,0.25,0.116,2007-11-17,0.0,0.25,0.168,-0.052000000000000005,0.0093,0.1368,60734.48,49.0,61250.0,-254.8,60479.68
AET,112507.0,2007-10-22,2007-11-17,52.75,45.0,-0.1469,2007-10-22,0.15,0.25,0.183,2007-11-17,0.0,0.05,0.034,0.149,0.0041,0.0583,60734.48,13.0,58500.0,193.7,60928.18
HOG,105558.0,2007-10-22,2007-11-17,48.38,42.5,-0.1215,2007-10-22,0.2,0.25,0.217,2007-11-17,0.0,0.05,0.034,0.183,0.0051,0.073,60734.48,14.0,59500.0,256.2,60990.68
BBW,122114.0,2007-10-22,2007-11-17,17.29,15.0,-0.1324,2007-10-22,0.05,0.25,0.116,2007-11-17,0.0,0.15,0.101,0.015,0.0077,0.1121,60734.48,40.0,60000.0,60.0,60794.48
KSWS,106601.0,2007-10-22,2007-11-17,21.88,20.0,-0.0859,2007-10-22,0.25,0.6,0.366,2007-11-17,1.8,2.25,2.102,-1.7359999999999998,0.0183,0.2854,60734.48,30.0,60000.0,-5208.0,55526.48
TOL,111071.0,2007-10-22,2007-11-17,21.24,20.0,-0.0584,2007-10-22,0.55,0.65,0.583,2007-11-17,0.0,0.05,0.034,0.5489999999999999,0.0291,0.4876,60734.48,30.0,60000.0,1647.0,62381.48
AEO,101369.0,2007-10-22,2007-11-17,22.95,20.0,-0.1285,2007-10-22,0.15,0.25,0.183,2007-11-17,0.0,0.05,0.034,0.149,0.0092,0.1352,60734.48,30.0,60000.0,447.0,61181.48
WIRE,104313.0,2007-10-22,2007-11-17,22.2,20.0,-0.0991,2007-10-22,0.7,0.85,0.75,2007-11-17,2.15,2.3,2.25,-1.5,0.0375,0.6648,60734.48,30.0,60000.0,-4500.0,56234.48
JOSB,106573.0,2007-10-22,2007-11-17,31.24,25.0,-0.1997,2007-10-22,0.15,0.3,0.2,2007-11-17,0.0,0.05,0.034,0.166,0.008,0.1166,60734.48,24.0,60000.0,398.4,61132.880000000005
LUFK,107053.0,2007-10-22,2007-11-17,60.55,55.0,-0.0917,2007-10-22,0.55,0.75,0.616,2007-11-17,1.55,1.9,1.784,-1.1680000000000001,0.0112,0.1667,60734.48,11.0,60500.0,-1284.8,59449.68
PCAR,108670.0,2007-10-22,2007-11-17,50.03,45.0,-0.1005,2007-10-22,0.8,0.95,0.85,2007-11-17,0.0,0.15,0.101,0.749,0.0189,0.296,60734.48,13.0,58500.0,973.7,61708.18
PH,108768.0,2007-10-22,2007-11-17,75.2,70.0,-0.0691,2007-10-22,0.55,0.7,0.6,2007-11-17,0.0,0.1,0.067,0.5329999999999999,0.0086,0.1259,60734.48,9.0,63000.0,479.7,61214.18
NTRI,108328.0,2007-10-22,2007-11-17,27.69,25.0,-0.0971,2007-10-22,1.3,1.4,1.333,2007-11-17,1.75,1.95,1.884,-0.5509999999999999,0.0533,1.0524,60734.48,24.0,60000.0,-1322.4,59412.08
CNW,102555.0,2007-10-29,2007-11-17,42.51,40.0,-0.059,2007-10-29,0.3,0.65,0.416,2007-11-17,0.0,0.15,0.101,0.31499999999999995,0.0104,0.2166,60734.48,15.0,60000.0,472.5,61206.98
JCP,108849.0,2007-10-25,2007-11-17,55.36,50.0,-0.0968,2007-10-25,0.8,0.85,0.817,2007-11-17,6.7,6.9,6.834,-6.0169999999999995,0.0163,0.288,60734.48,12.0,60000.0,-7220.4,53514.08
MTEX,107201.0,2007-10-30,2007-11-17,7.99,7.5,-0.0613,2007-10-30,0.25,0.45,0.316,2007-11-17,0.95,1.2,1.118,-0.802,0.0421,1.2813,60734.48,81.0,60750.0,-6496.2,54238.280000000006
DSW,124062.0,2007-10-22,2007-11-17,22.95,20.0,-0.1285,2007-10-22,0.25,0.45,0.316,2007-11-17,0.0,0.1,0.067,0.249,0.0158,0.2424,60734.48,30.0,60000.0,747.0,61481.48
RAIL,123548.0,2007-10-22,2007-11-17,38.05,35.0,-0.0802,2007-10-22,0.4,0.65,0.483,2007-11-17,0.0,0.1,0.067,0.416,0.0138,0.209,60734.48,17.0,59500.0,707.2,61441.68
MTW,107200.0,2007-10-22,2007-11-17,41.41,35.0,-0.1548,2007-10-22,0.3,0.45,0.35,2007-11-17,0.0,0.05,0.034,0.31599999999999995,0.01,0.1477,60734.48,17.0,59500.0,537.2,61271.68
CHS,102971.0,2007-10-30,2007-11-17,13.29,12.5,-0.0594,2007-10-30,0.35,0.4,0.366,2007-11-17,1.4,1.5,1.467,-1.101,0.0293,0.7817,60734.48,49.0,61250.0,-5394.9,55339.58
UNH,111469.0,2007-10-22,2007-11-17,47.64,45.0,-0.0554,2007-10-22,0.25,0.3,0.267,2007-11-17,0.0,0.05,0.034,0.233,0.0059,0.0849,60734.48,13.0,58500.0,302.9,61037.380000000005
CRDN,102888.0,2007-10-26,2007-11-17,69.65,65.0,-0.0668,2007-10-26,2.2,2.4,2.266,2007-11-17,19.4,19.8,19.668,-17.402,0.0349,0.753,60734.48,9.0,58500.0,-15661.8,45072.68000000001
PLCE,102979.0,2007-10-22,2007-11-17,22.59,20.0,-0.1147,2007-10-22,0.5,0.6,0.533,2007-11-17,0.0,0.1,0.067,0.466,0.0267,0.4403,60734.48,30.0,60000.0,1398.0,62132.48
MGI,121589.0,2007-10-24,2007-11-17,18.77,17.5,-0.0677,2007-10-24,0.45,0.55,0.483,2007-11-17,2.55,2.8,2.717,-2.234,0.0276,0.5044,60734.48,35.0,61250.0,-7819.0,52915.48
BJS,101886.0,2007-10-29,2007-11-17,25.61,22.5,-0.1214,2007-10-29,0.1,0.15,0.117,2007-11-17,0.0,0.05,0.034,0.083,0.0052,0.1033,60734.48,27.0,60750.0,224.1,60958.58
IVAC,106355.0,2007-10-22,2007-11-17,17.69,15.0,-0.1521,2007-10-22,0.3,0.5,0.366,2007-11-17,0.0,0.1,0.067,0.299,0.0244,0.3963,60734.48,40.0,60000.0,1196.0,61930.48
