ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
CDD,5637.0,1999-10-19,1999-11-20,27.47,25.0,-0.0899,1999-10-19,0.6875,0.9375,0.77,1999-11-20,0.0,0.25,0.168,0.602,0.0308,0.4067,54171.89149999998,22.0,55000.0,1324.4,55496.291499999985
ALK,101189.0,1999-10-19,1999-11-20,38.69,35.0,-0.0954,1999-10-19,0.6875,0.9375,0.77,1999-11-20,0.0,0.125,0.084,0.686,0.022,0.2774,54171.89149999998,15.0,52500.0,1029.0,55200.89149999998
TRN,111222.0,1999-10-19,1999-11-20,27.97,25.0,-0.1062,1999-10-19,0.125,0.375,0.208,1999-11-20,0.0,0.25,0.168,0.03999999999999998,0.0083,0.0975,54171.89149999998,22.0,55000.0,88.0,54259.89149999998
CLE,103074.0,1999-10-28,1999-11-20,16.47,15.0,-0.0893,1999-10-28,0.0625,0.3125,0.145,1999-11-20,0.0,0.25,0.168,-0.02300000000000002,0.0097,0.1631,54171.89149999998,36.0,54000.0,-82.8,54089.09149999998
WGO,112069.0,1999-10-29,1999-11-20,17.38,15.0,-0.1369,1999-10-29,0.1875,0.375,0.249,1999-11-20,0.0,0.1875,0.126,0.123,0.0166,0.3092,54171.89149999998,36.0,54000.0,442.8,54614.691499999986
INVX,106133.0,1999-10-19,1999-11-20,8.03,7.5,-0.066,1999-10-19,0.1875,0.375,0.249,1999-11-20,0.0,0.1875,0.126,0.123,0.0332,0.444,54171.89149999998,72.0,54000.0,885.6,55057.49149999998
MAIR,107462.0,1999-10-28,1999-11-20,10.88,10.0,-0.0809,1999-10-28,0.1875,0.4375,0.27,1999-11-20,0.0,0.25,0.168,0.10200000000000001,0.027,0.5174,54171.89149999998,54.0,54000.0,550.8,54722.691499999986
PMRY,109098.0,1999-10-19,1999-11-20,11.0,10.0,-0.0909,1999-10-19,0.4375,0.6875,0.52,1999-11-20,0.0,0.25,0.168,0.352,0.052,0.7688,54171.89149999998,54.0,54000.0,1900.8,56072.691499999986
TBL,111048.0,1999-10-19,1999-11-20,41.25,35.0,-0.1515,1999-10-19,0.25,0.375,0.291,1999-11-20,0.0,0.125,0.084,0.20699999999999996,0.0083,0.0975,54171.89149999998,15.0,52500.0,310.5,54482.39149999998
HTLD,105656.0,1999-10-19,1999-12-18,12.56,12.5,-0.0048,1999-10-19,0.8125,0.9375,0.854,1999-12-18,0.0,0.1875,0.126,0.728,0.0683,0.4865,54171.89149999998,43.0,53750.0,3130.4,57302.291499999985
PIR,109006.0,1999-10-19,1999-11-20,5.97,5.0,-0.1625,1999-10-19,0.125,0.25,0.166,1999-11-20,0.0,0.0625,0.042,0.124,0.0332,0.444,54171.89149999998,108.0,54000.0,1339.2,55511.09149999998
MAPX,107206.0,1999-10-19,1999-11-20,8.5,7.5,-0.1176,1999-10-19,0.3125,0.5625,0.395,1999-11-20,0.0,0.25,0.168,0.227,0.0527,0.7821,54171.89149999998,72.0,54000.0,1634.4,55806.291499999985
