ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
USG,111318.0,2001-01-22,2001-02-17,22.31,20.0,-0.1035,2001-01-22,0.875,1.125,0.958,2001-02-17,0.0,0.2,0.134,0.824,0.0479,0.9114,61534.446999999986,31.0,62000.0,2554.4,64088.84699999999
CMTN,103408.0,2001-01-25,2001-02-17,7.97,7.5,-0.059,2001-01-25,0.75,0.9375,0.812,2001-02-17,2.4375,2.75,2.647,-1.8349999999999997,0.1083,4.0002,61534.446999999986,82.0,61500.0,-15047.0,46487.446999999986
FOSL,104964.0,2001-01-22,2001-02-17,17.34,15.0,-0.1349,2001-01-22,0.0625,0.3125,0.145,2001-02-17,0.0,0.25,0.168,-0.02300000000000002,0.0097,0.143,61534.446999999986,41.0,61500.0,-94.3,61440.14699999998
URBN,111512.0,2001-01-22,2001-02-17,9.38,7.5,-0.2004,2001-01-22,0.0625,0.3125,0.145,2001-02-17,0.0,0.25,0.168,-0.02300000000000002,0.0193,0.303,61534.446999999986,82.0,61500.0,-188.6,61345.84699999999
MAIR,107462.0,2001-01-22,2001-02-17,13.19,12.5,-0.0523,2001-01-22,0.25,0.5,0.333,2001-02-17,0.0625,0.3125,0.23,0.10300000000000001,0.0266,0.4383,61534.446999999986,49.0,61250.0,504.7,62039.14699999998
WLP,111951.0,2001-02-01,2001-02-17,96.75,85.0,-0.1214,2001-02-01,0.55,0.8,0.633,2001-02-17,0.0,0.2,0.134,0.499,0.0074,0.1804,61534.446999999986,7.0,59500.0,349.3,61883.74699999999
PMRY,109098.0,2001-01-23,2001-02-17,17.0,15.0,-0.1176,2001-01-23,0.125,0.375,0.208,2001-02-17,0.0,0.25,0.168,0.03999999999999998,0.0139,0.2199,61534.446999999986,41.0,61500.0,164.0,61698.446999999986
MLI,107758.0,2001-01-22,2001-02-17,26.5,25.0,-0.0566,2001-01-22,0.75,1.0,0.833,2001-02-17,0.0,0.05,0.034,0.7989999999999999,0.0333,0.5739,61534.446999999986,25.0,62500.0,1997.5,63531.946999999986
JAKK,106537.0,2001-01-22,2001-02-17,10.59,10.0,-0.0557,2001-01-22,0.625,0.6875,0.646,2001-02-17,0.0,0.125,0.084,0.562,0.0646,1.3792,61534.446999999986,62.0,62000.0,3484.4,65018.84699999999
NUS,108275.0,2001-01-22,2001-02-17,5.91,5.0,-0.154,2001-01-22,0.0625,0.25,0.124,2001-02-17,0.0,0.25,0.168,-0.04400000000000001,0.0248,0.4038,61534.446999999986,123.0,61500.0,-541.2,60993.24699999999
EYE,111778.0,2001-01-22,2001-02-17,13.06,10.0,-0.2343,2001-01-22,0.1875,0.3125,0.229,2001-02-17,0.0,0.1,0.067,0.162,0.0229,0.3682,61534.446999999986,62.0,62000.0,1004.4,62538.84699999999
DAL,103757.0,2001-01-22,2001-02-17,44.94,40.0,-0.1099,2001-01-22,0.5625,0.625,0.583,2001-02-17,0.0,0.05,0.034,0.5489999999999999,0.0146,0.2222,61534.446999999986,15.0,60000.0,823.5,62357.946999999986
JLG,106508.0,2001-01-22,2001-02-17,11.59,10.0,-0.1372,2001-01-22,0.125,0.375,0.208,2001-02-17,0.0,0.2,0.134,0.07399999999999998,0.0208,0.3298,61534.446999999986,62.0,62000.0,458.8,61993.24699999999
NAV,107975.0,2001-01-22,2001-02-17,26.53,25.0,-0.0577,2001-01-22,1.25,1.4375,1.312,2001-02-17,0.05,0.1,0.084,1.228,0.0525,1.0309,61534.446999999986,25.0,62500.0,3070.0,64604.446999999986
ZOMX,112248.0,2001-01-22,2001-02-17,7.0,5.0,-0.2857,2001-01-22,0.0625,0.25,0.124,2001-02-17,0.0,0.25,0.168,-0.04400000000000001,0.0248,0.4038,61534.446999999986,123.0,61500.0,-541.2,60993.24699999999
KSWS,106601.0,2001-01-22,2001-02-17,25.25,22.5,-0.1089,2001-01-22,0.5625,0.8125,0.645,2001-02-17,0.0,0.25,0.168,0.477,0.0287,0.4796,61534.446999999986,27.0,60750.0,1287.9,62822.34699999999
EFII,104239.0,2001-01-22,2001-02-17,18.94,17.5,-0.076,2001-01-22,1.0625,1.25,1.124,2001-02-17,0.0,0.125,0.084,1.04,0.0642,1.3668,61534.446999999986,35.0,61250.0,3640.0,65174.446999999986
SKYW,110227.0,2001-01-22,2001-02-17,22.84,22.5,-0.0149,2001-01-22,1.0625,1.3125,1.145,2001-02-17,0.0,0.25,0.168,0.977,0.0509,0.9886,61534.446999999986,27.0,60750.0,2637.9,64172.34699999999
