ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EME,104275.0,2010-02-22,2010-03-20,24.05,22.5,-0.0644,2010-02-22,0.4,0.65,0.483,2010-03-20,0.0,0.05,0.034,0.44899999999999995,0.0215,0.3425,39470.91,18.0,40500.0,808.2,40279.11
DO,103821.0,2010-02-22,2010-03-20,88.84,79.375,-0.1065,2010-02-22,0.35,0.45,0.383,2010-03-20,0.0,0.05,0.034,0.349,0.0048,0.0685,39470.91,5.0,39687.5,174.5,39645.41
WCG,121673.0,2010-02-22,2010-03-20,26.27,22.5,-0.1435,2010-02-22,0.2,0.3,0.233,2010-03-20,0.0,0.05,0.034,0.199,0.0104,0.154,39470.91,18.0,40500.0,358.2,39829.11
SPTN,110379.0,2010-02-22,2010-03-20,13.56,12.5,-0.0782,2010-02-22,0.1,0.25,0.15,2010-03-20,0.0,0.2,0.134,0.015999999999999986,0.012,0.1796,39470.91,32.0,40000.0,51.2,39522.11
HS,125545.0,2010-02-22,2010-03-20,18.58,17.5,-0.0581,2010-02-22,0.35,0.55,0.416,2010-03-20,0.0,0.1,0.067,0.349,0.0238,0.385,39470.91,23.0,40250.0,802.7,40273.61
FLR,112487.0,2010-02-22,2010-03-20,46.73,40.0,-0.144,2010-02-22,0.15,0.25,0.183,2010-03-20,0.0,0.05,0.034,0.149,0.0046,0.0656,39470.91,10.0,40000.0,149.0,39619.91
GLF,105462.0,2010-02-24,2010-03-20,24.82,22.5,-0.0935,2010-02-24,0.2,0.4,0.266,2010-03-20,0.0,0.15,0.101,0.165,0.0118,0.1924,39470.91,18.0,40500.0,297.0,39767.91
TRLG,116902.0,2010-02-22,2010-03-20,20.81,17.5,-0.1591,2010-02-22,0.15,0.25,0.183,2010-03-20,0.0,0.05,0.034,0.149,0.0105,0.1556,39470.91,23.0,40250.0,342.7,39813.61
EBIX,104140.0,2010-02-22,2010-03-20,16.07,15.0,-0.0666,2010-02-22,0.5,0.6,0.533,2010-03-20,0.0,0.05,0.034,0.499,0.0355,0.621,39470.91,26.0,39000.0,1297.4,40768.310000000005
GHM,105355.0,2010-02-26,2010-03-20,16.23,15.0,-0.0758,2010-02-26,0.05,0.2,0.1,2010-03-20,0.0,0.05,0.034,0.066,0.0067,0.1155,39470.91,26.0,39000.0,171.6,39642.51
DRC,124724.0,2010-02-22,2010-03-20,32.11,30.0,-0.0657,2010-02-22,0.4,0.55,0.45,2010-03-20,0.0,0.1,0.067,0.383,0.015,0.2289,39470.91,13.0,39000.0,497.9,39968.810000000005
NEU,104457.0,2010-02-23,2010-03-20,91.29,80.0,-0.1237,2010-02-23,0.55,0.8,0.633,2010-03-20,0.0,0.15,0.101,0.532,0.0079,0.12,39470.91,5.0,40000.0,266.0,39736.91
IDCC,106244.0,2010-02-22,2010-03-20,26.24,24.0,-0.0854,2010-02-22,0.25,0.4,0.299,2010-03-20,0.0,0.05,0.034,0.265,0.0125,0.1877,39470.91,16.0,38400.0,424.0,39894.91
AET,112507.0,2010-02-22,2010-03-20,29.26,26.0,-0.1114,2010-02-22,0.23,0.25,0.237,2010-03-20,0.0,0.02,0.013,0.22399999999999998,0.0091,0.1336,39470.91,15.0,39000.0,336.0,39806.91
