ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
CVGI,121782.0,2007-11-19,2007-12-22,13.95,12.5,-0.1039,2007-11-19,0.1,0.35,0.182,2007-12-22,0.0,0.1,0.067,0.11499999999999999,0.0146,0.1713,42112.75,34.0,42500.0,391.0,42503.75
RES,109423.0,2007-11-19,2007-12-22,10.86,10.0,-0.0792,2007-11-19,0.15,0.35,0.216,2007-12-22,0.0,0.05,0.034,0.182,0.0216,0.2625,42112.75,42.0,42000.0,764.4,42877.15
HP,105675.0,2007-11-19,2007-12-22,34.34,30.0,-0.1264,2007-11-19,0.25,0.3,0.267,2007-12-22,0.0,0.05,0.034,0.233,0.0089,0.1015,42112.75,14.0,42000.0,326.2,42438.95
IVAC,106355.0,2007-11-19,2007-12-22,14.82,12.5,-0.1565,2007-11-19,0.15,0.3,0.2,2007-12-22,0.0,0.05,0.034,0.166,0.016,0.1891,42112.75,34.0,42500.0,564.4,42677.15
COLM,103190.0,2007-11-19,2007-12-22,46.84,40.0,-0.146,2007-11-19,0.25,0.45,0.316,2007-12-22,0.0,0.1,0.067,0.249,0.0079,0.0896,42112.75,11.0,44000.0,273.9,42386.65
KSWS,106601.0,2007-11-19,2007-12-22,17.66,15.0,-0.1506,2007-11-19,0.15,0.3,0.2,2007-12-22,0.0,0.15,0.101,0.099,0.0133,0.155,42112.75,28.0,42000.0,277.2,42389.95
TOL,111071.0,2007-11-21,2007-12-22,18.81,17.5,-0.0696,2007-11-21,0.75,0.85,0.783,2007-12-22,0.0,0.05,0.034,0.749,0.0447,0.6617,42112.75,24.0,42000.0,1797.6,43910.35
UNT,111405.0,2007-11-19,2007-12-22,45.59,40.0,-0.1226,2007-11-19,0.25,0.35,0.283,2007-12-22,0.0,0.05,0.034,0.24899999999999997,0.0071,0.0802,42112.75,11.0,44000.0,273.9,42386.65
ETH,104455.0,2007-11-19,2007-12-22,28.73,25.0,-0.1298,2007-11-19,0.25,0.45,0.316,2007-12-22,0.0,0.05,0.034,0.28200000000000003,0.0126,0.1464,42112.75,17.0,42500.0,479.4,42592.15
PCAR,108670.0,2007-11-19,2007-12-22,46.89,40.0,-0.1469,2007-11-19,0.5,0.7,0.566,2007-12-22,0.0,0.1,0.067,0.49899999999999994,0.0141,0.165,42112.75,11.0,44000.0,548.9,42661.65
TEX,110955.0,2007-11-19,2007-12-22,57.78,55.0,-0.0481,2007-11-19,2.6,2.75,2.65,2007-12-22,0.0,0.05,0.034,2.616,0.0482,0.6712,42112.75,8.0,44000.0,2092.8,44205.55
OMG,108341.0,2007-11-21,2007-12-22,48.48,45.0,-0.0718,2007-11-21,1.3,1.5,1.366,2007-12-22,0.0,0.05,0.034,1.332,0.0304,0.4159,42112.75,9.0,40500.0,1198.8,43311.55
WIRE,104313.0,2007-11-27,2007-12-22,16.34,15.0,-0.082,2007-11-27,0.3,0.4,0.333,2007-12-22,0.0,0.05,0.034,0.29900000000000004,0.0222,0.3719,42112.75,28.0,42000.0,837.2,42949.95
SPSX,120812.0,2007-11-19,2007-12-22,21.16,20.0,-0.0548,2007-11-19,0.4,0.65,0.483,2007-12-22,0.0,0.15,0.101,0.382,0.0241,0.2967,42112.75,21.0,42000.0,802.2,42914.95
JOSB,106573.0,2007-11-19,2007-12-22,26.14,22.5,-0.1393,2007-11-19,1.3,1.45,1.35,2007-12-22,0.0,0.1,0.067,1.2830000000000001,0.06,0.8883,42112.75,19.0,42750.0,2437.7,44550.45
AEO,101369.0,2007-11-19,2007-12-22,21.77,20.0,-0.0813,2007-11-19,0.75,0.8,0.767,2007-12-22,0.0,0.05,0.034,0.733,0.0384,0.5084,42112.75,21.0,42000.0,1539.3,43652.05
LUFK,107053.0,2007-11-19,2007-12-22,52.95,50.0,-0.0557,2007-11-19,1.0,1.25,1.083,2007-12-22,0.0,0.1,0.067,1.016,0.0217,0.2639,42112.75,8.0,40000.0,812.8,42925.55
CRDN,102888.0,2007-11-21,2007-12-22,42.52,40.0,-0.0593,2007-11-21,1.55,1.65,1.583,2007-12-22,0.0,0.05,0.034,1.549,0.0396,0.5699,42112.75,11.0,44000.0,1703.9,43816.65
IIIN,106168.0,2007-11-27,2007-12-22,10.91,10.0,-0.0834,2007-11-27,0.15,0.3,0.2,2007-12-22,0.0,0.05,0.034,0.166,0.02,0.33,42112.75,42.0,42000.0,697.2,42809.95
TZOO,116282.0,2007-11-19,2007-12-22,16.08,15.0,-0.0672,2007-11-19,0.55,0.8,0.633,2007-12-22,0.2,0.5,0.401,0.23199999999999998,0.0422,0.5697,42112.75,28.0,42000.0,649.6,42762.35
NWA,129578.0,2007-11-26,2007-12-22,17.46,15.0,-0.1409,2007-11-26,0.55,0.75,0.616,2007-12-22,0.05,0.1,0.084,0.532,0.0411,0.7466,42112.75,28.0,42000.0,1489.6,43602.35
CNW,102555.0,2007-11-21,2007-12-22,38.55,35.0,-0.0921,2007-11-21,0.4,0.65,0.483,2007-12-22,0.0,0.05,0.034,0.44899999999999995,0.0138,0.1725,42112.75,12.0,42000.0,538.8,42651.55
JCP,108849.0,2007-11-21,2007-12-22,40.54,37.5,-0.075,2007-11-21,1.3,1.45,1.35,2007-12-22,0.0,0.05,0.034,1.316,0.036,0.5079,42112.75,11.0,41250.0,1447.6,43560.35
DSW,124062.0,2007-11-19,2007-12-22,21.77,20.0,-0.0813,2007-11-19,0.75,1.0,0.833,2007-12-22,2.45,2.75,2.651,-1.8179999999999998,0.0416,0.5599,42112.75,21.0,42000.0,-3817.8,38294.95
MLI,107758.0,2007-11-23,2007-12-22,29.63,25.0,-0.1563,2007-11-23,0.2,0.45,0.283,2007-12-22,0.0,0.1,0.067,0.21599999999999997,0.0113,0.1497,42112.75,17.0,42500.0,367.2,42479.95
RAIL,123548.0,2007-11-19,2007-12-22,34.91,30.0,-0.1406,2007-11-19,0.3,0.4,0.333,2007-12-22,0.0,0.05,0.034,0.29900000000000004,0.0111,0.128,42112.75,14.0,42000.0,418.6,42531.35
MTW,107200.0,2007-11-20,2007-12-22,38.99,35.0,-0.1023,2007-11-20,0.75,0.9,0.8,2007-12-22,0.0,0.05,0.034,0.766,0.0229,0.2901,42112.75,12.0,42000.0,919.2,43031.95
OXM,108578.0,2007-11-19,2007-12-22,25.02,22.5,-0.1007,2007-11-19,0.4,0.55,0.45,2007-12-22,0.0,0.05,0.034,0.41600000000000004,0.02,0.2411,42112.75,19.0,42750.0,790.4,42903.15
