ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
RYL,109754.0,2006-11-20,2006-12-16,47.98,42.5,-0.1142,2006-11-20,0.25,0.35,0.283,2006-12-16,0.0,0.05,0.034,0.24899999999999997,0.0067,0.0969,64944.88,15.0,63750.0,373.5,65318.38
TOL,111071.0,2006-11-21,2006-12-16,29.74,27.5,-0.0753,2006-11-21,0.3,0.35,0.317,2006-12-16,0.0,0.05,0.034,0.28300000000000003,0.0115,0.179,64944.88,24.0,66000.0,679.2,65624.08
CMI,103574.0,2006-11-20,2006-12-16,121.52,110.0,-0.0948,2006-11-20,0.4,0.5,0.433,2006-12-16,0.0,0.05,0.034,0.399,0.0039,0.0554,64944.88,6.0,66000.0,239.4,65184.28
BC,102386.0,2006-11-20,2006-12-16,32.63,30.0,-0.0806,2006-11-20,0.15,0.25,0.183,2006-12-16,0.0,0.05,0.034,0.149,0.0061,0.0879,64944.88,22.0,66000.0,327.8,65272.68
MFLX,121605.0,2006-11-20,2006-12-16,21.38,20.0,-0.0645,2006-11-20,0.5,0.65,0.55,2006-12-16,0.0,0.05,0.034,0.516,0.0275,0.4559,64944.88,32.0,64000.0,1651.2,66596.08
WLK,121799.0,2006-11-22,2006-12-16,33.63,30.0,-0.1079,2006-11-22,0.05,0.3,0.133,2006-12-16,0.0,0.15,0.101,0.032,0.0044,0.0681,64944.88,22.0,66000.0,70.4,65015.28
SIE,110146.0,2006-11-20,2006-12-16,31.26,30.0,-0.0403,2006-11-20,0.8,0.85,0.817,2006-12-16,0.0,0.05,0.034,0.7829999999999999,0.0272,0.45,64944.88,22.0,66000.0,1722.6,66667.48
PCAR,108670.0,2006-11-27,2006-12-16,63.97,60.0,-0.0621,2006-11-27,0.3,0.4,0.333,2006-12-16,0.0,0.05,0.034,0.29900000000000004,0.0056,0.1116,64944.88,11.0,66000.0,328.9,65273.78
BZH,102064.0,2006-11-22,2006-12-16,44.3,40.0,-0.0971,2006-11-22,0.3,0.35,0.317,2006-12-16,0.0,0.05,0.034,0.28300000000000003,0.0079,0.1253,64944.88,16.0,64000.0,452.8,65397.68
OVTI,108441.0,2006-11-20,2006-12-16,17.76,15.0,-0.1554,2006-11-20,0.25,0.35,0.283,2006-12-16,0.5,0.55,0.534,-0.25100000000000006,0.0189,0.296,64944.88,43.0,64500.0,-1079.3,63865.579999999994
WIRE,104313.0,2006-11-20,2006-12-16,23.9,22.5,-0.0586,2006-11-20,0.6,0.7,0.633,2006-12-16,0.0,0.05,0.034,0.599,0.0281,0.4677,64944.88,29.0,65250.0,1737.1,66681.98
MNST,110771.0,2006-11-20,2006-12-16,44.88,40.0,-0.1087,2006-11-20,0.25,0.3,0.267,2006-12-16,0.0,0.05,0.034,0.233,0.0067,0.0969,64944.88,16.0,64000.0,372.8,65317.68
MDC,107084.0,2006-11-20,2006-12-16,54.55,50.0,-0.0834,2006-11-20,0.45,0.5,0.467,2006-12-16,0.0,0.05,0.034,0.43300000000000005,0.0093,0.1368,64944.88,13.0,65000.0,562.9,65507.78
GBX,105402.0,2006-11-20,2006-12-16,37.97,35.0,-0.0782,2006-11-20,0.5,0.8,0.599,2006-12-16,0.0,0.05,0.034,0.565,0.0171,0.2646,64944.88,19.0,66500.0,1073.5,66018.38
VPHM,111756.0,2006-11-20,2006-12-16,13.46,12.5,-0.0713,2006-11-20,0.3,0.4,0.333,2006-12-16,0.0,0.05,0.034,0.29900000000000004,0.0266,0.4383,64944.88,52.0,65000.0,1554.8,66499.68
GPS,105120.0,2006-11-22,2006-12-16,19.16,17.5,-0.0866,2006-11-22,0.05,0.1,0.067,2006-12-16,0.0,0.05,0.034,0.033,0.0038,0.0585,64944.88,37.0,64750.0,122.1,65066.979999999996
