ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EME,104275.0,2010-04-19,2010-05-22,26.22,22.5,-0.1419,2010-04-19,0.1,0.25,0.15,2010-05-22,0.0,0.15,0.101,0.04899999999999999,0.0067,0.0756,47526.69,21.0,47250.0,102.9,47629.590000000004
DO,103821.0,2010-04-19,2010-05-22,87.47,80.0,-0.0854,2010-04-19,0.8,0.95,0.85,2010-05-22,9.2,10.5,10.071,-9.221,0.0106,0.1219,47526.69,6.0,48000.0,-5532.6,41994.090000000004
WDC,111987.0,2010-04-19,2010-05-22,39.45,36.0,-0.0875,2010-04-19,0.8,0.9,0.833,2010-05-22,0.08,0.15,0.127,0.706,0.0231,0.2829,47526.69,13.0,46800.0,917.8,48444.490000000005
AET,112507.0,2010-04-19,2010-05-22,31.86,29.0,-0.0898,2010-04-19,0.39,0.42,0.4,2010-05-22,0.26,0.34,0.314,0.08600000000000002,0.0138,0.1613,47526.69,16.0,46400.0,137.6,47664.29
DECK,103729.0,2010-04-19,2010-05-22,133.59,120.0,-0.1017,2010-04-19,2.55,2.85,2.649,2010-05-22,0.0,0.05,0.034,2.615,0.0221,0.2693,47526.69,4.0,48000.0,1046.0,48572.69
HS,125545.0,2010-04-19,2010-05-22,17.51,15.0,-0.1433,2010-04-19,0.05,0.25,0.116,2010-05-22,0.0,0.1,0.067,0.049,0.0077,0.0873,47526.69,32.0,48000.0,156.8,47683.490000000005
FLR,112487.0,2010-04-19,2010-05-22,50.54,45.0,-0.1096,2010-04-19,0.25,0.35,0.283,2010-05-22,0.0,0.1,0.067,0.21599999999999997,0.0063,0.0709,47526.69,11.0,49500.0,237.6,47764.29
AZZ,100964.0,2010-04-19,2010-05-22,40.16,35.0,-0.1285,2010-04-19,0.15,0.3,0.2,2010-05-22,0.0,0.45,0.302,-0.10199999999999998,0.0057,0.064,47526.69,14.0,49000.0,-142.8,47383.89
EBIX,104140.0,2010-04-19,2010-05-22,15.93,15.0,-0.0584,2010-04-19,0.45,0.6,0.5,2010-05-22,0.45,0.7,0.617,-0.11699999999999999,0.0333,0.4295,47526.69,32.0,48000.0,-374.4,47152.29
NEU,104457.0,2010-04-19,2010-05-22,109.35,100.0,-0.0855,2010-04-19,1.9,2.25,2.015,2010-05-22,5.2,7.9,7.009,-4.994,0.0202,0.2438,47526.69,5.0,50000.0,-2497.0,45029.69
IDCC,106244.0,2010-04-19,2010-05-22,29.13,26.0,-0.1074,2010-04-19,0.2,0.3,0.233,2010-05-22,0.25,0.7,0.551,-0.31800000000000006,0.009,0.1027,47526.69,18.0,46800.0,-572.4,46954.29
AFAM,101278.0,2010-04-19,2010-05-22,39.12,35.0,-0.1053,2010-04-19,0.3,0.45,0.35,2010-05-22,0.0,0.1,0.067,0.283,0.01,0.1147,47526.69,14.0,49000.0,396.2,47922.89
PPD,109146.0,2010-04-19,2010-05-22,40.41,35.0,-0.1339,2010-04-19,0.4,1.0,0.598,2010-05-22,0.0,0.2,0.134,0.46399999999999997,0.0171,0.2032,47526.69,14.0,49000.0,649.6,48176.29
HUM,105833.0,2010-04-19,2010-05-22,44.55,40.0,-0.1021,2010-04-19,0.4,0.5,0.433,2010-05-22,0.0,0.05,0.034,0.399,0.0108,0.1243,47526.69,12.0,48000.0,478.8,48005.490000000005
APOL,101590.0,2010-04-19,2010-05-22,64.5,60.0,-0.0698,2010-04-19,0.6,0.7,0.633,2010-05-22,4.5,4.7,4.634,-4.001,0.0106,0.1219,47526.69,8.0,48000.0,-3200.8,44325.89
IPHS,128084.0,2010-04-19,2010-05-22,28.23,25.0,-0.1144,2010-04-19,0.3,0.45,0.35,2010-05-22,0.0,0.1,0.067,0.283,0.014,0.1638,47526.69,19.0,47500.0,537.7,48064.39
UIS,111404.0,2010-04-19,2010-05-22,36.42,32.5,-0.1076,2010-04-19,0.45,0.65,0.516,2010-05-22,10.1,11.1,10.77,-10.254,0.0159,0.1878,47526.69,15.0,48750.0,-15381.0,32145.690000000002
JCOM,106560.0,2010-04-19,2010-05-22,24.19,22.5,-0.0699,2010-04-19,0.25,0.4,0.299,2010-05-22,0.0,0.1,0.067,0.23199999999999998,0.0133,0.155,47526.69,21.0,47250.0,487.2,48013.89
CI,102525.0,2010-04-19,2010-05-22,34.99,31.0,-0.114,2010-04-19,0.2,0.25,0.217,2010-05-22,0.0,0.05,0.034,0.183,0.007,0.0791,47526.69,15.0,46500.0,274.5,47801.19
CSGS,102567.0,2010-04-19,2010-05-22,21.73,20.0,-0.0796,2010-04-19,0.1,0.45,0.216,2010-05-22,0.0,0.5,0.335,-0.11900000000000002,0.0108,0.1243,47526.69,24.0,48000.0,-285.6,47241.090000000004
CF,124758.0,2010-04-19,2010-05-22,87.78,80.0,-0.0886,2010-04-19,1.28,1.34,1.3,2010-05-22,11.7,12.0,11.901,-10.600999999999999,0.0163,0.1929,47526.69,6.0,48000.0,-6360.6,41166.090000000004
FSTR,104966.0,2010-04-19,2010-05-22,32.19,30.0,-0.068,2010-04-19,0.35,0.55,0.416,2010-05-22,1.4,3.4,2.74,-2.3240000000000003,0.0139,0.1625,47526.69,16.0,48000.0,-3718.4,43808.29
RDC,109715.0,2010-04-19,2010-05-22,30.39,27.5,-0.0951,2010-04-19,0.4,0.5,0.433,2010-05-22,3.5,4.0,3.835,-3.402,0.0157,0.1852,47526.69,17.0,46750.0,-5783.4,41743.29
PTV,108710.0,2010-04-19,2010-05-22,25.52,22.5,-0.1183,2010-04-19,0.1,0.15,0.117,2010-05-22,0.0,0.05,0.034,0.083,0.0052,0.0582,47526.69,21.0,47250.0,174.3,47700.990000000005
UNH,111469.0,2010-04-26,2010-05-22,30.42,27.0,-0.1124,2010-04-26,0.18,0.2,0.187,2010-05-22,0.0,0.02,0.013,0.174,0.0069,0.0999,47526.69,18.0,48600.0,313.2,47839.89
QDEL,109381.0,2010-04-26,2010-05-22,14.67,12.5,-0.1479,2010-04-26,0.15,0.25,0.183,2010-05-22,0.8,1.05,0.968,-0.7849999999999999,0.0146,0.2222,47526.69,38.0,47500.0,-2983.0,44543.69
TDW,111043.0,2010-04-19,2010-05-22,49.13,45.0,-0.0841,2010-04-19,0.3,0.45,0.35,2010-05-22,1.85,3.2,2.755,-2.405,0.0078,0.0885,47526.69,11.0,49500.0,-2645.5,44881.19
NRG,119846.0,2010-04-19,2010-05-22,21.92,20.0,-0.0876,2010-04-19,0.1,0.2,0.133,2010-05-22,0.0,0.05,0.034,0.099,0.0067,0.0756,47526.69,24.0,48000.0,237.6,47764.29
ALGT,128551.0,2010-04-28,2010-05-22,51.55,45.0,-0.1271,2010-04-28,0.15,0.4,0.233,2010-05-22,0.15,0.3,0.251,-0.017999999999999988,0.0052,0.0809,47526.69,11.0,49500.0,-19.8,47506.89
NOV,107939.0,2010-04-19,2010-05-22,42.23,38.0,-0.1002,2010-04-19,0.3,0.4,0.333,2010-05-22,1.0,1.7,1.469,-1.1360000000000001,0.0088,0.1003,47526.69,13.0,49400.0,-1476.8,46049.89
LXK,106917.0,2010-04-19,2010-05-22,38.19,35.0,-0.0835,2010-04-19,0.8,0.85,0.817,2010-05-22,0.0,0.1,0.067,0.75,0.0233,0.2857,47526.69,14.0,49000.0,1050.0,48576.69
MTRX,107276.0,2010-04-19,2010-05-22,11.09,10.0,-0.0983,2010-04-19,0.1,0.3,0.166,2010-05-22,0.0,0.25,0.168,-0.0020000000000000018,0.0166,0.1967,47526.69,48.0,48000.0,-9.6,47517.090000000004
