ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
BKE,102395.0,2002-02-19,2002-03-16,21.41,20.0,-0.0659,2002-02-19,0.05,0.3,0.133,2002-03-16,0.0,0.05,0.034,0.099,0.0067,0.1009,58741.88550000001,29.0,58000.0,287.1,59028.98550000001
RYL,109754.0,2002-02-19,2002-03-16,80.7,75.0,-0.0706,2002-02-19,1.5,1.7,1.566,2002-03-16,0.0,0.05,0.034,1.532,0.0209,0.347,58741.88550000001,8.0,60000.0,1225.6,59967.48550000001
TWMC,111138.0,2002-02-19,2002-03-16,7.91,7.5,-0.0518,2002-02-19,0.15,0.4,0.233,2002-03-16,0.0,0.25,0.168,0.065,0.0311,0.5543,58741.88550000001,78.0,58500.0,507.0,59248.88550000001
AVX,100960.0,2002-02-19,2002-03-16,18.2,15.0,-0.1758,2002-02-19,0.1,0.25,0.15,2002-03-16,0.0,0.25,0.168,-0.018000000000000016,0.01,0.1541,58741.88550000001,39.0,58500.0,-70.2,58671.685500000014
WLP,111951.0,2002-02-19,2002-03-16,127.25,115.0,-0.0963,2002-02-19,0.4,0.55,0.45,2002-03-16,0.0,0.05,0.034,0.41600000000000004,0.0039,0.0577,58741.88550000001,5.0,57500.0,208.0,58949.88550000001
PMRY,109098.0,2002-02-19,2002-03-16,14.16,12.5,-0.1172,2002-02-19,0.05,0.3,0.133,2002-03-16,0.0,0.25,0.168,-0.035,0.0106,0.164,58741.88550000001,47.0,58750.0,-164.5,58577.38550000001
KSWS,106601.0,2002-02-19,2002-03-16,33.94,30.0,-0.1161,2002-02-19,0.25,0.5,0.333,2002-03-16,0.0,0.25,0.168,0.165,0.0111,0.1723,58741.88550000001,20.0,60000.0,330.0,59071.88550000001
TBL,111048.0,2002-02-19,2002-03-16,33.38,30.0,-0.1013,2002-02-19,0.4,0.6,0.466,2002-03-16,0.0,0.05,0.034,0.43200000000000005,0.0155,0.2479,58741.88550000001,20.0,60000.0,864.0,59605.88550000001
ZOMX,112248.0,2002-02-19,2002-03-16,6.43,5.0,-0.2224,2002-02-19,0.05,0.2,0.1,2002-03-16,0.0,0.2,0.134,-0.034,0.02,0.33,58741.88550000001,117.0,58500.0,-397.8,58344.08550000001
SFA,109970.0,2002-02-19,2002-03-16,22.06,20.0,-0.0934,2002-02-19,0.85,0.9,0.867,2002-03-16,0.0,0.05,0.034,0.833,0.0433,0.8412,58741.88550000001,29.0,58000.0,2415.7,61157.58550000001
OHP,108577.0,2002-02-19,2002-03-16,39.53,35.0,-0.1146,2002-02-19,0.3,0.45,0.35,2002-03-16,0.0,0.05,0.034,0.31599999999999995,0.01,0.1541,58741.88550000001,17.0,59500.0,537.2,59279.08550000001
HRB,102244.0,2002-02-26,2002-03-16,50.68,45.0,-0.1121,2002-02-26,0.25,0.35,0.283,2002-03-16,0.0,0.15,0.101,0.18199999999999997,0.0063,0.1338,58741.88550000001,13.0,58500.0,236.6,58978.48550000001
