ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
RYL,109754.0,2002-06-24,2002-07-20,53.15,47.5,-0.1063,2002-06-24,1.15,1.3,1.2,2002-07-20,9.0,9.4,9.268,-8.068000000000001,0.0253,0.4133,59916.0875,13.0,61750.0,-10488.4,49427.6875
FOSL,104964.0,2002-06-24,2002-07-20,22.43,20.0,-0.1083,2002-06-24,0.05,0.3,0.133,2002-07-20,3.1,3.4,3.301,-3.168,0.0067,0.0969,59916.0875,30.0,60000.0,-9504.0,50412.0875
WLP,111951.0,2002-06-24,2002-07-20,81.37,72.5,-0.109,2002-06-24,0.35,0.45,0.383,2002-07-20,0.0,0.05,0.034,0.349,0.0053,0.0759,59916.0875,8.0,58000.0,279.2,60195.2875
MO,108965.0,2002-06-26,2002-07-20,44.3,40.0,-0.0971,2002-06-26,0.7,0.65,0.683,2002-07-20,0.0,0.05,0.034,0.649,0.0171,0.2896,59916.0875,15.0,60000.0,973.5,60889.5875
GTK,105441.0,2002-06-24,2002-07-20,27.66,25.0,-0.0962,2002-06-24,0.4,0.65,0.483,2002-07-20,4.8,5.2,5.068,-4.585,0.0193,0.303,59916.0875,24.0,60000.0,-11004.0,48912.0875
CSGS,102567.0,2002-06-24,2002-07-20,20.68,20.0,-0.0329,2002-06-24,1.2,1.4,1.266,2002-07-20,3.6,3.8,3.734,-2.468,0.0633,1.3393,59916.0875,30.0,60000.0,-7404.0,52512.0875
SWY,109854.0,2002-06-24,2002-07-20,29.46,27.5,-0.0665,2002-06-24,0.5,0.6,0.533,2002-07-20,0.0,0.15,0.101,0.43200000000000005,0.0194,0.3048,59916.0875,22.0,60500.0,950.4,60866.4875
UST,111298.0,2002-07-01,2002-07-20,33.99,30.0,-0.1174,2002-07-01,0.05,0.25,0.116,2002-07-20,0.0,0.25,0.168,-0.052000000000000005,0.0039,0.0765,59916.0875,20.0,60000.0,-104.0,59812.0875
TOL,111071.0,2002-06-24,2002-07-20,30.32,25.0,-0.1755,2002-06-24,0.1,0.25,0.15,2002-07-20,2.25,2.4,2.351,-2.201,0.006,0.0864,59916.0875,24.0,60000.0,-5282.4,54633.6875
BZH,102064.0,2002-06-24,2002-07-20,77.19,70.0,-0.0931,2002-06-24,1.7,1.95,1.782,2002-07-20,11.1,11.5,11.368,-9.586,0.0255,0.4172,59916.0875,9.0,63000.0,-8627.4,51288.6875
OHP,108577.0,2002-06-24,2002-07-20,47.61,42.5,-0.1073,2002-06-24,0.45,0.55,0.483,2002-07-20,0.25,0.4,0.351,0.132,0.0114,0.1699,59916.0875,14.0,59500.0,184.8,60100.887500000004
SFA,109970.0,2002-06-24,2002-07-20,17.2,15.0,-0.1279,2002-06-24,0.4,0.55,0.45,2002-07-20,2.05,2.2,2.151,-1.7009999999999998,0.03,0.5057,59916.0875,40.0,60000.0,-6804.0,53112.0875
