ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EME,104275.0,2010-01-19,2010-02-20,26.05,22.5,-0.1363,2010-01-19,0.05,0.25,0.116,2010-02-20,0.0,0.15,0.101,0.015,0.0052,0.0601,49548.07,22.0,49500.0,33.0,49581.07
AET,112507.0,2010-01-19,2010-02-20,32.73,29.0,-0.114,2010-01-19,0.4,0.5,0.433,2010-02-20,0.06,0.08,0.073,0.36,0.0149,0.181,49548.07,17.0,49300.0,612.0,50160.07
SPTN,110379.0,2010-01-19,2010-02-20,13.64,12.5,-0.0836,2010-01-19,0.15,0.35,0.216,2010-02-20,0.0,0.15,0.101,0.11499999999999999,0.0173,0.2128,49548.07,40.0,50000.0,460.0,50008.07
HS,125545.0,2010-01-19,2010-02-20,19.71,17.5,-0.1121,2010-01-19,0.15,0.25,0.183,2010-02-20,0.0,0.1,0.067,0.11599999999999999,0.0105,0.1247,49548.07,28.0,49000.0,324.8,49872.87
FLR,112487.0,2010-01-19,2010-02-20,49.27,45.0,-0.0867,2010-01-19,0.25,0.35,0.283,2010-02-20,0.0,0.05,0.034,0.24899999999999997,0.0063,0.0732,49548.07,11.0,49500.0,273.9,49821.97
GLF,105462.0,2010-01-19,2010-02-20,29.01,25.0,-0.1382,2010-01-19,0.1,0.25,0.15,2010-02-20,0.0,0.2,0.134,0.015999999999999986,0.006,0.0696,49548.07,20.0,50000.0,32.0,49580.07
TRLG,116902.0,2010-01-19,2010-02-20,21.26,20.0,-0.0593,2010-01-19,0.55,0.65,0.583,2010-02-20,0.0,0.15,0.101,0.482,0.0291,0.3809,49548.07,25.0,50000.0,1205.0,50753.07
EBIX,104140.0,2010-01-19,2010-02-20,16.38,15.0,-0.0842,2010-01-19,0.2,0.3,0.233,2010-02-20,0.0,0.05,0.034,0.199,0.0155,0.1889,49548.07,33.0,49500.0,656.7,50204.77
DRC,124724.0,2010-01-19,2010-02-20,32.88,30.0,-0.0876,2010-01-19,0.15,0.35,0.216,2010-02-20,0.0,0.1,0.067,0.149,0.0072,0.0841,49548.07,17.0,51000.0,253.3,49801.37
BKE,102395.0,2010-01-19,2010-02-20,31.61,30.0,-0.0509,2010-01-19,0.75,0.85,0.783,2010-02-20,0.65,1.0,0.885,-0.10199999999999998,0.0261,0.3362,49548.07,17.0,51000.0,-173.4,49374.67
PPD,109146.0,2010-01-19,2010-02-20,43.22,40.0,-0.0745,2010-01-19,0.95,1.1,1.0,2010-02-20,0.0,0.05,0.034,0.966,0.025,0.3202,49548.07,12.0,48000.0,1159.2,50707.27
HUM,105833.0,2010-01-19,2010-02-20,50.78,46.0,-0.0941,2010-01-19,0.55,0.65,0.583,2010-02-20,0.5,0.9,0.768,-0.18500000000000005,0.0127,0.1525,49548.07,11.0,50600.0,-203.5,49344.57
APOL,101590.0,2010-01-19,2010-02-20,59.67,55.0,-0.0783,2010-01-19,0.95,1.0,0.966,2010-02-20,0.0,0.05,0.034,0.9319999999999999,0.0176,0.2169,49548.07,9.0,49500.0,838.8,50386.87
