ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EME,104275.0,2010-08-23,2010-09-18,23.12,20.0,-0.1349,2010-08-23,0.05,0.3,0.133,2010-09-18,0.0,0.2,0.134,-0.0010000000000000009,0.0067,0.0969,40486.53,20.0,40000.0,-2.0,40484.53
CMTL,103311.0,2010-08-23,2010-09-18,20.79,17.5,-0.1582,2010-08-23,0.05,0.15,0.083,2010-09-18,0.0,0.1,0.067,0.016,0.0047,0.0671,40486.53,23.0,40250.0,36.8,40523.33
WDC,111987.0,2010-08-23,2010-09-18,24.54,22.5,-0.0831,2010-08-23,0.38,0.4,0.387,2010-09-18,0.0,0.03,0.02,0.367,0.0172,0.2663,40486.53,18.0,40500.0,660.6,41147.13
AET,112507.0,2010-08-23,2010-09-18,27.31,25.0,-0.0846,2010-08-23,0.27,0.29,0.277,2010-09-18,0.0,0.04,0.027,0.25,0.0111,0.1651,40486.53,16.0,40000.0,400.0,40886.53
DECK,103729.0,2010-08-26,2010-09-18,46.8,41.67,-0.1096,2010-08-26,0.55,0.65,0.583,2010-09-18,0.0,0.1,0.067,0.516,0.014,0.2431,40486.53,10.0,41670.0,516.0,41002.53
FLR,112487.0,2010-08-24,2010-09-18,45.14,41.0,-0.0917,2010-08-24,0.4,0.45,0.417,2010-09-18,0.0,0.05,0.034,0.383,0.0102,0.1574,40486.53,10.0,41000.0,383.0,40869.53
GTIV,105211.0,2010-08-23,2010-09-18,20.82,17.5,-0.1595,2010-08-23,0.1,0.35,0.182,2010-09-18,0.0,0.25,0.168,0.013999999999999985,0.0104,0.154,40486.53,23.0,40250.0,32.2,40518.729999999996
AMED,101321.0,2010-08-23,2010-09-18,23.79,21.0,-0.1173,2010-08-23,0.66,0.74,0.686,2010-09-18,0.0,0.07,0.047,0.639,0.0327,0.5613,40486.53,19.0,39900.0,1214.1,41700.63
TRLG,116902.0,2010-08-23,2010-09-18,20.42,19.0,-0.0695,2010-08-23,0.65,0.75,0.683,2010-09-18,0.0,0.05,0.034,0.649,0.0359,0.6296,40486.53,21.0,39900.0,1362.9,41849.43
BCO,109040.0,2010-08-23,2010-09-18,19.91,17.5,-0.121,2010-08-23,0.05,0.15,0.083,2010-09-18,0.0,0.1,0.067,0.016,0.0047,0.0671,40486.53,23.0,40250.0,36.8,40523.33
GHM,105355.0,2010-08-23,2010-09-18,14.02,12.5,-0.1084,2010-08-23,0.1,0.3,0.166,2010-09-18,0.0,0.1,0.067,0.099,0.0133,0.2007,40486.53,32.0,40000.0,316.8,40803.33
IDCC,106244.0,2010-08-23,2010-09-18,26.28,24.0,-0.0868,2010-08-23,0.25,0.3,0.267,2010-09-18,0.0,0.05,0.034,0.233,0.0111,0.1651,40486.53,17.0,40800.0,396.1,40882.63
AEO,101369.0,2010-08-30,2010-09-18,13.22,12.0,-0.0923,2010-08-30,0.1,0.2,0.133,2010-09-18,0.0,0.05,0.034,0.099,0.0111,0.2326,40486.53,34.0,40800.0,336.6,40823.13
BKE,102395.0,2010-08-31,2010-09-18,24.2,22.5,-0.0702,2010-08-31,0.4,0.5,0.433,2010-09-18,0.0,0.05,0.034,0.399,0.0192,0.4628,40486.53,18.0,40500.0,718.2,41204.729999999996
AFAM,101278.0,2010-08-23,2010-09-18,25.38,22.5,-0.1135,2010-08-23,0.25,0.4,0.299,2010-09-18,0.0,0.05,0.034,0.265,0.0133,0.2007,40486.53,18.0,40500.0,477.0,40963.53
JOSB,106573.0,2010-08-23,2010-09-18,38.66,35.0,-0.0947,2010-08-23,0.65,0.8,0.7,2010-09-18,0.0,0.05,0.034,0.6659999999999999,0.02,0.3155,40486.53,12.0,42000.0,799.2,41285.729999999996
PPD,109146.0,2010-08-23,2010-09-18,52.73,45.0,-0.1466,2010-08-23,0.25,0.6,0.366,2010-09-18,0.0,0.15,0.101,0.265,0.0081,0.1182,40486.53,9.0,40500.0,238.5,40725.03
HUM,105833.0,2010-08-23,2010-09-18,48.61,44.0,-0.0948,2010-08-23,0.25,0.35,0.283,2010-09-18,0.0,0.05,0.034,0.24899999999999997,0.0064,0.0924,40486.53,9.0,39600.0,224.1,40710.63
APOL,101590.0,2010-08-23,2010-09-18,41.18,37.0,-0.1015,2010-08-23,0.78,0.83,0.796,2010-09-18,0.0,0.11,0.074,0.7220000000000001,0.0215,0.3425,40486.53,11.0,40700.0,794.2,41280.729999999996
RTN,109497.0,2010-08-23,2010-09-18,43.91,40.0,-0.089,2010-08-23,0.21,0.23,0.217,2010-09-18,0.0,0.02,0.013,0.204,0.0054,0.0774,40486.53,10.0,40000.0,204.0,40690.53
UIS,111404.0,2010-08-23,2010-09-18,22.82,21.0,-0.0798,2010-08-23,0.6,0.75,0.649,2010-09-18,0.0,0.05,0.034,0.615,0.0309,0.524,40486.53,19.0,39900.0,1168.5,41655.03
BBY,102113.0,2010-08-26,2010-09-18,32.32,29.0,-0.1027,2010-08-26,0.39,0.41,0.397,2010-09-18,0.0,0.02,0.013,0.384,0.0137,0.2374,40486.53,14.0,40600.0,537.6,41024.13
MDR,107317.0,2010-08-23,2010-09-18,12.59,11.0,-0.1263,2010-08-23,0.1,0.2,0.133,2010-09-18,0.0,0.1,0.067,0.066,0.0121,0.1812,40486.53,37.0,40700.0,244.2,40730.729999999996
BGC,105161.0,2010-08-26,2010-09-18,22.34,20.0,-0.1047,2010-08-26,0.25,0.35,0.283,2010-09-18,0.0,0.1,0.067,0.21599999999999997,0.0141,0.245,40486.53,20.0,40000.0,432.0,40918.53
CI,102525.0,2010-08-23,2010-09-18,32.76,29.0,-0.1148,2010-08-23,0.21,0.24,0.22,2010-09-18,0.0,0.04,0.027,0.193,0.0076,0.1105,40486.53,14.0,40600.0,270.2,40756.729999999996
LNCR,106970.0,2010-08-23,2010-09-18,23.84,21.0,-0.1191,2010-08-23,0.05,0.15,0.083,2010-09-18,0.0,0.1,0.067,0.016,0.004,0.0568,40486.53,19.0,39900.0,30.4,40516.93
CF,124758.0,2010-08-23,2010-09-18,90.02,80.0,-0.1113,2010-08-23,0.95,1.0,0.966,2010-09-18,0.0,0.01,0.007,0.959,0.0121,0.1812,40486.53,5.0,40000.0,479.5,40966.03
LHCG,123848.0,2010-08-23,2010-09-18,20.55,17.5,-0.1484,2010-08-23,0.05,0.5,0.199,2010-09-18,0.0,0.25,0.168,0.031,0.0114,0.1699,40486.53,23.0,40250.0,71.3,40557.83
UNH,111469.0,2010-08-23,2010-09-18,31.82,29.0,-0.0886,2010-08-23,0.29,0.31,0.297,2010-09-18,0.0,0.02,0.013,0.284,0.0102,0.1509,40486.53,14.0,40600.0,397.6,40884.13
FRX,104946.0,2010-08-27,2010-09-18,27.91,25.0,-0.1043,2010-08-27,0.05,0.15,0.083,2010-09-18,0.0,0.05,0.034,0.049,0.0033,0.0554,40486.53,16.0,40000.0,78.4,40564.93
GPS,105120.0,2010-08-30,2010-09-18,16.98,15.0,-0.1166,2010-08-30,0.05,0.07,0.057,2010-09-18,0.0,0.02,0.013,0.044000000000000004,0.0038,0.0745,40486.53,27.0,40500.0,118.8,40605.33
ATW,101770.0,2010-08-31,2010-09-18,25.17,22.5,-0.1061,2010-08-31,0.1,0.25,0.15,2010-09-18,0.0,0.05,0.034,0.11599999999999999,0.0067,0.1429,40486.53,18.0,40500.0,208.8,40695.33
ALGT,128551.0,2010-08-23,2010-09-18,40.16,35.0,-0.1285,2010-08-23,0.55,0.7,0.6,2010-09-18,0.0,0.15,0.101,0.499,0.0171,0.2646,40486.53,12.0,42000.0,598.8,41085.33
