ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
CROX,125567.0,2008-06-23,2008-07-19,8.97,8.0,-0.1081,2008-06-23,0.4,0.55,0.45,2008-07-19,0.0,0.05,0.034,0.41600000000000004,0.0563,1.1348,55001.34,69.0,55200.0,2870.4,57871.74
HNI,105782.0,2008-06-23,2008-07-19,19.87,17.5,-0.1193,2008-06-23,0.15,0.4,0.233,2008-07-19,0.0,0.1,0.067,0.166,0.0133,0.2007,55001.34,31.0,54250.0,514.6,55515.939999999995
BBW,122114.0,2008-06-23,2008-07-19,7.74,7.5,-0.031,2008-06-23,0.35,0.55,0.416,2008-07-19,0.75,1.0,0.917,-0.5010000000000001,0.0555,1.1125,55001.34,73.0,54750.0,-3657.3,51344.03999999999
COLM,103190.0,2008-06-23,2008-07-19,38.69,35.0,-0.0954,2008-06-23,0.2,0.45,0.283,2008-07-19,0.0,0.05,0.034,0.24899999999999997,0.0081,0.1182,55001.34,16.0,56000.0,398.4,55399.74
AEO,101369.0,2008-06-23,2008-07-19,15.98,15.0,-0.0613,2008-06-23,0.4,0.5,0.433,2008-07-19,0.5,0.65,0.601,-0.16799999999999998,0.0289,0.4836,55001.34,37.0,55500.0,-621.6,54379.74
JOSB,106573.0,2008-06-23,2008-07-19,29.05,25.0,-0.1394,2008-06-23,0.9,1.05,0.95,2008-07-19,0.75,0.9,0.851,0.09899999999999998,0.038,0.676,55001.34,22.0,55000.0,217.8,55219.14
PPD,109146.0,2008-06-23,2008-07-19,43.16,40.0,-0.0732,2008-06-23,0.7,1.0,0.799,2008-07-19,0.0,0.05,0.034,0.765,0.02,0.3155,55001.34,14.0,56000.0,1071.0,56072.34
HUM,105833.0,2008-06-24,2008-07-19,41.33,35.0,-0.1532,2008-06-24,0.15,0.25,0.183,2008-07-19,0.0,0.05,0.034,0.149,0.0052,0.0775,55001.34,16.0,56000.0,238.4,55239.74
BID,110315.0,2008-06-23,2008-07-19,25.55,22.5,-0.1194,2008-06-23,0.4,0.45,0.417,2008-07-19,0.0,0.05,0.034,0.383,0.0185,0.2889,55001.34,24.0,54000.0,919.2,55920.53999999999
KFY,106736.0,2008-06-23,2008-07-19,16.06,15.0,-0.066,2008-06-23,0.2,0.45,0.283,2008-07-19,0.0,0.1,0.067,0.21599999999999997,0.0189,0.296,55001.34,37.0,55500.0,799.2,55800.53999999999
TEX,110955.0,2008-06-26,2008-07-19,54.88,50.0,-0.0889,2008-06-26,1.05,1.15,1.083,2008-07-19,2.6,2.85,2.768,-1.6849999999999998,0.0217,0.3994,55001.34,11.0,55000.0,-1853.5,53147.84
CONN,119434.0,2008-06-23,2008-07-19,17.32,15.0,-0.1339,2008-06-23,0.4,0.5,0.433,2008-07-19,0.0,0.1,0.067,0.366,0.0289,0.4836,55001.34,37.0,55500.0,1354.2,56355.53999999999
WHR,112015.0,2008-06-23,2008-07-19,65.69,60.0,-0.0866,2008-06-23,1.15,1.25,1.183,2008-07-19,0.0,0.05,0.034,1.149,0.0197,0.3101,55001.34,9.0,54000.0,1034.1,56035.439999999995
TPX,119882.0,2008-06-23,2008-07-19,8.53,7.5,-0.1208,2008-06-23,0.3,0.4,0.333,2008-07-19,0.0,0.05,0.034,0.29900000000000004,0.0444,0.8249,55001.34,73.0,54750.0,2182.7,57184.03999999999
LRCX,106808.0,2008-06-23,2008-07-19,36.59,30.0,-0.1801,2008-06-23,0.1,0.2,0.133,2008-07-19,0.0,0.05,0.034,0.099,0.0044,0.0627,55001.34,18.0,54000.0,178.2,55179.53999999999
GT,105340.0,2008-06-23,2008-07-19,20.38,17.5,-0.1413,2008-06-23,0.3,0.35,0.317,2008-07-19,0.0,0.05,0.034,0.28300000000000003,0.0181,0.2819,55001.34,31.0,54250.0,877.3,55878.64
JCP,108849.0,2008-06-23,2008-07-19,37.73,35.0,-0.0724,2008-06-23,0.8,0.9,0.833,2008-07-19,3.2,3.4,3.334,-2.5010000000000003,0.0238,0.385,55001.34,16.0,56000.0,-4001.6,50999.74
WGO,112069.0,2008-06-23,2008-07-19,11.24,10.0,-0.1103,2008-06-23,0.35,0.5,0.399,2008-07-19,0.0,0.05,0.034,0.365,0.0399,0.719,55001.34,55.0,55000.0,2007.5,57008.84
MSTR,107529.0,2008-06-23,2008-07-19,71.83,65.0,-0.0951,2008-06-23,1.0,1.1,1.033,2008-07-19,1.5,2.1,1.902,-0.869,0.0159,0.2441,55001.34,8.0,52000.0,-695.2,54306.14
THO,111015.0,2008-06-23,2008-07-19,23.64,20.0,-0.154,2008-06-23,0.15,0.3,0.2,2008-07-19,0.0,0.05,0.034,0.166,0.01,0.1477,55001.34,28.0,56000.0,464.8,55466.14
CHS,102971.0,2008-06-27,2008-07-19,5.75,5.0,-0.1304,2008-06-27,0.1,0.15,0.117,2008-07-19,0.0,0.05,0.034,0.083,0.0234,0.4601,55001.34,110.0,55000.0,913.0,55914.34
WCG,121673.0,2008-06-23,2008-07-19,38.95,35.0,-0.1014,2008-06-23,1.75,1.95,1.816,2008-07-19,3.3,3.8,3.635,-1.8189999999999997,0.0519,1.0149,55001.34,16.0,56000.0,-2910.4,52090.939999999995
GRA,105351.0,2008-06-23,2008-07-19,26.7,25.0,-0.0637,2008-06-23,0.7,0.8,0.733,2008-07-19,1.55,1.85,1.751,-1.0179999999999998,0.0293,0.4916,55001.34,22.0,55000.0,-2239.6,52761.74
UNH,111469.0,2008-06-23,2008-07-19,26.73,25.0,-0.0647,2008-06-23,0.55,0.65,0.583,2008-07-19,1.0,1.15,1.101,-0.518,0.0233,0.3756,55001.34,22.0,55000.0,-1139.6,53861.74
HRB,102244.0,2008-06-23,2008-07-19,21.0,17.5,-0.1667,2008-06-23,0.35,0.45,0.383,2008-07-19,0.0,0.05,0.034,0.349,0.0219,0.3498,55001.34,31.0,54250.0,1081.9,56083.24
NTGR,117448.0,2008-06-24,2008-07-19,14.46,12.5,-0.1355,2008-06-24,0.1,0.2,0.133,2008-07-19,0.0,0.05,0.034,0.099,0.0106,0.164,55001.34,44.0,55000.0,435.6,55436.939999999995
PMTI,108720.0,2008-06-23,2008-07-19,10.59,10.0,-0.0557,2008-06-23,0.2,0.4,0.266,2008-07-19,0.0,0.1,0.067,0.199,0.0266,0.4383,55001.34,55.0,55000.0,1094.5,56095.84
TBI,106787.0,2008-06-30,2008-07-19,13.5,12.5,-0.0741,2008-06-30,0.25,0.5,0.333,2008-07-19,0.0,0.1,0.067,0.266,0.0266,0.6445,55001.34,44.0,55000.0,1170.4,56171.74
NTRI,108328.0,2008-06-23,2008-07-19,16.39,15.0,-0.0848,2008-06-23,0.45,0.55,0.483,2008-07-19,0.0,0.05,0.034,0.44899999999999995,0.0322,0.5509,55001.34,37.0,55500.0,1661.3,56662.64
JLL,106570.0,2008-06-23,2008-07-19,62.95,60.0,-0.0469,2008-06-23,1.55,2.15,1.748,2008-07-19,1.25,1.75,1.585,0.16300000000000003,0.0291,0.4876,55001.34,9.0,54000.0,146.7,55148.03999999999
CRDN,102888.0,2008-06-23,2008-07-19,37.79,35.0,-0.0738,2008-06-23,0.8,0.95,0.85,2008-07-19,0.0,0.1,0.067,0.7829999999999999,0.0243,0.3944,55001.34,16.0,56000.0,1252.8,56254.14
