ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
BKE,102395.0,2003-05-19,2003-08-16,16.54,15.0,-0.0931,2003-05-19,0.5,0.55,0.517,2003-08-16,0.0,0.05,0.034,0.483,0.0345,0.1471,63224.5325,42.0,63000.0,2028.6,65253.1325
RYL,109754.0,2003-05-19,2003-06-21,55.25,50.0,-0.095,2003-05-19,0.75,0.85,0.783,2003-06-21,0.0,0.05,0.034,0.749,0.0157,0.1852,63224.5325,13.0,65000.0,973.7,64198.2325
PHM,109297.0,2003-05-19,2003-06-21,59.24,55.0,-0.0716,2003-05-19,0.8,0.95,0.85,2003-06-21,0.0,0.05,0.034,0.816,0.0155,0.1827,63224.5325,11.0,60500.0,897.6,64122.1325
WLP,111951.0,2003-05-19,2003-06-21,81.26,75.0,-0.077,2003-05-19,0.7,0.8,0.733,2003-06-21,0.0,0.05,0.034,0.699,0.0098,0.1123,63224.5325,8.0,60000.0,559.2,63783.7325
MDC,107084.0,2003-05-19,2003-06-21,44.27,40.0,-0.0965,2003-05-19,0.55,0.65,0.583,2003-06-21,0.0,0.2,0.134,0.44899999999999995,0.0146,0.1713,63224.5325,16.0,64000.0,718.4,63942.9325
MO,108965.0,2003-05-21,2003-06-21,36.91,32.5,-0.1195,2003-05-21,0.15,0.2,0.167,2003-06-21,0.0,0.05,0.034,0.133,0.0051,0.0609,63224.5325,19.0,61750.0,252.7,63477.2325
CI,102525.0,2003-05-19,2003-06-21,53.58,50.0,-0.0668,2003-05-19,0.85,0.95,0.883,2003-06-21,1.0,1.1,1.067,-0.18399999999999994,0.0177,0.2109,63224.5325,13.0,65000.0,-239.2,62985.332500000004
EDS,104232.0,2003-05-23,2003-06-21,18.66,17.5,-0.0622,2003-05-23,0.35,0.4,0.366,2003-06-21,0.0,0.05,0.034,0.33199999999999996,0.0209,0.2928,63224.5325,36.0,63000.0,1195.2,64419.7325
CHIC,102926.0,2003-05-19,2003-06-21,8.8,7.5,-0.1477,2003-05-19,0.05,0.25,0.116,2003-06-21,0.0,0.2,0.134,-0.018000000000000002,0.0155,0.1827,63224.5325,84.0,63000.0,-151.2,63073.332500000004
OHP,108577.0,2003-05-19,2003-06-21,35.72,32.5,-0.0901,2003-05-19,0.35,0.5,0.399,2003-06-21,0.0,0.05,0.034,0.365,0.0123,0.1427,63224.5325,19.0,61750.0,693.5,63918.0325
AXL,101341.0,2003-05-19,2003-06-21,23.34,20.0,-0.1431,2003-05-19,0.05,0.3,0.133,2003-06-21,0.0,0.25,0.168,-0.035,0.0067,0.0756,63224.5325,32.0,64000.0,-112.0,63112.5325
SHOO,107149.0,2003-05-19,2003-06-21,19.09,17.5,-0.0833,2003-05-19,0.15,0.4,0.233,2003-06-21,0.0,0.25,0.168,0.065,0.0133,0.155,63224.5325,36.0,63000.0,234.0,63458.5325
