ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
USG,111318.0,1998-10-19,1998-11-21,44.63,40.0,-0.1037,1998-10-19,0.3125,0.5,0.374,1998-11-21,0.0,0.0625,0.042,0.332,0.0094,0.1075,49180.63,12.0,48000.0,398.4,49579.03
BKE,102395.0,1998-10-19,1998-11-21,16.59,15.0,-0.0958,1998-10-19,0.5,0.75,0.583,1998-11-21,0.0,0.125,0.084,0.49899999999999994,0.0389,0.5164,49180.63,33.0,49500.0,1646.7,50827.329999999994
STBI,8490.0,1998-10-19,1998-11-21,5.53,5.0,-0.0958,1998-10-19,0.25,0.375,0.291,1998-11-21,0.0,0.25,0.168,0.12299999999999997,0.0582,0.8536,49180.63,98.0,49000.0,1205.4,50386.03
WIRE,104313.0,1998-10-19,1998-11-21,10.34,7.5,-0.2747,1998-10-19,0.125,0.375,0.208,1998-11-21,0.0,0.25,0.168,0.03999999999999998,0.0277,0.3473,49180.63,66.0,49500.0,264.0,49444.63
ALK,101189.0,1998-10-27,1998-11-21,34.56,30.0,-0.1319,1998-10-27,0.375,0.5625,0.437,1998-11-21,0.0,0.1875,0.126,0.311,0.0146,0.2321,49180.63,16.0,48000.0,497.6,49678.229999999996
TXI,110971.0,1998-10-19,1998-11-21,27.31,25.0,-0.0846,1998-10-19,0.8125,1.0625,0.895,1998-11-21,0.0,0.25,0.168,0.727,0.0358,0.4677,49180.63,20.0,50000.0,1454.0,50634.63
INVX,106133.0,1998-10-26,1998-11-21,12.75,10.0,-0.2157,1998-10-26,0.125,0.1875,0.146,1998-11-21,0.0,0.1875,0.126,0.01999999999999999,0.0146,0.2222,49180.63,49.0,49000.0,98.0,49278.63
DAL,103757.0,1998-10-19,1998-11-21,99.75,90.0,-0.0977,1998-10-19,1.625,1.875,1.708,1998-11-21,0.0,0.25,0.168,1.54,0.019,0.2279,49180.63,5.0,45000.0,770.0,49950.63
ADEX,100874.0,1998-10-19,1998-11-21,9.56,7.5,-0.2155,1998-10-19,0.0625,0.25,0.124,1998-11-21,0.0,0.25,0.168,-0.04400000000000001,0.0165,0.1955,49180.63,66.0,49500.0,-290.4,48890.229999999996
MAIR,107462.0,1998-10-19,1998-11-21,13.34,12.5,-0.063,1998-10-19,0.375,0.625,0.458,1998-11-21,0.0,0.25,0.168,0.29000000000000004,0.0366,0.4801,49180.63,39.0,48750.0,1131.0,50311.63
MIND,107634.0,1998-10-19,1998-11-21,5.28,5.0,-0.053,1998-10-19,0.375,0.5,0.416,1998-11-21,0.0,0.125,0.084,0.33199999999999996,0.0832,1.3913,49180.63,98.0,49000.0,3253.6,52434.229999999996
RMDY,109561.0,1998-10-19,1998-11-21,10.16,7.5,-0.2618,1998-10-19,0.0625,0.1875,0.104,1998-11-21,0.0,0.1875,0.126,-0.022000000000000006,0.0139,0.1625,49180.63,66.0,49500.0,-145.2,49035.43
WLP,111951.0,1998-10-19,1998-11-21,64.22,60.0,-0.0657,1998-10-19,1.9375,2.0,1.958,1998-11-21,0.0,0.1875,0.126,1.8319999999999999,0.0326,0.419,49180.63,8.0,48000.0,1465.6,50646.229999999996
ANV,5549.0,1998-10-26,1998-11-21,32.13,30.0,-0.0663,1998-10-26,0.6875,0.9375,0.77,1998-11-21,0.0,0.25,0.168,0.602,0.0257,0.421,49180.63,16.0,48000.0,963.2,50143.829999999994
CDG,6519.0,1998-10-19,1998-11-21,19.91,17.5,-0.121,1998-10-19,0.9375,1.1875,1.02,1998-11-21,0.0,0.125,0.084,0.936,0.0583,0.8555,49180.63,28.0,49000.0,2620.8,51801.43
TKR,111054.0,1998-10-19,1998-11-21,17.31,15.0,-0.1334,1998-10-19,0.0625,0.3125,0.145,1998-11-21,0.0,0.25,0.168,-0.02300000000000002,0.0097,0.1111,49180.63,33.0,49500.0,-75.9,49104.729999999996
PRMS,8520.0,1998-10-19,1998-11-21,8.41,7.5,-0.1082,1998-10-19,0.1875,0.4375,0.27,1998-11-21,0.0,0.25,0.168,0.10200000000000001,0.036,0.4708,49180.63,66.0,49500.0,673.2,49853.829999999994
HYSL,105874.0,1998-10-19,1998-11-21,24.25,22.5,-0.0722,1998-10-19,1.5,1.75,1.583,1998-11-21,0.0,0.25,0.168,1.415,0.0704,1.1005,49180.63,22.0,49500.0,3113.0,52293.63
ELY,102632.0,1998-10-19,1998-11-21,11.59,10.0,-0.1372,1998-10-19,0.25,0.3125,0.271,1998-11-21,0.0,0.0625,0.042,0.229,0.0271,0.3387,49180.63,49.0,49000.0,1122.1,50302.729999999996
SFAM,110403.0,1998-10-20,1998-11-21,11.56,10.0,-0.1349,1998-10-20,0.6875,0.875,0.749,1998-11-21,0.0,0.25,0.168,0.581,0.0749,1.2537,49180.63,49.0,49000.0,2846.9,52027.53
APCO,6570.0,1998-10-19,1998-11-21,6.94,5.0,-0.2795,1998-10-19,0.0625,0.1875,0.104,1998-11-21,0.0,0.125,0.084,0.01999999999999999,0.0208,0.2518,49180.63,98.0,49000.0,196.0,49376.63
