ticker,secid,trade_date,expiry,current,strike,delta,c_date,c_bid,c_ask,c_mid,f_date,f_bid,f_ask,f_mid,gross_profit,s_yield,a_yield,target_notional,contracts,actual_notional,total_profit,ending_total
EME,104275.0,2003-01-21,2003-02-22,50.23,45.0,-0.1041,2003-01-21,0.9,1.15,0.983,2003-02-22,0.0,0.25,0.168,0.815,0.0218,0.2746,60822.1345,14.0,63000.0,1141.0,61963.1345
BKE,102395.0,2003-01-21,2003-02-22,17.85,15.0,-0.1597,2003-01-21,0.05,0.3,0.133,2003-02-22,0.0,0.25,0.168,-0.035,0.0089,0.1048,60822.1345,41.0,61500.0,-143.5,60678.6345
NLS,103885.0,2003-01-21,2003-02-22,12.84,10.0,-0.2212,2003-01-21,0.15,0.3,0.2,2003-02-22,0.0,0.05,0.034,0.166,0.02,0.2495,60822.1345,61.0,61000.0,1012.6,61834.7345
ESST,104075.0,2003-01-21,2003-02-22,6.03,5.0,-0.1708,2003-01-21,0.15,0.3,0.2,2003-02-22,0.0,0.05,0.034,0.166,0.04,0.5546,60822.1345,122.0,61000.0,2025.2,62847.3345
PHM,109297.0,2003-01-21,2003-02-22,52.14,45.0,-0.1369,2003-01-21,0.65,0.65,0.65,2003-02-22,0.0,0.05,0.034,0.616,0.0144,0.1745,60822.1345,14.0,63000.0,862.4,61684.5345
WLP,111951.0,2003-01-21,2003-02-22,69.97,65.0,-0.071,2003-01-21,1.2,1.35,1.25,2003-02-22,0.0,0.15,0.101,1.149,0.0192,0.2386,60822.1345,9.0,58500.0,1034.1,61856.2345
MDC,107084.0,2003-01-21,2003-02-22,40.89,35.0,-0.144,2003-01-21,0.5,0.55,0.517,2003-02-22,0.0,0.15,0.101,0.41600000000000004,0.0148,0.1797,60822.1345,17.0,59500.0,707.2,61529.3345
MGAM,107768.0,2003-01-28,2003-02-22,23.3,20.0,-0.1416,2003-01-28,0.7,0.85,0.75,2003-02-22,2.7,2.75,2.734,-1.984,0.0375,0.6991,60822.1345,30.0,60000.0,-5952.0,54870.1345
RYL,109754.0,2003-01-21,2003-02-22,37.45,32.5,-0.1322,2003-01-21,0.45,0.6,0.5,2003-02-22,0.0,0.15,0.101,0.399,0.0154,0.1876,60822.1345,19.0,61750.0,758.1,61580.2345
SKX,110215.0,2003-01-21,2003-02-22,9.2,7.5,-0.1848,2003-01-21,0.15,0.4,0.233,2003-02-22,1.15,1.4,1.317,-1.0839999999999999,0.0311,0.4113,60822.1345,81.0,60750.0,-8780.4,52041.7345
EDS,104232.0,2003-01-21,2003-02-22,17.26,15.0,-0.1309,2003-01-21,0.55,0.6,0.567,2003-02-22,0.0,0.05,0.034,0.5329999999999999,0.0378,0.518,60822.1345,41.0,61500.0,2185.3,63007.4345
KSWS,106601.0,2003-01-21,2003-02-22,22.45,20.0,-0.1091,2003-01-21,0.25,0.5,0.333,2003-02-22,0.0,0.25,0.168,0.165,0.0167,0.2048,60822.1345,30.0,60000.0,495.0,61317.1345
NVDA,108321.0,2003-01-21,2003-02-22,10.82,10.0,-0.0758,2003-01-21,0.7,0.75,0.716,2003-02-22,0.0,0.05,0.034,0.6819999999999999,0.0716,1.177,60822.1345,61.0,61000.0,4160.2,64982.3345
MME,107557.0,2003-01-21,2003-02-22,32.31,30.0,-0.0715,2003-01-21,0.65,0.9,0.733,2003-02-22,0.0,0.1,0.067,0.6659999999999999,0.0244,0.3115,60822.1345,20.0,60000.0,1332.0,62154.1345
SFA,109970.0,2003-01-21,2003-02-22,12.89,10.0,-0.2242,2003-01-21,0.1,0.25,0.15,2003-02-22,0.0,0.1,0.067,0.08299999999999999,0.015,0.1823,60822.1345,61.0,61000.0,506.3,61328.4345
